,name,handi,move,shaperate,shapelog,wrbefore,wrafter,wrdiff,trbefore,trafter,trdiff,dist1b,ownbefore,ownafter,owndiff
568,Sat04_Sue_0301_2,4,21,0.001,-6.907755278982137,0.9991225998576767,0.9989160268608321,-0.00020657299684456731,35.18181871613307,29.965771227354573,-5.2160474887785,1.4142135623730951,0.3302047116628774,-0.2226804088772546,0.552885120540132
569,Sat04_Sue_0301_2,4,41,0.0010782952886074781,-6.8323739213638435,0.9727774542949241,0.8768833742755661,-0.09589408001935806,12.560607213169448,5.232095149715619,-7.328512063453829,3.1622776601683795,-0.576995993122371,-0.9062146794714034,0.3292186863490324
570,Sat04_Sue_0301_2,4,31,0.002197651658207178,-6.120365916812609,0.9968451458965137,0.9967323831500631,-0.00011276274645066753,27.07703056160429,22.17282843304319,-4.904202128561099,3.0,-0.48544546488309454,0.9474854556729995,-1.432930920556094
571,Sat04_Sue_0301_2,4,29,0.0013948088744655252,-6.574997880646795,0.998006032506993,0.9968340665824743,-0.0011719659245187364,31.445705025501187,25.013044979477524,-6.432660046023663,3.0,0.9325250323311127,0.4940965380085558,0.4384284943225569
572,Sat04_Sue_0301_2,4,27,0.0014436669880524278,-6.540568882800076,0.9985551780400092,0.9978151327185585,-0.0007400453214506664,33.67312071928784,28.525037740349855,-5.148082978937982,1.0,-0.3732801835850683,-0.2304827399477593,-0.142797443637309
573,Tak20_Kob_0330_2,2,19,0.0009824401931837201,-6.925471088151276,0.9959446674231466,0.9898667247533974,-0.006077942669749148,19.308120964164143,13.92715794517911,-5.3809630189850335,3.605551275463989,0.29902221983459715,0.8183803538137094,-0.5193581339791122
574,Tak20_Kob_0330_2,2,27,0.01707097329199314,-4.07037572610978,0.9785264850744367,0.9687660252014432,-0.009760459872993565,11.18376108937842,10.226437250159172,-0.9573238392192476,1.0,0.34223710347861414,0.20272050259471586,0.13951660088389828
575,Tak20_Kob_0330_2,2,5,0.07929326593875885,-2.5346020727521994,0.997801500440167,0.9963766869788852,-0.0014248134612818708,21.924813251643748,19.285176334704946,-2.6396369169388016,7.0710678118654755,0.8319620808939475,0.2937086170126678,0.5382534638812797
576,Tak20_Kob_0330_2,2,25,0.008860091678798199,-4.726198166924529,0.9876201523496821,0.9740952840118056,-0.013524868337876583,13.24380304352942,10.881211329239857,-2.3625917142895627,2.0,-0.060399226920888734,0.5303635627805451,-0.5907627897014338
577,Tak20_Kob_0330_2,2,57,0.001,-6.907755278982137,0.6785140458159628,0.3588815332286055,-0.31963251258735725,0.6464983920462668,-0.9235452336631372,-1.570043625709404,9.219544457292887,-0.7514321411238054,0.993111160539715,-1.7445433016635206
578,Tak20_Kob_0330_2,2,7,0.001,-6.907755278982137,0.9978369400777463,0.9955556370003177,-0.002281303077428576,22.259146300136234,18.722294198905942,-3.5368521012302914,9.219544457292887,0.34251246865393836,0.3289302311153974,0.013582237538540987
