,name,handi,move,shaperate,shapelog,wrbefore,wrafter,wrdiff,trbefore,trafter,trdiff,dist1b,ownbefore,ownafter,owndiff,trstbefore,trstafter,trstdiff,dist01,dist02,dist21,dist0b,dist2b,bdec30,wdec30,label
10,Kat03_Sue_0326_3,4,7,0.001,-6.907755278982138,0.9979543906228716,0.997722968741778,-0.00023142188109359638,48.44042942221849,45.49914874104394,-2.94128068117454,8.48528137423857,0.5771537954042902,0.7524353919911321,-0.17528159658684173,22.051822465467435,21.522287097839328,-0.5295353676281067,2.23606797749979,2.23606797749979,0.0,8.48528137423857,8.48528137423857,0,0,1
11,Oon04_cho_0329_4,2,41,0.7443063259124756,-0.2953026005089318,0.9512944654470634,0.9540008557369586,0.0027063902898951664,10.939093574516717,10.132056774134249,-0.8070368003824697,0.0,0.7387558267246621,0.7501416596544697,-0.011385832929807549,12.949598745259154,12.398293430171115,-0.5513053150880456,1.0,1.0,0.0,0.0,0.0,0,0,1
12,Oon12_Sue_0329_12,2,49,0.0008423015242442489,-7.079372503023023,0.8909247344270227,0.8791242116118678,-0.011800522815154868,4.5118416347679196,4.137006296639426,-0.3748353381284941,0.0,-0.8208330321475428,-0.8220816592524479,0.0012486271049051425,10.03286578528436,9.724559887014992,-0.3083058982693672,1.0,1.0,0.0,0.0,0.0,0,0,0
13,Yam12_Sue_0316_1,4,23,0.004234162159264089,-5.464569807696277,0.995586071663006,0.9945426695057762,-0.0010434021572298668,35.66396312654117,29.697702372638332,-5.966260753902838,1.0,-0.5032181943310322,-0.5230979665891944,0.019879772258162176,21.59628037345481,19.45197311276432,-2.1443072606904856,2.23606797749979,2.23606797749979,0.0,1.0,1.0,0,2,1
14,Tak18_Kob_0329_11,2,7,0.001,-6.907755278982138,0.9913846239831274,0.9906030325163092,-0.0007815914668183321,23.24194944057055,21.555658305524418,-1.6862911350461296,7.071067811865476,-0.19105271900654536,0.9058579071955276,-1.0969106262020731,17.632361058676487,17.21953100667313,-0.4128300520033577,1.0,1.0,0.0,7.071067811865476,7.071067811865476,1,0,1
15,Koi03_Sue_0328_3,2,17,0.0012155264848843215,-6.7125779751535655,0.991463262323675,0.9897168347087216,-0.0017464276149532498,22.17108639170248,21.547687403615733,-0.6233989880867483,5.656854249492381,0.22486686646253048,-0.2682515537839637,0.4931184202464942,17.381333004964112,17.523529709393628,0.14219670442951582,5.0,5.0,0.0,5.656854249492381,5.656854249492381,0,1,0
16,Yas19_Kob_0328_19,2,61,0.5099003911018372,-0.6735398839045783,0.8777588267763293,0.8172232004222493,-0.06053562635408005,4.972157371969514,5.262403331919837,0.2902459599503233,5.385164807134504,-0.6256944546029957,-0.6833679453957355,0.057673490792739875,11.528989318735075,15.751903391699715,4.222914072964636,1.0,1.0,0.0,5.385164807134504,5.385164807134504,0,1,0
17,Sat10_cho_0302_4,4,101,0.12207971513271333,-2.1030810448963426,0.0006563955089262662,0.0006684424824336954,1.2046973507429115e-05,-50.05400985571513,-50.54018439237435,-0.4861745366592203,0.0,0.9973687066026098,0.9974118913540148,-4.3184751404967685e-05,5.273124295759335,4.946068605615103,-0.3270556901442321,1.0,1.0,0.0,0.0,0.0,0,0,0
18,Tak12_Sue_0329_5,3,71,0.001983410213142633,-6.222937585914912,0.9988286564366406,0.9986012298582059,-0.00022742657843466407,45.75905386618562,44.32587838519947,-1.4331754809861437,3.1622776601683795,0.18926910058756333,0.25160254327640696,-0.062333442688843575,9.394379698092033,10.101687294881227,0.707307596789196,2.0,2.0,0.0,3.1622776601683795,3.1622776601683795,0,1,0
19,Oon17_cho_0329_17,2,93,0.0008111305651254952,-7.117081524050338,0.6656014198419775,0.16012548406799956,-0.505475935773978,0.4297707172345587,-2.14827850554928,-2.5780492227838385,7.280109889280517,0.9904121462105596,0.99082879626148,-0.0004166500509205085,5.032537025784584,4.678590049201448,-0.3539469765831358,3.6055512754639887,3.6055512754639887,0.0,7.280109889280517,7.280109889280517,1,1,1
20,Yas17_cho_0328_17,2,111,0.008111992850899695,-4.814411713433045,0.9986205280192076,0.9980618529981452,-0.0005586750210623268,44.863448682776955,27.08369991384904,-17.779748768927924,4.123105625617661,0.9963166871858908,0.9961965050933341,0.00012018209255670877,6.995104143279713,4.937805558620223,-2.057298584659489,2.23606797749979,2.23606797749979,0.0,4.123105625617661,4.123105625617661,0,3,0
21,Yam15_Sue_0316_4,4,73,0.1087355613708496,-2.21883638683161,0.002600461039200641,0.0020679982728611934,-0.0005324627663394477,-8.492124417312063,-8.54165866474036,-0.049534247428296034,0.0,-0.8082429637833742,-0.7452556484744604,-0.06298731530891387,3.681304317634397,3.559539608833431,-0.12176470880096567,1.0,1.0,0.0,0.0,0.0,0,0,0
22,Yas19_Kob_0328_19,2,9,0.001,-6.907755278982138,0.9934280777457888,0.9906782333953984,-0.0027498443503901626,26.31958700569341,23.98775699506745,-2.331830010625964,6.4031242374328485,0.4512988082995819,0.14970522740393186,0.3015935808956501,17.964903503230342,18.146440340033134,0.18153683680278832,5.830951894845301,5.830951894845301,0.0,6.4031242374328485,6.4031242374328485,1,1,1
23,Yas12_Sue_0328_12,2,19,0.0015312213217839599,-6.481689612477504,0.9892182044199676,0.9880061491504006,-0.001212055269566914,20.12028415958148,17.87273713786869,-2.2475470217127795,3.1622776601683795,0.06821597429581394,0.0604198146260933,0.007796159669720644,16.019428505719592,15.404647140561895,-0.614781365157695,4.242640687119285,4.242640687119285,0.0,3.1622776601683795,3.1622776601683795,0,0,0
24,Tak09_Sue_0329_2,2,69,0.001065859803929925,-6.843973477900678,0.9974171437735748,0.9974972753480272,8.013157445241337e-05,37.77173203652072,36.9750464057803,-0.7966856307404271,0.0,0.9139731804616088,0.9173323331768922,-0.003359152715283309,12.349760656329092,12.015308376985132,-0.33445227934396016,1.0,1.0,0.0,0.0,0.0,0,0,0
25,Sat18_Kob_0304_4,4,51,0.0014793224399909375,-6.516171106850416,0.8227048845415634,0.8167760575926397,-0.0059288269489237155,3.0765179430922904,3.062037634218607,-0.014480308873683343,0.0,0.9792713114614732,0.9989545704272595,-0.0196832589657866,7.189793678333974,7.226777364875746,0.03698368654177209,1.4142135623730951,1.4142135623730951,0.0,0.0,0.0,0,0,0
26,Sat17_cho_0304_3,4,39,0.0010317537235096095,-6.876495280411893,0.996427831777547,0.9898804815033306,-0.006547350274216379,22.75545340100616,15.291078405949955,-7.464374995056202,6.708203932499369,-0.1676936511379441,-0.12482239045358436,-0.04287126068435973,14.697204753581548,12.621735739899636,-2.0754690136819125,2.23606797749979,2.23606797749979,0.0,6.708203932499369,6.708203932499369,1,1,0
27,Sat12_Sue_0303_2,4,69,0.002063274383544922,-6.183461051533968,0.006132258853937311,0.004811170946957821,-0.00132108790697949,-21.939232962232882,-44.36566471532247,-22.426431753089584,7.280109889280517,-0.8955262173910699,-0.6161393389988988,-0.279386878392171,13.423231284608526,24.237383111399,10.814151826790475,5.0,5.0,0.0,7.280109889280517,7.280109889280517,4,10,1
28,Oon10_cho_0329_10,2,83,0.020548537373542786,-3.884965514609733,0.7467231247847862,0.31685983145452057,-0.4298632933302656,0.6252858499730447,-1.2495541241994874,-1.874839974172532,7.0710678118654755,0.9975564577185632,0.9985101275797508,-0.0009536698611877227,5.2349137209366665,5.087322511477539,-0.14759120945912765,1.0,1.0,0.0,7.0710678118654755,7.0710678118654755,2,0,0
29,Sat18_Kob_0304_4,4,19,0.001,-6.907755278982138,0.9977964803401014,0.9973458377996232,-0.00045064254047821883,49.21635527240178,42.98530435621928,-6.231050916182497,4.0,-0.1542267134728765,0.2863571103364956,-0.4405838238093721,22.17175038340056,21.588974142613587,-0.582776240786977,2.8284271247461903,2.8284271247461903,0.0,4.0,4.0,3,0,1
30,Oon01_cho_0329_1,2,41,0.0008745245286263525,-7.041830215155293,0.993803220644367,0.9928535634095128,-0.0009496572348542953,39.98025822518074,37.51522765522143,-2.4650305699593105,0.0,-0.20086670528569112,-0.20232334354710813,0.0014566382614170093,20.791378191167297,20.64753411367713,-0.14384407749016506,3.0,3.0,0.0,0.0,0.0,0,0,0
31,Mas08_Sue_0328_2,4,49,0.001391339348629117,-6.57748843560081,0.9884751151557044,0.9724155189659112,-0.016059596189793142,18.893192389699575,16.955564568283485,-1.9376278214160896,2.0,-0.3475703506372864,-0.3100181259651064,-0.03755222467218,14.712700945578911,16.812024433379406,2.099323487800492,2.8284271247461903,2.8284271247461903,0.0,2.0,2.0,5,0,0
32,Oon10_cho_0329_10,2,39,0.17178146541118622,-1.7615321599365503,0.5835429742274337,0.486530675509885,-0.0970122987175488,0.9023777251915436,-1.0714572950561971,-1.9738350202477408,1.0,-0.14660379021615524,-0.17016435662267498,0.023560566406519767,16.00018894084107,17.378949245315095,1.378760304474028,3.1622776601683795,3.1622776601683795,0.0,1.0,1.0,0,0,0
33,Tak11_Kob_0329_4,3,43,0.0009486370836384592,-6.960484252265236,0.9959223395376012,0.9957394293002386,-0.00018291023736261014,34.97725356005406,29.87356958276461,-5.103683977289464,2.23606797749979,-0.28349890636459485,-0.3662901917827125,0.08279128541811759,22.534506405350818,18.622279172279608,-3.91222723307121,4.242640687119285,4.242640687119285,0.0,2.23606797749979,2.23606797749979,1,0,0
34,Kat04_Sue_0326_1,4,5,0.00508089829236269,-5.282267203818933,0.997522449933498,0.9971920037995528,-0.0003304461339451725,52.09579907396881,48.634169258146,-3.4616298158228105,2.23606797749979,0.0350090771334165,0.6007557836478586,-0.5657467065144421,25.276403232230734,24.918136654888023,-0.35826657734271805,1.4142135623730951,1.4142135623730951,0.0,2.23606797749979,2.23606797749979,0,1,1
35,Tak04_Sue_0328_4,2,37,0.0008448255830444398,-7.076380362510996,0.9935962545356536,0.9903330906443748,-0.0032631638912784533,19.924196924884594,14.227567603542475,-5.696629321342119,7.211102550927978,-0.31319656702010384,-0.2479181690519799,-0.06527839796812396,14.237962789328932,12.49229572407111,-1.7456670652578232,4.47213595499958,4.47213595499958,0.0,7.211102550927978,7.211102550927978,0,0,0
36,Yam05_Kob_0229_2,2,45,0.0007823501364327968,-7.1532081728277825,0.010056674486139006,0.00610544012224945,-0.0039512343638895536,-10.398939805694596,-13.389520220687599,-2.990580414993003,3.6055512754639887,0.22070360963103053,0.8527309859835019,-0.6320273763524714,6.765291302857372,7.36584168244366,0.6005503795862905,1.0,1.0,0.0,3.6055512754639887,3.6055512754639887,1,2,1
37,Yas11_Kob_0328_11,2,67,0.005278703756630421,-5.2440747120423605,0.049896057536899296,0.03452223104641339,-0.015373826490485909,-3.2438652561740215,-5.024728987215094,-1.7808637310410742,1.4142135623730951,0.10089204953550372,0.9969419438654818,-0.8960498943299782,5.336445816625789,6.380183139853692,1.043737323227904,1.0,1.0,0.0,1.4142135623730951,1.4142135623730951,0,0,0
38,Yam14_Kob_0316_3,4,71,0.001,-6.907755278982138,0.06936765570187431,0.00393190879094385,-0.06543574691093046,-0.938928437795812,-4.881306849093392,-3.942378411297579,9.433981132056603,-0.9969926297372328,-0.996689600121312,-0.0003030296159209911,3.117042736964252,3.4339807783875886,0.31693804142333715,7.071067811865476,7.071067811865476,0.0,9.433981132056603,9.433981132056603,0,1,1
39,Yas19_Kob_0328_19,2,33,0.20189286768436432,-1.6000180802686783,0.9732225562349536,0.9646496772410332,-0.00857287899392023,21.50232208125817,19.601187119704765,-1.901134961553396,2.0,-0.2952707880544673,0.03947544410046189,-0.3347462321549292,20.714671448033346,19.57756753199768,-1.1371039160356735,1.4142135623730951,1.4142135623730951,0.0,2.0,2.0,2,3,0
40,Sat07_cho_0302_1,4,87,0.000597458565607667,-7.42282562282649,0.0020095432994271523,0.0008862655827900355,-0.0011232777166371166,-4.835984807165478,-7.094784161693448,-2.2587993545279685,2.0,-0.9945820502310012,-0.9993692492757641,0.004787199044762769,2.487222468275472,2.7731534338074826,0.28593096553201125,4.47213595499958,4.47213595499958,0.0,2.0,2.0,0,3,1
