name,handi,move,wrbefore,wrafter,wrdiff,shaperat,shapelog,pntavebf,pntaveaf,pntavediff,pntstdbf,pntstdaf,pntstddiff,dist01,dist12,dist20,dist0b,dist1b,dist2b,lastown1,afterown1,diffown1,lastown2,afterown2,diffown2,bdec30,bdecsum,wdec30,wdecsum,label1,label2,rand
Tak02_Kob_0328_2,3,17,0.305794,0.318303,0.012509,17.52972397,19.03738581,21.317,19.5955,-1.7215,43.9991,42.9629,-1.0362,2.236067977,1,2,3.605551275,3.16227766,2.236067977,56,88,32,46.75,45.875,-0.875,0,89,0,123,bad,KATACHI,0.157097014
Tak02_Kob_0328_2,3,31,0.337605,0.338764,0.001159,45.54923224,20.27443738,16.0917,16.2986,0.2069,38.8513,39.2699,0.4186,1.414213562,1,2.236067977,8.062257748,9.433981132,10.29563014,59,68,9,16.875,13.75,-3.125,0,39,0,38,bad,reigai,0.656172279
Tak02_Kob_0328_2,3,39,0.321249,0.320342,-0.000907,34.82504845,21.33906353,10.855,13.1781,2.3231,28.4467,32.0231,3.5764,1,2,1,2.236067977,2,2.828427125,26,24,-2,58,52.375,-5.625,0,35,0,48,bad,KATACHI,0.690311525
Tak02_Kob_0328_2,3,57,0.315122,0.295058,-0.020064,0.007306206,12.990595,15.2629,12.9458,-2.3171,29.6914,26.8632,-2.8282,8.062257748,1,7.615773106,9.899494937,3,4,45,56,11,67.4,65.2,-2.2,0,65,0,97,bad,SOPPO,0.27666858
Tak02_Kob_0328_2,3,71,0.25942,0.263549,0.004129,44.81862677,22.50591785,19.7643,18.696,-1.0683,29.7573,28.9131,-0.8442,1,3,2,8.062257748,8,8.544003745,95,98,3,56.2,54.4,-1.8,0,29,1,91,bad,KATACHI,0.120372317
Tak03_Sue_0328_3,2,9,0.394303,0.40241,0.008107,4.422509748,17.8899963,10.5908,10.6199,0.0291,42.9585,45.395,2.4365,2.236067977,3.605551275,2,1,1.414213562,2.236067977,54,90,36,55,49.125,-5.875,0,94,1,139,bad,KATACHI,0.612945127
Tak03_Sue_0328_3,2,13,0.43322,0.443353,0.010133,3.201075203,17.57551852,7.41613,6.27877,-1.13736,45.7279,45.8616,0.1337,1.414213562,1,1,1,1,0,70,84,14,45.375,45.125,-0.25,0,24,1,85,bad,AJIKESHI,0.547778281
Tak03_Sue_0328_3,2,21,0.445736,0.440017,-0.005719,77.07469182,22.45066785,5.91112,6.33794,0.42682,46.5026,46.6376,0.135,1,2,1,1,0,2,60,80,20,38.375,34.875,-3.5,0,34,0,44,bad,HOUCHI,0.763363596
Tak03_Sue_0328_3,2,27,0.443992,0.485604,0.041612,3.204126983,17.73115731,6.05994,1.45826,-4.60168,45.9777,46.4534,0.4757,1.414213562,1,1,1,1,0,42,77,35,44,49.375,5.375,0,13,1,101,bad,SOPPO,0.201605441
Tak03_Sue_0328_3,2,35,0.522958,0.532758,0.0098,30.29524534,20.33842645,-2.84026,-4.60967,-1.76941,46.1917,48.9972,2.8055,1,1.414213562,2.236067977,1,2,3.16227766,48,62,14,53.875,35.375,-18.5,0,66,0,109,bad,AJIKESHI,0.253859325
Tak04_cho_0328_4,2,13,0.381181,0.408554,0.027373,6.623412445,19.73816928,12.5371,9.44155,-3.09555,45.0573,42.0041,-3.0532,2.236067977,2.828427125,1,1,2.828427125,0,78,93,15,41.625,34.25,-7.375,0,95,1,138,bad,KATACHI,0.217362293
Tak04_cho_0328_4,2,23,0.443859,0.479972,0.036113,1.100573693,15.94323356,6.63288,4.13611,-2.49677,40.3981,38.4306,-1.9675,2.236067977,5,3.16227766,1.414213562,3.605551275,2.828427125,74,97,23,53.125,39.75,-13.375,0,79,1,117,bad,BIBIRI,0.669396299
Tak04_cho_0328_4,2,31,0.445914,0.389768,-0.056146,56.28212636,21.53956886,4.46038,10.1923,5.73192,36.6178,38.9657,2.3479,1,1.414213562,2.236067977,11.66190379,10.81665383,10.63014581,47,63,16,21.75,22.125,0.375,0,93,0,28,bad,reigai,0.355750086
Tak04_cho_0328_4,2,43,0.454058,0.496453,0.042395,34.71730962,20.80105316,3.65819,0.178344,-3.479846,33.7369,30.7414,-2.9955,1.414213562,2.236067977,2.236067977,7.810249676,6.403124237,7.615773106,59,96,37,62.625,54.25,-8.375,0,93,1,82,bad,CHIISAI,0.24352103
Tak04_cho_0328_4,2,55,0.56968,0.580075,0.010395,31.37473136,20.67648179,-5.07179,-5.72852,-0.65673,34.7901,34.3528,-0.4373,3.16227766,1.414213562,2.828427125,2,1.414213562,2,79,98,19,70,69.125,-0.875,0,140,0,23,bad,OTUKIAI,0.711530268
Tak04_Kob_0328_4,2,9,0.393957,0.408135,0.014178,46.39431116,20.2404658,10.7092,9.54052,-1.16868,42.8092,43.14,0.3308,1,1,1.414213562,1,1.414213562,1,79,81,2,62,62.375,0.375,0,57,0,48,bad,AJIKESHI,0.789288414
Tak04_Kob_0328_4,2,13,0.378283,0.409942,0.031659,6.623412445,19.73816928,12.7668,9.33331,-3.43349,44.9566,41.5841,-3.3725,2.236067977,2.828427125,1,1,2.828427125,0,78,93,15,41.625,34.25,-7.375,0,95,1,138,bad,BIBIRI,0.665002949
Tak04_Kob_0328_4,2,23,0.447863,0.476546,0.028683,1.100573693,15.94323356,6.4226,4.42874,-1.99386,40.2354,38.344,-1.8914,2.236067977,5,3.16227766,1.414213562,3.605551275,2.828427125,74,97,23,53.125,39.75,-13.375,0,79,1,117,bad,BIBIRI,0.506146326
Tak04_Kob_0328_4,2,31,0.448259,0.389628,-0.058631,56.28212636,21.53956886,4.33398,9.07344,4.73946,36.0162,37.1413,1.1251,1,1.414213562,2.236067977,11.66190379,10.81665383,10.63014581,47,63,16,21.75,22.125,0.375,0,93,0,28,bad,POKA,0.740383205
Tak04_Kob_0328_4,2,41,0.455406,0.475197,0.019791,4.073385434,17.70550748,2.37383,2.18378,-0.19005,35.5203,32.5453,-2.975,4.472135955,1,5,10.04987562,6.708203932,7.211102551,50,89,39,30.875,30.5,-0.375,1,56,0,86,bad,CHIISAI,0.940392454
Tak04_Kob_0328_4,2,53,0.498307,0.564518,0.066211,2.421261847,18.0400878,0.377569,-4.73791,-5.115479,34.8504,35.0073,0.1569,2,3,1,8,6,9,78,85,7,74.5,60.375,-14.125,2,191,0,23,bad,KATACHI,0.843444355
Tak04_Kob_0328_4,2,55,0.564518,0.59023,0.025712,31.37473136,20.67648179,-4.73791,-6.46363,-1.72572,35.0073,33.4938,-1.5135,3.16227766,1.414213562,2.828427125,2,1.414213562,2,79,98,19,70,69.125,-0.875,0,140,0,23,bad,POKA,0.161637519
Tak04_Sue_0328_4,2,23,0.448744,0.47371,0.024966,1.100573693,15.94323356,6.11756,4.71319,-1.40437,40.0019,38.5916,-1.4103,2.236067977,5,3.16227766,1.414213562,3.605551275,2.828427125,74,97,23,53.125,39.75,-13.375,0,79,1,117,bad,BIBIRI,0.295719095
Tak04_Sue_0328_4,2,47,0.466113,0.509688,0.043575,0.855291975,15.99331217,1.30104,-0.738344,-2.039384,31.8925,33.3321,1.4396,6.08276253,10.19803903,9.848857802,10,12.52996409,4.123105626,50,88,38,91.125,89.25,-1.875,0,59,1,61,bad,SOPPO,0.50790555
Tak04_Sue_0328_4,2,49,0.509688,0.510465,0.000777,63.86246582,22.87842687,-0.738344,-0.388947,0.349397,33.3321,34.9596,1.6275,1,2.236067977,2,2.236067977,1.414213562,2.236067977,93,98,5,86.5,82.5,-4,0,95,0,33,bad,IKKI,0.665887082
Tak04_Sue_0328_4,2,55,0.56721,0.5788,0.01159,31.37473136,20.67648179,-5.07192,-5.44208,-0.37016,34.8545,34.1626,-0.6919,3.16227766,1.414213562,2.828427125,2.828427125,1.414213562,0,79,98,19,70,69.125,-0.875,0,140,0,23,bad,IKKI,0.251690772
Tak05_Kob_0328_5,2,23,0.421578,0.418035,-0.003543,1.198015307,18.99016438,7.71882,8.38072,0.6619,39.9886,41.0336,1.045,2.236067977,2,1,1,1.414213562,1.414213562,46,90,44,52.375,36.125,-16.25,1,78,0,172,bad,KATACHI,0.923579368
Tak05_Kob_0328_5,2,25,0.418035,0.423925,0.00589,25.85461655,20.6391685,8.38072,7.82503,-0.55569,41.0336,40.957,-0.0766,2.828427125,1,3.605551275,2.236067977,1,2,55,73,18,40.125,34.75,-5.375,0,147,0,131,bad,KATACHI,0.235113336
Tak05_Kob_0328_5,2,49,0.452034,0.456127,0.004093,91.88611773,23.18607653,3.86448,4.07532,0.21084,30.7659,31.1194,0.3535,1.414213562,1.414213562,2.828427125,1.414213562,0,1.414213562,69,66,-3,47.25,37.75,-9.5,0,32,1,114,bad,POKA,0.653895331
Tak05_Kob_0328_5,2,67,0.592648,0.643725,0.051077,27.82826112,21.00556015,-2.22253,-2.41446,-0.19193,25.8567,22.9245,-2.9322,3.16227766,2,1.414213562,7.211102551,7.071067812,7.615773106,96,99,3,61,60.6,-0.4,0,26,0,25,bad,KATACHI,0.885702852
Tak05_Kob_0328_5,2,73,0.723504,0.801768,0.078264,0.17185882,14.70184505,-4.20615,-6.29458,-2.08843,20.5936,16.7949,-3.7987,9.219544457,2,9,9,2,0,92,99,7,26.4,23.4,-3,0,49,0,47,bad,KATACHI,0.743087401
Tak06_Sue_0328_6,2,5,0.427376,0.420072,-0.007304,0.621283412,17.25603531,8.01224,8.79157,0.77933,44.0814,44.8819,0.8005,7.211102551,2.236067977,7.280109889,1,7.810249676,7.615773106,45,81,36,53,42.75,-10.25,0,51,0,78,bad,SOPPO,0.942653338
Tak06_Sue_0328_6,2,23,0.391754,0.390151,-0.001603,7.465890231,19.77632763,11.7209,12.3858,0.6649,44.574,43.8838,-0.6902,2.236067977,2,1,2.236067977,0,2,70,91,21,48,49.5,1.5,0,16,0,35,bad,IKKI,0.167898701
Tak06_Sue_0328_6,2,29,0.388415,0.416189,0.027774,9.603535465,19.24822996,12.5488,7.89512,-4.65368,43.6076,41.6076,-2,3.605551275,5.099019514,2.236067977,1,4.472135955,1.414213562,41,65,24,53.25,34.25,-19,0,81,5,280,bad,SOPPO,0.355196942
Tak06_Sue_0328_6,2,33,0.421604,0.410535,-0.011069,28.09579095,21.93393226,6.39415,7.53554,1.14139,40.6638,40.624,-0.0398,2.236067977,3,1.414213562,1.414213562,3,0,60,73,13,46.875,47.875,1,0,6,0,58,bad,KATACHI,0.602226032
Tak06_Sue_0328_6,2,35,0.410535,0.411911,0.001376,97.56437137,24.88082424,7.53554,8.02256,0.48702,40.624,41.6753,1.0513,2.236067977,1,1.414213562,2.236067977,0,1,81,81,0,63.125,48,-15.125,0,56,0,69,bad,KATACHI,0.967547392
Tak06_Sue_0328_6,2,39,0.465966,0.433196,-0.03277,0.238784942,14.97642136,3.03065,4.96289,1.93224,42.3508,38.4615,-3.8893,6.32455532,2.236067977,5,2.236067977,7,5.099019514,44,84,40,11.625,9.75,-1.875,0,31,0,61,bad,KATACHI,0.150135591
Tak06_Sue_0328_6,2,43,0.450412,0.496179,0.045767,73.80517074,23.10296026,3.35796,0.420689,-2.937271,38.2124,41.0754,2.863,1,9.848857802,8.94427191,7.810249676,8.602325267,2.236067977,86,90,4,45.75,41.75,-4,0,58,0,45,bad,IKKI,0.714379409
Tak06_Sue_0328_6,2,47,0.48643,0.573754,0.087324,8.379371979,19.78646117,1.4118,-4.41217,-5.82397,39.3537,41.2056,1.8519,2.236067977,2,4.123105626,4.123105626,2,0,47,59,12,46,45.5,-0.5,0,9,0,37,bad,HOUCHI,0.568280172
Tak07_cho_0328_7,3,17,0.323818,0.335664,0.011846,16.24344137,19.59332668,18.6364,19.1429,0.5065,43.7734,46.4084,2.635,1,1.414213562,1,5.099019514,6.08276253,5,54,84,30,51.125,47.875,-3.25,0,71,1,158,bad,KATACHI,0.423531223
Tak07_cho_0328_7,3,27,0.347342,0.342567,-0.004775,50.31622235,20.71832362,19.4141,19.6618,0.2477,49.647,48.9108,-0.7362,2.236067977,1.414213562,1,2.236067977,0,1.414213562,61,66,5,29,27.375,-1.625,0,12,0,23,bad,KATACHI,0.708870224
Tak07_cho_0328_7,3,31,0.353117,0.349324,-0.003793,36.24365014,20.36006152,18.6713,18.1397,-0.5316,49.5931,47.83,-1.7631,1.414213562,1,1,1.414213562,0,1,37,70,33,28,25.25,-2.75,0,59,0,153,bad,reigai,0.601501933
Tak07_cho_0328_7,3,53,0.454915,0.48385,0.028935,0.322461101,15.50127598,8.45648,6.93007,-1.52641,47.8293,50.2322,2.4029,2.828427125,1,3.605551275,2.236067977,3,4,42,73,31,54.625,51.375,-3.25,0,175,0,178,bad,KATACHI,0.554549944
Tak07_cho_0328_7,3,67,0.522604,0.509675,-0.012929,0.466770291,17.80918691,5.15662,5.96933,0.81271,53.612,54.4066,0.7946,3.16227766,1,3,1,2.236067977,2,42,45,3,26.375,29.375,3,0,98,0,147,bad,AJIKESHI,0.277605113
Tak07_cho_0328_7,3,75,0.547827,0.490788,-0.057039,2.920840886,19.60565044,1.95186,1.2665,-0.68536,47.17,33.1976,-13.9724,1.414213562,1,1,3.605551275,3.605551275,4.242640687,40,86,46,77.125,15.5,-61.625,3,233,1,397,bad,KATACHI,0.609217908
Tak07_cho_0328_7,3,77,0.490788,0.64906,0.158272,2.178353943,17.91337253,1.2665,-9.24867,-10.51517,33.1976,38.5839,5.3863,3.605551275,1,4.242640687,2.236067977,5.099019514,5.385164807,26,56,30,52.5,27.375,-25.125,0,185,0,158,bad,KATACHI,0.475629291
Tak07_cho_0328_7,3,97,0.9276629,0.9569844,0.0293215,2.105323702,16.332016,-22.5709,-22.9349,-0.364,23.7755,21.2508,-2.5247,6.08276253,2.236067977,7.615773106,3,6.32455532,7,63,98,35,62.25,53.125,-9.125,0,52,1,51,bad,KATACHI,0.628158994
Tak08_Kob_0329_1,3,15,0.285744,0.283069,-0.002675,26.58077224,21.56944032,22.4197,21.9485,-0.4712,42.0906,40.8146,-1.276,1.414213562,3,2.236067977,2.236067977,1,4,56,93,37,59.875,52.625,-7.25,0,98,5,324,bad,OTUKIAI,0.561445294
Tak08_Kob_0329_1,3,21,0.276594,0.275185,-0.001409,1.327862943,18.77082622,23.0675,24.8645,1.797,41.898,44.2335,2.3355,1.414213562,1,1,1,2.236067977,2,43,84,41,46.875,36.25,-10.625,0,128,1,142,bad,KATACHI,0.989213362
Tak08_Kob_0329_1,3,33,0.324328,0.309654,-0.014674,3.117723386,18.11414939,20.2926,22.987,2.6944,45.7235,47.657,1.9335,1.414213562,3.16227766,2,1,1,2.236067977,57,81,24,76.25,73.5,-2.75,0,56,0,99,bad,KATACHI,0.290665468
Tak08_Kob_0329_1,3,43,0.303459,0.31733,0.013871,0.221104198,14.93115039,22.9238,19.9025,-3.0213,47.0588,44.7931,-2.2657,6.403124237,2.236067977,7.211102551,5.656854249,1,2,53,87,34,65,62.875,-2.125,0,28,0,42,bad,KATACHI,0.610570407
Tak08_Kob_0329_1,3,47,0.32028,0.3939,0.07362,7.445870142,18.65489957,19.5687,14.1598,-5.4089,43.7942,50.4434,6.6492,3.605551275,4.242640687,1,1,4.242640687,0,56,95,39,63.5,59.375,-4.125,0,277,2,257,bad,SOPPO,0.822795715
Tak08_Kob_0329_1,3,55,0.39981,0.404198,0.004388,0.296306043,15.50234127,11.1089,7.6524,-3.4565,47.4986,42.4114,-5.0872,5.656854249,4.123105626,3,10.29563014,5.099019514,7.810249676,42,86,44,66.375,46.375,-20,4,227,2,279,bad,KATACHI,0.583860561
Tak08_Kob_0329_1,3,59,0.437987,0.51834,0.080353,5.122572021,17.80631428,4.33189,-1.41203,-5.74392,39.1384,40.6143,1.4759,2.236067977,2,4.123105626,6.708203932,8.94427191,10.77032961,75,89,14,42.75,23.5,-19.25,0,64,0,152,bad,KATACHI,0.940633366
Tak08_Kob_0329_1,3,63,0.574241,0.589143,0.014902,0.136689915,14.10159135,-5.05028,-5.07127,-0.02099,40.1403,37.3211,-2.8192,8.485281374,1,9.219544457,3,10.81665383,11.40175425,28,62,34,26.375,25.5,-0.875,0,12,0,99,bad,IKKI,0.658860556
Tak09_Sue_0329_2,2,9,0.39248,0.400101,0.007621,0.547084991,15.2164807,10.9667,10.6676,-0.2991,43.2154,44.2617,1.0463,5.830951895,8,4.242640687,1,5.385164807,3.605551275,32,65,33,64.375,45.125,-19.25,1,283,2,407,bad,HOUCHI,0.482555524
Tak09_Sue_0329_2,2,15,0.391488,0.436301,0.044813,0.670691142,15.45803425,11.6049,6.99057,-4.61433,45.274,47.1832,1.9092,1.414213562,4.123105626,5,4,3.16227766,1,24,78,54,61.125,46.375,-14.75,0,115,1,177,bad,KATACHI,0.851750944
Tak09_Sue_0329_2,2,19,0.452142,0.449192,-0.00295,4.53364259,17.95494167,5.9588,6.53133,0.57253,47.945,48.9096,0.9646,6.32455532,1.414213562,5.830951895,3.605551275,5,5.385164807,52,79,27,55.25,54.25,-1,0,47,0,52,bad,SOPPO,0.947987667
Tak09_Sue_0329_2,2,53,0.490138,0.521724,0.031586,6.211028104,17.8261349,-5.15099,-5.41775,-0.26676,51.2212,51.1454,-0.0758,6.08276253,5,5.830951895,4.123105626,10,8.062257748,34,78,44,37,27.625,-9.375,0,91,0,114,bad,SOPPO,0.573129566
Tak09_Sue_0329_2,2,63,0.589944,0.638201,0.048257,2.209627376,16.02392914,-12.3853,-15.0658,-2.6805,48.6915,46.6659,-2.0256,11.40175425,4.123105626,8.544003745,8.544003745,4.123105626,0,43,81,38,27.25,14.5,-12.75,0,417,0,277,bad,SOPPO,0.100713706
Tak09_Sue_0329_2,2,69,0.681022,0.621947,-0.059075,81.85172218,22.73075391,-17.7891,-16.3774,1.4117,43.5985,45.124,1.5255,1,12.04159458,12.72792206,2.236067977,1.414213562,12.20655562,86,92,6,57,19,-38,21,840,10,425,bad,SOPPO,0.056900625
Tak09_Sue_0329_2,2,83,0.78192,0.460979,-0.320941,0.062797131,13.69304457,-18.0696,4.20938,22.27898,38.1244,38.1955,0.0711,5.385164807,9.219544457,5.099019514,6.708203932,1.414213562,10.63014581,4,24,20,66.625,63.375,-3.25,0,76,0,42,bad,BIBIRI,0.340034084
Tak10_cho_0329_3,2,31,0.459428,0.467539,0.008111,8.884122739,19.28323746,5.65698,5.33618,-0.3208,35.6985,34.5025,-1.196,2.236067977,2,1,1,2,0,70,93,23,46.5,39.5,-7,0,32,1,121,bad,reigai,0.514527184
Tak10_cho_0329_3,2,39,0.4837,0.477485,-0.006215,52.92707461,21.19939868,4.65146,5.23277,0.58131,32.3791,32.952,0.5729,1,1.414213562,1,1,1.414213562,0,74,83,9,39.5,38.75,-0.75,0,73,0,141,bad,AJIKESHI,0.679622588
Tak10_cho_0329_3,2,61,0.591013,0.608205,0.017192,68.29146222,21.93743591,-1.87605,-2.59212,-0.71607,28.3532,27.8766,-0.4766,1,2.236067977,2,7,7.071067812,9,86,90,4,41.25,36.125,-5.125,0,36,0,64,bad,IKKI,0.273776274
Tak10_cho_0329_3,2,87,0.619094,0.742056,0.122962,12.65560052,19.07101435,-1.26267,-7.29183,-6.02916,25.8461,24.8566,-0.9895,1.414213562,3.16227766,4,13.03840481,12.80624847,9.899494937,66,96,30,40.375,34.5,-5.875,0,6,2,147,bad,IKKI,0.434399362
Tak10_cho_0329_3,2,95,0.687962,0.722531,0.034569,0.323728161,14.58686245,-4.8163,-5.7574,-0.9411,27.9575,26.035,-1.9225,10.63014581,1,10,12.52996409,3.16227766,3,52,96,44,22,15.375,-6.625,0,44,0,89,bad,reigai,0.425745319
Tak10_cho_0329_3,2,97,0.722531,0.887856,0.165325,0.088498639,14.23396823,-5.7574,-11.1804,-5.423,26.035,18.1471,-7.8879,5.099019514,1,4.123105626,3,8.062257748,7.071067812,32,98,66,29.125,24.75,-4.375,0,6,0,36,bad,CHIISAI,0.829875337
Tak11_Kob_0329_4,3,9,0.296131,0.304159,0.008028,0.073606143,14.04461391,22.7945,22.8518,0.0573,45.2533,46.059,0.8057,4.472135955,1,5.385164807,4.242640687,1.414213562,2.236067977,53,82,29,43.25,40.75,-2.5,0,190,0,185,bad,AJIKESHI,0.174871957
Tak11_Kob_0329_4,3,19,0.302637,0.331243,0.028606,51.47324668,22.90442309,22.0976,18.8057,-3.2919,44.8919,44.671,-0.2209,1,1,1.414213562,1.414213562,2.236067977,2,63,76,13,52.875,51.375,-1.5,0,62,0,90,bad,POKA,0.624214108
Tak11_Kob_0329_4,3,25,0.324596,0.373955,0.049359,80.87307856,22.0223729,21.3582,13.9472,-7.411,46.7068,43.4645,-3.2423,2.236067977,5.385164807,3.16227766,2.236067977,4.472135955,1,92,94,2,38.375,27,-11.375,0,73,0,138,bad,CHIISAI,0.187291426
Tak11_Kob_0329_4,3,29,0.371116,0.40645,0.035334,27.11593881,19.82455883,13.217,11.1975,-2.0195,41.2351,45.4889,4.2538,2.828427125,5.830951895,5.830951895,1,2.236067977,6.403124237,16,23,7,52.625,42.625,-10,0,107,1,106,bad,POKA,0.432140559
Tak11_Kob_0329_4,3,35,0.410399,0.436774,0.026375,1.372223466,15.91315345,11.7682,8.82572,-2.94248,47.4905,50.4993,3.0088,5.099019514,2.828427125,7.615773106,5.385164807,6.708203932,9.433981132,47,74,27,62.25,55.75,-6.5,0,55,1,119,bad,KATACHI,0.736997519
Tak11_Kob_0329_4,3,45,0.339298,0.326924,-0.012374,0.233031921,15.2443432,16.1752,15.8217,-0.3535,48.5084,48.4896,-0.0188,6.403124237,1,7.071067812,5.385164807,3.16227766,3,42,80,38,50.75,43.625,-7.125,0,55,0,82,bad,AJIKESHI,0.495724926
Tak11_Kob_0329_4,3,53,0.327968,0.373791,0.045823,67.86126191,22.71710805,13.9566,10.0925,-3.8641,46.0477,49.1212,3.0735,1.414213562,1,2.236067977,8.246211251,9.055385138,9,59,60,1,36.25,34.875,-1.375,0,86,0,138,bad,KATACHI,0.50666259
Tak11_Kob_0329_4,3,59,0.298515,0.310589,0.012074,0.853734536,15.75143271,16.9037,14.6466,-2.2571,43.8895,44.4262,0.5367,8.544003745,2.236067977,9.055385138,9.486832981,1,2,45,73,28,28,27.375,-0.625,0,37,0,120,bad,KATACHI,0.683364588
Tak11_Kob_0329_4,3,81,0.411457,0.547787,0.13633,0.051967141,15.13594286,15.6404,4.93126,-10.70914,56.6257,59.0133,2.3876,10.29563014,1,9.848857802,9.433981132,1,1.414213562,52,67,15,59.6,58.6,-1,0,1,0,46,bad,POKA,0.066482844
Tak11_Kob_0329_4,3,83,0.547787,0.744733,0.196946,1.095907123,16.62771967,4.93126,-13.4797,-18.41096,59.0133,48.1746,-10.8387,5,3.605551275,1.414213562,5,7.071067812,5,78,98,20,76.125,11.75,-64.375,26,1064,14,860,bad,POKA,0.492609224
Tak12_Sue_0329_5,3,11,0.296156,0.29825,0.002094,17.61445149,17.9202026,22.6871,21.7877,-0.8994,45.0697,44.2163,-0.8534,1,3.605551275,3.16227766,5,6,5,63,82,19,62,49.875,-12.125,0,82,1,172,bad,CHIISAI,0.241138538
Tak12_Sue_0329_5,3,43,0.476288,0.465982,-0.010306,2.288551394,17.16996177,2.56481,1.38262,-1.18219,45.5187,41.4514,-4.0673,3.16227766,10.04987562,9.219544457,5,2.236067977,9.486832981,31,53,22,58.75,46.375,-12.375,0,126,0,85,bad,BIBIRI,0.862087196
Tak12_Sue_0329_5,3,59,0.432206,0.54041,0.108204,0.008287653,13.67386058,6.4119,-7.04522,-13.45712,39.0977,37.9388,-1.1589,6.32455532,8.544003745,2.236067977,12.80624847,12.16552506,13.45362405,88,96,8,85.75,79.5,-6.25,0,74,0,14,bad,BIBIRI,0.114852792
Tak13_cho_0329_6,2,17,0.429909,0.421567,-0.008342,4.004378768,18.40158128,8.12416,8.48841,0.36425,46.6832,45.5516,-1.1316,4.123105626,1.414213562,3,4.123105626,0,1.414213562,36,87,51,51.25,50,-1.25,0,127,0,153,bad,AJIKESHI,0.761123465
Tak13_cho_0329_6,2,23,0.425969,0.449716,0.023747,23.97078826,20.73657756,9.14307,7.04887,-2.0942,47.7431,50.0733,2.3302,1,2,1,1.414213562,2.236067977,1,57,83,26,57.75,43.875,-13.875,0,205,1,227,bad,IKKI,0.125750838
Tak13_cho_0329_6,2,25,0.449716,0.43678,-0.012936,6.673271813,18.42298563,7.04887,8.61341,1.56454,50.0733,51.0665,0.9932,2.236067977,3.605551275,5.656854249,2.236067977,0,3.605551275,54,85,31,53.125,49.75,-3.375,0,34,0,73,bad,CHIISAI,0.82315028
Tak13_cho_0329_6,2,31,0.454303,0.435437,-0.018866,5.094572249,18.06407808,6.30023,8.35812,2.05789,52.3139,49.8153,-2.4986,2.236067977,4.123105626,2,2.236067977,0,4.123105626,48,69,21,49.5,44.25,-5.25,0,60,0,103,bad,reigai,0.12205346
Tak13_cho_0329_6,2,35,0.428102,0.509367,0.081265,8.108188642,20.01522052,9.08025,0.135066,-8.945184,47.2018,45.7244,-1.4774,1.414213562,1,1,1,1,0,52,71,19,45.375,40.875,-4.5,0,119,0,195,bad,KATACHI,0.123707446
Tak13_cho_0329_6,2,37,0.509367,0.540515,0.031148,5.074825718,18.54632337,0.135066,-2.18477,-2.319836,45.7244,44.8542,-0.8702,5,3,2,1,5.099019514,2.236067977,34,63,29,54.875,34.5,-20.375,0,296,1,190,bad,HOUCHI,0.466218668
Tak13_cho_0329_6,2,55,0.715365,0.828377,0.113012,0.912290831,16.31444831,-16.9475,-25.9663,-9.0188,32.9794,31.3319,-1.6475,6.32455532,7.810249676,3,2,7.211102551,1,95,98,3,39.125,27.625,-11.5,0,87,1,154,bad,BIBIRI,0.331068569
Tak13_cho_0329_6,2,57,0.828377,0.835957,0.00758,5.207577433,18.03013885,-25.9663,-25.5782,0.3881,31.3319,30.6773,-0.6546,2,5.385164807,3.605551275,10.77032961,10.19803903,10.63014581,50,85,35,32.125,11.375,-20.75,1,59,1,112,bad,IKKI,0.123029497
Tak13_cho_0329_6,2,95,0.886735,0.889508,0.002773,13.81256666,18.87735875,-45.7669,-48.682,-2.9151,36.7343,38.0508,1.3165,7.071067812,1,6.403124237,7.071067812,0,1,10,36,26,28.5,20.25,-8.25,0,44,0,90,bad,POKA,0.414289586
Tak13_cho_0329_6,2,99,0.856932,0.9373107,0.0803787,9.222889333,18.80760029,-37.6973,-45.2291,-7.5318,36.8468,28.4642,-8.3826,2.828427125,3,2.236067977,2.236067977,3,0,20,99,79,49.5,37.25,-12.25,0,227,0,120,bad,CHIISAI,0.617026922
Tak14_Kob_0329_7,3,17,0.326047,0.315325,-0.010722,0.473787216,16.13361933,21.5257,22.7559,1.2302,49.0711,49.2432,0.1721,3,6.708203932,4.242640687,1,3.16227766,5,58,84,26,76.375,60.5,-15.875,0,126,0,148,bad,SOPPO,0.236656509
Tak14_Kob_0329_7,3,21,0.325017,0.321304,-0.003713,17.03403263,19.25804431,21.9208,22.341,0.4202,49.8965,49.6512,-0.2453,1,3.605551275,4.472135955,4.242640687,3.605551275,1.414213562,45,78,33,65,58.125,-6.875,0,100,0,112,bad,IKKI,0.873770364
Tak14_Kob_0329_7,3,23,0.321304,0.331818,0.010514,4.003381878,18.76817227,22.341,20.222,-2.119,49.6512,48.5929,-1.0583,5,6.403124237,1.414213562,1,5.656854249,1,36,88,52,55.25,50.875,-4.375,0,225,1,250,bad,SOPPO,0.016964366
Tak14_Kob_0329_7,3,25,0.331818,0.356496,0.024678,25.52528879,20.1635391,20.222,18.1545,-2.0675,48.5929,50.0674,1.4745,1.414213562,2.236067977,2.236067977,1,1,1.414213562,66,81,15,61.125,50.25,-10.875,0,71,1,142,bad,KATACHI,0.249442937
Tak14_Kob_0329_7,3,27,0.356496,0.375633,0.019137,4.158668323,19.34108935,18.1545,16.8856,-1.2689,50.0674,51.5319,1.4645,2.236067977,2.828427125,1,3.16227766,3.605551275,4.123105626,53,84,31,45.625,44,-1.625,0,93,0,134,bad,SOPPO,0.889671557
