name,handi,move,wrbefore,wrafter,wrdiff,shaperat,shapelog,pntavebf,pntaveaf,pntavediff,pntstdbf,pntstdaf,pntstddiff,dist01,dist12,dist20,dist0b,dist1b,dist2b,lastown1,afterown1,diffown1,lastown2,afterown2,diffown2,bdec30,bdecsum,wdec30,wdecsum,label1,label2,rand
Oon17_cho_0329_17,2,19,0.438138,0.460731,0.022593,0.55530973,14.86883674,7.46531,5.66446,-1.80085,44.3815,43.2631,-1.1184,5.099019514,3.605551275,2.236067977,3.16227766,8,5.385164807,63,91,28,71.875,68.625,-3.25,0,230,1,274,bad,BIBIRI,0.548691892
Oon17_cho_0329_17,2,23,0.463188,0.468644,0.005456,20.47423517,20.85449803,5.53072,4.69555,-0.83517,42.7253,41.9338,-0.7915,2.236067977,1,1.414213562,1.414213562,1,0,65,84,19,47,44.75,-2.25,0,155,0,127,bad,BIBIRI,0.912045313
Oon17_cho_0329_17,2,27,0.458626,0.500176,0.04155,95.02776917,22.773541,5.55463,1.58259,-3.97204,40.7887,40.3314,-0.4573,2.236067977,7.071067812,5,3.605551275,5.830951895,2,95,96,1,53.25,44.875,-8.375,0,119,1,184,bad,CHIISAI,0.74102382
Oon17_cho_0329_17,2,37,0.510563,0.508329,-0.002234,74.78417106,23.1619817,1.98695,2.50985,0.5229,46.7391,47.9895,1.2504,1.414213562,2,3.16227766,1.414213562,0,2,50,57,7,42.75,34.875,-7.875,0,95,0,192,bad,OTUKIAI,0.826355521
Oon17_cho_0329_17,2,61,0.55126,0.623152,0.071892,2.99066526,19.00505279,-4.05294,-9.54134,-5.4884,35.8503,33.6189,-2.2314,1.414213562,1,1,1,1,0,37,79,42,36.375,31,-5.375,0,67,1,115,bad,KATACHI,0.640192131
Oon17_cho_0329_17,2,63,0.623152,0.702829,0.079677,0.061985122,13.79519764,-9.54134,-14.3557,-4.81436,33.6189,28.6772,-4.9417,3.16227766,2,3.16227766,3.16227766,2,0,73,85,12,49.875,42.25,-7.625,0,90,0,154,bad,KATACHI,0.986432493
Oon17_cho_0329_17,2,89,0.877589,0.873731,-0.003858,60.25373294,20.19246693,-12.0114,-15.6732,-3.6618,13.3282,17.4942,4.166,1,1,1.414213562,3.16227766,3.605551275,2.828427125,80,92,12,20.4,18.4,-2,0,39,0,29,bad,CHIISAI,0.138261582
Oon17_cho_0329_17,2,97,0.897991,0.896513,-0.001478,30.04889414,19.49526465,-13.0443,-13.5522,-0.5079,12.9034,12.9815,0.0781,3.605551275,2,2.236067977,2.236067977,4,2,77,98,21,14.4,14.8,0.4,0,68,0,45,bad,POKA,0.684386634
Sat01_cho_0229_1,4,13,0.239011,0.266819,0.027808,0.011673389,14.15942078,32.9909,28.4928,-4.4981,48.4426,47.7933,-0.6493,3,3.16227766,1,2.236067977,1.414213562,2,81,82,1,37.625,34.5,-3.125,0,75,0,195,bad,KATACHI,0.544159951
Sat01_cho_0229_1,4,19,0.281307,0.280558,-0.000749,30.6513125,20.08367157,26.5576,25.6988,-0.8588,47.6056,46.8641,-0.7415,1.414213562,1,2.236067977,1.414213562,0,1,56,79,23,59,47.625,-11.375,0,88,0,100,bad,IKKI,0.649078667
Sat01_cho_0229_1,4,21,0.280558,0.286999,0.006441,65.67151226,21.40983669,25.6988,25.204,-0.4948,46.8641,47.4216,0.5575,1.414213562,1,1,1.414213562,0,1,73,79,6,54.875,53.125,-1.75,0,46,0,71,bad,POKA,0.535584569
Sat01_cho_0229_1,4,35,0.254365,0.304772,0.050407,1.236342547,16.33579489,30.0456,23.6398,-6.4058,47.9198,47.6922,-0.2276,3,1,2,4,1,2,30,87,57,44.25,45.875,1.625,0,143,0,169,bad,KATACHI,0.346738954
Sat01_cho_0229_1,4,37,0.304772,0.387642,0.08287,0.087642595,14.49223156,23.6398,14.0321,-9.6077,47.6922,48.9201,1.2279,2.236067977,3,2.828427125,2,1,2,84,66,-18,68.375,61.25,-7.125,3,204,3,235,bad,KATACHI,0.056129018
Sat01_cho_0229_1,4,45,0.372446,0.425979,0.053533,5.506325941,19.73134721,15.623,9.31071,-6.31229,47.7745,48.3966,0.6221,1,1,1.414213562,1.414213562,1,0,64,67,3,55.25,46.5,-8.75,1,204,1,327,bad,KATACHI,0.510218237
Sat01_cho_0229_1,4,47,0.425979,0.48792,0.061941,10.92258666,20.82527959,9.31071,2.94048,-6.37023,48.3966,49.6292,1.2326,1,1.414213562,1,1.414213562,1,2.236067977,36,81,45,48.25,44,-4.25,0,25,1,77,bad,POKA,0.587135002
Sat01_cho_0229_1,4,49,0.48792,0.551863,0.063943,0.019854521,13.53565379,2.94048,-5.35507,-8.29555,49.6292,50.2327,0.6035,2.236067977,4.242640687,2.236067977,2,2.236067977,4.123105626,45,64,19,53.75,42.25,-11.5,0,181,1,231,bad,KATACHI,0.004658721
Sat01_cho_0229_1,4,59,0.62666,0.684952,0.058292,0.590349132,14.86353807,-14.0492,-21.4016,-7.3524,48.752,46.0259,-2.7261,3,1,3.16227766,4.123105626,1.414213562,2.236067977,19,45,26,34.25,30,-4.25,0,101,0,114,bad,reigai,0.633264837
Sat01_cho_0229_1,4,65,0.723265,0.740586,0.017321,0.04133203,16.72792606,-26.2955,-30.8298,-4.5343,45.6742,47.2961,1.6219,2,2.236067977,2.236067977,2.236067977,3.605551275,2,24,52,28,36,25.375,-10.625,0,70,1,63,bad,BIBIRI,0.667216971
Sat01_cho_0229_1,4,67,0.740586,0.852545,0.111959,0.03427194,15.28567422,-30.8298,-39.2022,-8.3724,47.2961,38.9049,-8.3912,3.16227766,1,2.236067977,1,3,2,22,32,10,27,10.625,-16.375,0,232,0,227,bad,KATACHI,0.07824643
Sat01_cho_0229_1,4,85,0.9721828,0.9729153,0.0007325,0.001181058,11.51516296,-36.0999,-35.0577,1.0422,22.7638,22.946,0.1822,8.062257748,1,7.071067812,1,9.055385138,8.062257748,26,76,50,18.2,16.6,-1.6,1,130,0,11,bad,CHIISAI,0.158118708
Sat02_Kob_0229_2,4,15,0.223515,0.22833,0.004815,20.23929131,18.76967344,31.8161,30.3808,-1.4353,44.6623,44.0282,-0.6341,1,5,4,4,5,0,65,96,31,51.375,43.5,-7.875,0,99,1,141,bad,OTUKIAI,0.343616307
Sat02_Kob_0229_2,4,17,0.22833,0.235658,0.007328,1.325235628,16.47958797,30.3808,27.9334,-2.4474,44.0282,42.2272,-1.801,1.414213562,1,1,2.236067977,1,2,48,76,28,46,45.75,-0.25,0,88,0,136,bad,BIBIRI,0.396978656
Sat02_Kob_0229_2,4,19,0.235658,0.22795,-0.007708,7.236750114,17.64419213,27.9334,28.3831,0.4497,42.2272,41.7259,-0.5013,1,1,1.414213562,1,0,1,54,83,29,38.375,38.875,0.5,0,160,0,200,bad,CHIISAI,0.376225874
Sat02_Kob_0229_2,4,33,0.267876,0.281059,0.013183,92.72604231,23.59407049,24.1827,22.659,-1.5237,41.7936,41.6721,-0.1215,2.236067977,8.544003745,7.071067812,2.236067977,3.16227766,5.385164807,92,92,0,52.875,52.125,-0.75,0,96,1,103,bad,CHIISAI,0.397058591
Sat02_Kob_0229_2,4,35,0.281059,0.315311,0.034252,0.086827426,14.19829915,22.659,21.1524,-1.5066,41.6721,44.6799,3.0078,4.472135955,4.123105626,1,5.385164807,7.280109889,6.32455532,48,84,36,49.375,47.375,-2,0,63,2,202,bad,SOPPO,0.463438419
Sat02_Kob_0229_2,4,37,0.315311,0.312618,-0.002693,0.194695211,15.55698114,21.1524,19.2407,-1.9117,44.6799,42.5223,-2.1576,8.544003745,10.63014581,4,6.32455532,5.385164807,6.32455532,73,89,16,58.875,57.875,-1,0,138,2,182,bad,BIBIRI,0.485303339
Sat02_Kob_0229_2,4,43,0.298651,0.370503,0.071852,0.444167755,15.1669329,19.982,13.1697,-6.8123,41.5517,41.4006,-0.1511,3.16227766,6,3.16227766,5.385164807,4.123105626,6.403124237,60,61,1,48.125,37.375,-10.75,0,151,1,227,bad,BIBIRI,0.950367573
Sat02_Kob_0229_2,4,45,0.370503,0.394611,0.024108,9.377101335,18.93583937,13.1697,10.8239,-2.3458,41.4006,40.5947,-0.8059,1.414213562,2.236067977,2.236067977,3.605551275,3.605551275,1.414213562,53,83,30,48.625,41.5,-7.125,0,121,1,226,bad,BIBIRI,0.930375087
Sat02_Kob_0229_2,4,47,0.394611,0.403186,0.008575,13.64233152,19.64057164,10.8239,8.93039,-1.89351,40.5947,39.2389,-1.3558,1.414213562,1,1,1.414213562,2.828427125,2.236067977,43,85,42,38.625,38.75,0.125,1,93,0,41,bad,BIBIRI,0.117732578
Sat02_Kob_0229_2,4,57,0.519132,0.577964,0.058832,5.505614718,17.43233822,-2.4304,-4.70945,-2.27905,35.2738,35.1666,-0.1072,3,3.605551275,3.16227766,4.472135955,4.123105626,1.414213562,27,46,19,46,38.75,-7.25,1,120,1,89,bad,HOUCHI,0.000527812
Sat02_Kob_0229_2,4,73,0.70251,0.808066,0.105556,0.75502867,15.17574581,-18.827,-32.2353,-13.4083,34.5351,37.951,3.4159,1.414213562,4.123105626,5,5.830951895,6.32455532,5.385164807,33,52,19,37.625,28.125,-9.5,0,133,1,102,bad,POKA,0.733148564
Sat02_Kob_0229_2,4,81,0.745192,0.868082,0.12289,2.151456935,17.36897032,-24.0229,-40.2398,-16.2169,36.4853,37.0158,0.5305,4.472135955,3.16227766,5.830951895,5.830951895,3.16227766,0,20,21,1,14,9.125,-4.875,0,255,0,77,bad,IKKI,0.685614753
Sat03_Sue_0301_1,4,41,0.198844,0.204946,0.006102,0.797173165,16.39707436,32.0849,32.6857,0.6008,40.2793,41.5583,1.279,6.08276253,1.414213562,5.385164807,1.414213562,5,4.123105626,43,76,33,32,29.75,-2.25,0,61,0,111,bad,SOPPO,0.392564944
Sat03_Sue_0301_1,4,43,0.204946,0.209283,0.004337,12.05561642,17.9202026,32.6857,31.1084,-1.5773,41.5583,40.6423,-0.916,1,3.605551275,3.16227766,12.72792206,13.45362405,10,55,85,30,64.875,54.125,-10.75,0,142,1,206,bad,SOPPO,0.314727652
Sat03_Sue_0301_1,4,45,0.209283,0.216281,0.006998,12.1721039,20.32625737,31.1084,28.1978,-2.9106,40.6423,38.9151,-1.7272,1.414213562,10.29563014,10,1,1,9.433981132,83,95,12,48.625,6.875,-41.75,0,53,6,316,bad,SOPPO,0.158698321
Sat03_Sue_0301_1,4,77,0.256517,0.297904,0.041387,10.86968171,18.83095963,20.7434,10.8237,-9.9197,34.1637,27.962,-6.2017,5.830951895,5.385164807,3.605551275,1,5.385164807,4.242640687,90,99,9,33,24.375,-8.625,0,115,1,278,bad,POKA,0.163312915
Sat03_Sue_0301_1,4,83,0.275032,0.423179,0.148147,88.21853616,22.35689916,6.20824,1.99529,-4.21295,17.3667,19.0894,1.7227,1.414213562,7.211102551,7.615773106,3.605551275,5,9,98,99,1,65.375,59.125,-6.25,0,59,2,156,bad,CHIISAI,0.249928943
Sat03_Sue_0301_1,4,89,0.365785,0.447651,0.081866,17.5636955,17.68960122,4.50806,2.47275,-2.03531,17.0277,17.3114,0.2837,1.414213562,7,6.08276253,10.77032961,11.40175425,5,65,97,32,57,42,-15,0,272,1,88,bad,CHIISAI,0.529038737
Sat03_Sue_0301_1,4,97,0.343187,0.438769,0.095582,0.343871855,14.1642501,5.29139,3.86131,-1.43008,11.8853,11.3534,-0.5319,8.062257748,12.64911064,8.544003745,3.605551275,4.472135955,10,91,99,8,46.6,40.6,-6,0,2,1,121,bad,CHIISAI,0.44909318
Sat04_cho_0301_2,4,17,0.242698,0.26183,0.019132,25.32600426,18.95720429,32.2993,30.443,-1.8563,48.2579,49.1073,0.8494,1,1,1.414213562,4.242640687,5,4.472135955,58,81,23,46.75,46,-0.75,0,133,0,173,bad,CHIISAI,0.602767506
Sat04_cho_0301_2,4,19,0.26183,0.269913,0.008083,30.97811177,20.42427877,30.443,30.1258,-0.3172,49.1073,49.928,0.8207,2,3.16227766,1.414213562,1,3,1,81,93,12,48.125,45.375,-2.75,0,49,0,62,bad,IKKI,0.95686917
Sat04_cho_0301_2,4,21,0.269913,0.274709,0.004796,27.977505,19.89385487,30.1258,29.2359,-0.8899,49.928,49.7362,-0.1918,1.414213562,2,1.414213562,1.414213562,2,0,47,79,32,52.25,48.375,-3.875,0,63,1,95,bad,POKA,0.070426614
Sat04_cho_0301_2,4,25,0.270675,0.295339,0.024664,5.774866143,20.12107019,30.2878,27.2228,-3.065,50.3006,50.0044,-0.2962,3.605551275,2.828427125,1,1,2.828427125,0,54,78,24,43.625,30.5,-13.125,0,61,6,345,bad,SOPPO,0.44041743
Sat04_cho_0301_2,4,29,0.293639,0.317257,0.023618,1.650277921,17.3206585,26.0595,21.5363,-4.5232,48.0914,47.3745,-0.7169,1,2.828427125,2.236067977,3.16227766,3.605551275,5,49,82,33,55.25,46,-9.25,0,129,1,150,bad,KATACHI,0.190282318
Sat04_cho_0301_2,4,35,0.318055,0.350403,0.032348,0.385912243,15.77132238,21.168,18.9875,-2.1805,45.2022,44.1282,-1.074,2,3.605551275,2.236067977,1.414213562,3.16227766,1,69,92,23,60.875,52.875,-8,0,37,1,118,bad,BIBIRI,0.486325705
Sat04_cho_0301_2,4,59,0.547055,0.54192,-0.005135,71.24835844,21.55459488,2.96416,3.23098,0.26682,35.1064,33.7857,-1.3207,3,2.236067977,1.414213562,3,0,2.236067977,76,85,9,5.8,7.8,2,0,26,0,26,bad,reigai,0.165485224
Sat04_cho_0301_2,4,83,0.686921,0.700895,0.013974,49.39109445,21.05462731,-7.98098,-6.92716,1.05382,20.9436,19.1655,-1.7781,1,3.16227766,3,1.414213562,1,4.123105626,96,99,3,74.375,66.75,-7.625,0,76,1,91,bad,KATACHI,0.587072694
Sat04_cho_0301_2,4,85,0.700895,0.662803,-0.038092,28.75549224,20.92648936,-6.92716,-7.10554,-0.17838,19.1655,20.6906,1.5251,1,2.236067977,1.414213562,7.615773106,8.062257748,6.32455532,28,98,70,53.875,55,1.125,0,194,2,160,bad,HOUCHI,0.846195762
Sat04_cho_0301_2,4,95,0.80157,0.827409,0.025839,15.2655412,18.87552098,-8.29012,-9.33859,-1.04847,18.2973,18.7389,0.4416,3.16227766,9.219544457,6.708203932,4.123105626,1,10.19803903,78,99,21,45.6,46.8,1.2,0,43,0,56,bad,KATACHI,0.720848449
Sat04_Kob_0301_2,4,17,0.24454,0.259765,0.015225,25.32600426,18.95720429,31.7165,30.6099,-1.1066,47.769,49.238,1.469,1,1,1.414213562,7.071067812,7.280109889,6.32455532,58,81,23,46.75,46,-0.75,0,133,0,173,bad,OTUKIAI,0.442990034
Sat04_Kob_0301_2,4,25,0.272019,0.288182,0.016163,5.774866143,20.12107019,30.0325,28.3642,-1.6683,50.534,50.6479,0.1139,3.605551275,2.828427125,1,1,2.828427125,0,54,78,24,43.625,30.5,-13.125,0,61,6,345,bad,SOPPO,0.084403725
Sat04_Kob_0301_2,4,29,0.294635,0.317964,0.023329,1.650277921,17.3206585,25.4905,21.4138,-4.0767,47.7459,47.055,-0.6909,1,2.828427125,2.236067977,1,1.414213562,1.414213562,49,82,33,55.25,46,-9.25,0,129,1,150,bad,KATACHI,0.405582294
Sat04_Kob_0301_2,4,37,0.356352,0.317329,-0.039023,7.015285537,19.39397794,18.065,21.5066,3.4416,44.0299,41.7917,-2.2382,3.16227766,1,3,3.16227766,0,1,57,76,19,40,39,-1,0,79,0,84,bad,IKKI,0.623416145
Sat04_Kob_0301_2,4,39,0.317329,0.366271,0.048942,7.313259129,19.64413903,21.5066,17.8786,-3.628,41.7917,40.4473,-1.3444,1.414213562,1,1,1,2.236067977,2,55,94,39,37.625,39.125,1.5,0,23,0,200,bad,IKKI,0.908382204
Sat04_Kob_0301_2,4,43,0.388308,0.404375,0.016067,23.12581544,19.92924582,16.483,14.941,-1.542,39.4674,39.5047,0.0373,1,7.071067812,6.08276253,8.485281374,9.219544457,5,70,98,28,45.5,44.125,-1.375,0,93,0,86,bad,CHIISAI,0.813350451
Sat04_Kob_0301_2,4,49,0.461352,0.486106,0.024754,5.071756279,18.31801437,11.7359,8.95135,-2.78455,40.7284,38.8279,-1.9005,1,4,3,3.16227766,3.605551275,3.605551275,58,88,30,54.625,56.25,1.625,0,65,1,83,bad,KATACHI,0.85340584
Sat04_Kob_0301_2,4,51,0.486106,0.511816,0.02571,12.74962086,20.06061181,8.95135,6.9951,-1.95625,38.8279,37.9339,-0.894,1,2,1,1,2,0,70,90,20,37.875,29.75,-8.125,0,94,1,265,bad,BIBIRI,0.700877953
Sat04_Kob_0301_2,4,85,0.71101,0.668146,-0.042864,28.75549224,20.92648936,-8.12452,-7.01621,1.10831,19.5737,20.253,0.6793,1,2.236067977,1.414213562,5.385164807,5.830951895,4.123105626,28,98,70,53.875,55,1.125,0,194,2,160,bad,HOUCHI,0.800059592
Sat04_Sue_0301_2,4,25,0.26897,0.295247,0.026277,5.774866143,20.12107019,29.5308,27.5884,-1.9424,49.3667,50.4461,1.0794,3.605551275,2.828427125,1,1,2.828427125,0,54,78,24,43.625,30.5,-13.125,0,61,6,345,bad,SOPPO,0.149170375
Sat04_Sue_0301_2,4,29,0.295114,0.318206,0.023092,1.650277921,17.3206585,25.6586,21.195,-4.4636,47.7534,47.121,-0.6324,1,2.828427125,2.236067977,3.605551275,2.828427125,4,49,82,33,55.25,46,-9.25,0,129,1,150,bad,KATACHI,0.286529138
Sat04_Sue_0301_2,4,35,0.317656,0.347138,0.029482,0.385912243,15.77132238,21.2003,19.545,-1.6553,45.3235,44.3192,-1.0043,2,3.605551275,2.236067977,1.414213562,3.16227766,1,69,92,23,60.875,52.875,-8,0,37,1,118,bad,BIBIRI,0.659136096
Sat04_Sue_0301_2,4,37,0.347138,0.320531,-0.026607,7.015285537,19.39397794,19.545,21.2377,1.6927,44.3192,41.7268,-2.5924,3.16227766,1,3,3.16227766,0,1,57,76,19,40,39,-1,0,79,0,84,bad,AJIKESHI,0.1563268
Sat04_Sue_0301_2,4,39,0.320531,0.367065,0.046534,7.313259129,19.64413903,21.2377,18.0596,-3.1781,41.7268,41.5867,-0.1401,1.414213562,1,1,1,2.236067977,2,55,94,39,37.625,39.125,1.5,0,23,0,200,bad,KATACHI,0.351983482
Sat04_Sue_0301_2,4,45,0.408685,0.42335,0.014665,32.80456047,20.74749861,14.7244,13.9011,-0.8233,39.6454,39.1997,-0.4457,1,2.236067977,1.414213562,1.414213562,1,2,65,88,23,25.75,24.5,-1.25,0,88,1,115,bad,KATACHI,0.310245883
Sat04_Sue_0301_2,4,49,0.453564,0.486415,0.032851,5.071756279,18.31801437,11.6199,9.3918,-2.2281,39.5665,38.8454,-0.7211,1,4,3,8.062257748,8.246211251,8.246211251,58,88,30,54.625,56.25,1.625,0,65,1,83,bad,KATACHI,0.754486805
Sat04_Sue_0301_2,4,81,0.621242,0.685398,0.064156,2.365963632,15.93896133,-5.6023,-7.62257,-2.02027,19.23,20.9584,1.7284,5.099019514,3.16227766,4.472135955,11.18033989,6.708203932,7,45,81,36,82.5,83.25,0.75,0,41,0,41,bad,KATACHI,0.439043678
Sat05_Kob_0301_3,4,11,0.218628,0.226427,0.007799,0,0,34.5335,33.3052,-1.2283,47.1358,47.0968,-0.039,2.828427125,1,2.236067977,1,3.605551275,2.828427125,52,80,28,62,60.5,-1.5,0,187,1,262,bad,KATACHI,0.54041936
Sat05_Kob_0301_3,4,15,0.228972,0.229542,0.00057,67.85371469,23.31426784,32.7754,32.2455,-0.5299,46.8804,46.2236,-0.6568,1,3,2,1,0,3,84,91,7,62.75,60.5,-2.25,0,62,0,84,bad,POKA,0.044287854
Sat05_Kob_0301_3,4,19,0.225608,0.262584,0.036976,2.032922134,16.87538512,32.9306,26.6571,-6.2735,46.2707,44.9029,-1.3678,2.236067977,3,1.414213562,2,4.123105626,1.414213562,60,82,22,21.375,19,-2.375,0,158,0,283,bad,AJIKESHI,0.451140373
Sat05_Kob_0301_3,4,29,0.234642,0.272058,0.037416,1.870061656,16.78795476,30.2143,27.1062,-3.1081,44.6871,46.6869,1.9998,7,1,6,2.236067977,6.32455532,5.385164807,21,37,16,49.375,50.625,1.25,0,61,0,147,bad,POKA,0.365896605
Sat05_Kob_0301_3,4,33,0.285227,0.305778,0.020551,26.47503921,19.73867958,23.2093,21.2201,-1.9892,43.9234,44.4353,0.5119,1,2,2.236067977,5.830951895,5,4.123105626,66,85,19,55.375,46.75,-8.625,0,101,1,109,bad,KATACHI,0.680797828
Sat05_Kob_0301_3,4,41,0.303445,0.310656,0.007211,26.64836918,20.61879745,20.4263,19.5881,-0.8382,41.4305,40.7171,-0.7134,1.414213562,4.123105626,3.605551275,1,1,4.472135955,87,94,7,57.375,56.5,-0.875,0,7,0,77,bad,BIBIRI,0.022566544
Sat05_Kob_0301_3,4,49,0.331614,0.393925,0.062311,4.801401162,17.31474485,17.09,10.9485,-6.1415,39.2028,38.0781,-1.1247,2.236067977,1,3.16227766,3.16227766,1,0,22,77,55,44.625,42,-2.625,0,39,1,118,bad,KATACHI,0.86580572
Sat05_Kob_0301_3,4,51,0.393925,0.410228,0.016303,0.134423585,14.03909881,10.9485,9.73902,-1.20948,38.0781,38.3491,0.271,2,1.414213562,3.16227766,3.16227766,1.414213562,0,60,81,21,61.125,56.5,-4.625,0,73,1,68,bad,KATACHI,0.51682867
Sat05_Kob_0301_3,4,55,0.408698,0.420687,0.011989,7.582277113,18.88842546,9.6512,8.95947,-0.69173,37.268,36.8414,-0.4266,1,7.615773106,8.544003745,1,0,7.615773106,41,73,32,60.375,51.875,-8.5,0,28,1,76,bad,POKA,0.308827034
Sat05_Kob_0301_3,4,57,0.420687,0.436513,0.015826,1.660088215,17.86819863,8.95947,10.1313,1.17183,36.8414,33.2194,-3.622,9.486832981,10.19803903,1.414213562,10.81665383,3,11.18033989,61,97,36,61,54.625,-6.375,1,60,3,162,bad,SOPPO,0.672375881
Sat05_Kob_0301_3,4,67,0.450744,0.468508,0.017764,56.48515301,21.58030551,9.56009,8.69616,-0.86393,33.4454,32.8311,-0.6143,1,2.236067977,2,8.94427191,8.544003745,7.211102551,81,93,12,69.25,51.125,-18.125,0,4,2,178,bad,HOUCHI,0.830836827
Sat05_Kob_0301_3,4,69,0.468508,0.489096,0.020588,1.595814944,19.65610512,8.69616,7.51075,-1.18541,32.8311,33.261,0.4299,1,1,1.414213562,7.211102551,6.708203932,7.615773106,66,93,27,51.5,50,-1.5,2,187,0,29,bad,HOUCHI,0.979582057
Sat05_Kob_0301_3,4,81,0.508026,0.643933,0.135907,31.4120008,19.35889701,5.23194,-2.96144,-8.19338,30.94,28.429,-2.511,3.16227766,3.605551275,6.08276253,10.81665383,9.219544457,5.830951895,55,97,42,54.875,43.125,-11.75,0,62,1,163,bad,CHIISAI,0.372841462
Sat06_Sue_0301_4,4,15,0.220493,0.208807,-0.011686,2.259371857,18.5171067,33.8847,33.6321,-0.2526,45.8973,43.6572,-2.2401,3.16227766,1,3.605551275,1,4.123105626,4.472135955,53,91,38,68.5,63.5,-5,0,134,0,78,bad,HOUCHI,0.847944585
Sat06_Sue_0301_4,4,25,0.219632,0.248663,0.029031,0.226299024,16.45282008,33.2583,28.1629,-5.0954,44.1961,43.4068,-0.7893,5,1.414213562,5,1.414213562,3.605551275,3.605551275,52,62,10,55.25,55.75,0.5,0,124,0,157,bad,OTUKIAI,0.835872636
Sat06_Sue_0301_4,4,27,0.248663,0.231426,-0.017237,40.49235833,20.97323116,28.1629,28.8663,0.7034,43.4068,42.8111,-0.5957,1,1.414213562,1,1,0,1.414213562,59,73,14,59.875,60.375,0.5,0,22,0,66,bad,KATACHI,0.536267974
Sat06_Sue_0301_4,4,55,0.307067,0.32027,0.013203,0.274766859,14.82924011,12.8146,11.3922,-1.4224,31.0697,30.7172,-0.3525,3,1,3.16227766,5,2,2.236067977,66,93,27,58,54.125,-3.875,0,43,1,150,bad,BIBIRI,0.128189042
Sat06_Sue_0301_4,4,73,0.322031,0.398553,0.076522,0.117639165,14.74495599,11.8377,5.98782,-5.84988,30.0742,30.6302,0.556,4.242640687,1,3.605551275,1.414213562,4.472135955,3.605551275,46,95,49,46.5,42.25,-4.25,0,70,0,113,bad,AJIKESHI,0.307160232
Sat06_Sue_0301_4,4,95,0.258792,0.277111,0.018319,28.89955311,20.89327864,13.336,12.5352,-0.8008,30.1221,31.7135,1.5914,1,2.236067977,1.414213562,9.433981132,8.602325267,9.848857802,89,93,4,35.2,38,2.8,0,15,0,102,bad,BIBIRI,0.115390949
Sat06_Sue_0301_4,4,99,0.249329,0.266268,0.016939,20.3404074,20.35519365,14.4457,14.3685,-0.0772,33.2645,36.2168,2.9523,1,2.236067977,1.414213562,3.16227766,2.236067977,4,79,85,6,36,33,-3,0,18,1,77,bad,BIBIRI,0.989501515
Sat07_cho_0302_1,4,13,0.250321,0.271538,0.021217,0.044289557,14.46623446,30.1257,28.7663,-1.3594,46.5852,47.8821,1.2969,4.472135955,5.385164807,1,1,5,1.414213562,58,88,30,52.5,48.25,-4.25,0,160,0,206,bad,SOPPO,0.97560882
Sat07_cho_0302_1,4,15,0.271538,0.282532,0.010994,28.03690021,20.47618079,28.7663,27.2623,-1.504,47.8821,48.0422,0.1601,1,1,1.414213562,1.414213562,2.236067977,2.828427125,52,67,15,46.875,41.75,-5.125,0,86,0,119,bad,AJIKESHI,0.915678326
Sat07_cho_0302_1,4,23,0.292964,0.323718,0.030754,3.204150832,18.5931782,24.1997,21.0295,-3.1702,45.518,46.5164,0.9984,1,1.414213562,1,1,2,1.414213562,54,88,34,54.125,52.75,-1.375,0,282,0,160,bad,KATACHI,0.807543151
Sat07_cho_0302_1,4,25,0.323718,0.359362,0.035644,10.96079556,19.75533767,21.0295,17.4226,-3.6069,46.5164,47.1869,0.6705,1,1,1.414213562,3.605551275,4.242640687,5,41,55,14,52.5,48.875,-3.625,0,150,0,156,bad,KATACHI,0.415185864
Sat07_cho_0302_1,4,41,0.442722,0.502523,0.059801,0.079610538,13.79519764,7.27739,0.46157,-6.81582,42.5956,39.2013,-3.3943,3.16227766,2,4.242640687,5,3,1,75,89,14,65.625,41.875,-23.75,0,160,2,244,bad,BIBIRI,0.584631297
Sat07_cho_0302_1,4,55,0.564174,0.634805,0.070631,0.015260828,11.40880862,-5.10798,-9.14007,-4.03209,39.5866,38.9711,-0.6155,5.099019514,3.16227766,2.828427125,2.828427125,3.16227766,0,37,70,33,23.75,15.125,-8.625,0,192,1,191,bad,IKKI,0.09929457
Sat07_cho_0302_1,4,57,0.634805,0.679563,0.044758,2.043321873,16.83299924,-9.14007,-10.1344,-0.99433,38.9711,32.2376,-6.7335,6.08276253,8.485281374,7,3.16227766,8.062257748,10.04987562,53,93,40,30.5,21.875,-8.625,0,172,0,99,bad,CHIISAI,0.524140471
Sat07_cho_0302_1,4,71,0.806221,0.813817,0.007596,1.946097981,17.88773057,-12.4218,-13.4707,-1.0489,23.0867,23.9705,0.8838,1,2.236067977,1.414213562,1,0,2.236067977,37,81,44,72,70.125,-1.875,0,91,1,72,bad,HOUCHI,0.879018519
Sat07_cho_0302_1,4,89,0.847018,0.877332,0.030314,0.155052659,13.76450354,-6.93457,-8.57851,-1.64394,14.7531,13.2133,-1.5398,7.615773106,1,8.544003745,4.472135955,8.602325267,9.219544457,25,90,65,46.6,44.6,-2,0,5,1,67,bad,CHIISAI,0.169380178
Sat07_cho_0302_1,4,95,0.9214559,0.932876,0.0114201,0.08578794,14.44244956,-8.63617,-7.88627,0.7499,10.7799,9.76017,-1.01973,4.472135955,1,4.123105626,4.123105626,1,0,42,99,57,37.5,37.125,-0.375,0,1,0,28,bad,KATACHI,0.818014723
