,Unnamed: 0,name,handi,move,shaperate,shapelog,wrbefore,wrafter,wrdiff,trbefore,trafter,trdiff,dist1b,ownbefore,ownafter,owndiff,label
765,765,Tak02_Kob_0328_2,3,25,0.0005737872561439872,-7.4632518642419186,0.99562816953217,0.9954190269162208,-0.00020914261594917605,34.616583236564324,32.08365623952982,-2.532926997034501,10.0,0.4236098100452839,-0.8425474923190892,1.266157302364373,8
766,766,Yam04_cho_0229_1,3,23,0.0006406308966688813,-7.353057091123562,0.9924637965322516,0.978449227108332,-0.014014569423919432,24.35193228145404,19.891639624451724,-4.4602926570023165,2.8284271247461903,0.31214392000007396,0.492400118504354,-0.18025619850427996,7
767,767,Yam04_cho_0229_1,3,39,0.004011559300124645,-5.518575260348442,0.5950972595499141,0.513534374141978,-0.0815628854079361,2.070272659112937,1.8653774363839444,-0.2048952227289924,5.0990195135927845,0.18725164520283305,0.24956952263252605,-0.062317877429693,0
768,768,Yam04_cho_0229_1,3,53,0.001,-6.907755278982138,0.08299280186877178,0.01500275347568014,-0.06799004839309164,-11.343377407613618,-18.882056346387312,-7.538678938773692,2.23606797749979,0.17564487013438454,-0.0695422111268347,0.24518708126121924,6
769,769,Yam04_cho_0229_1,3,17,0.001,-6.907755278982138,0.991850613708832,0.9857966269838471,-0.006053986724985139,25.3389383429581,21.551258810996696,-3.787679531961405,1.4142135623730951,0.09807270157000243,0.022443990714411933,0.07562871085559053,3
770,770,Yam04_cho_0229_1,3,31,0.0012714002514258027,-6.66763642570691,0.9814081141796718,0.9264077137469066,-0.05500040043276522,18.006501762059532,12.244032370285945,-5.762469391773585,4.123105625617661,0.18439634853050912,-0.5025360966734514,0.6869324452039606,8
771,771,Yam04_cho_0229_1,3,9,0.06701230257749557,-2.702879055887727,0.9947900237569016,0.9941099142202724,-0.0006801095366292254,29.957323837530602,28.097429405539614,-1.8598944319909805,2.23606797749979,0.3283284744026552,0.42443473275097704,-0.09610625834832176,1
772,772,Yam04_cho_0229_1,3,45,0.0007637594826519488,-7.177257631644647,0.3471101181934799,0.10323059938398238,-0.24387951880949754,-3.7565114626439855,-10.283706030819406,-6.527194568175421,5.0990195135927845,-0.9032480668716998,0.05056770776687911,-0.9538157746385788,3
773,773,Tak18_Kob_0329_11,2,71,0.0015682772500440476,-6.457777555054183,0.6948967482653645,0.5209167548931952,-0.1739799933721693,6.958039265650605,-1.3954042393242003,-8.353443504974805,2.0,0.7278896404804003,0.670824896741802,0.057064743738598274,4
774,774,Tak18_Kob_0329_11,2,19,0.08888328820466995,-2.4204311383329604,0.9948971727417492,0.9950408248675646,0.00014365212581535225,33.979065642322915,31.279365175880862,-2.6997004664420565,7.211102550927977,0.3831068916815819,0.4633221511038191,-0.08021525942223717,2
775,775,Tak18_Kob_0329_11,2,33,0.04035736247897148,-3.2099814355089467,0.9949102360026782,0.9947620527560904,-0.00014818324658782966,28.445901008128896,27.41710746202217,-1.0287935461067228,2.0,0.7525845621476334,0.6350421436616204,0.117542418486013,1
776,776,Tak18_Kob_0329_11,2,61,0.01980050466954708,-3.9220478532455063,0.9966773665539486,0.9928588510716148,-0.0038185154823338063,44.94045575000175,25.4521876641995,-19.488268085802254,4.0,0.5692216260206433,0.8728037332144216,-0.3035821071937783,6
777,777,Tak18_Kob_0329_11,2,59,0.4224278926849365,-0.8617365149517169,0.9943874908319532,0.9943875175771788,2.6745225589763777e-08,34.20819448929088,31.601605548994122,-2.6065889402967635,10.0,-0.9124813521877092,0.7915329554986634,-1.7040143076863727,6
778,778,Tak18_Kob_0329_11,2,7,0.001,-6.907755278982138,0.9913846239831274,0.9906030325163092,-0.0007815914668183321,23.24194944057055,21.555658305524418,-1.6862911350461296,7.071067811865476,-0.5284602526071047,0.20981751548722405,-0.7382777680943288,5
779,779,Sat14_Kob_0303_4,4,5,0.000839952495880425,-7.0821652202493715,0.9974252866689576,0.9965342482228186,-0.0008910384461390252,44.679241701709344,39.2667092851697,-5.412532416539634,5.0990195135927845,0.3027431469314133,0.11465672471964955,0.1880864222117638,1
780,780,Sat14_Kob_0303_4,4,83,0.0013220144901424644,-6.6285985768392885,0.014057345794027731,0.003175681484901216,-0.010881664309126515,-1.8417187310252063,-3.739972907946089,-1.8982541769208832,6.708203932499369,0.9858270160764022,0.9784870165275864,0.007339999548815702,0
781,781,Sat14_Kob_0303_4,4,9,0.35416582226753235,-1.037990051040308,0.9966236356954464,0.9960623701229698,-0.0005612655724764881,43.59842255529436,42.165347205225345,-1.433075350069018,1.4142135623730951,0.2678571294867564,0.1408546384119254,0.12700249107483094,1
782,782,Sat14_Kob_0303_4,4,79,0.0013494772138074038,-6.608038010563622,0.01260270330350366,0.0045352587596824145,-0.008067444543821245,-2.510742130290881,-3.8013712862326514,-1.2906291559417695,8.246211251235321,0.9857699579482252,0.9855259064450856,0.00024405150313955293,0
783,783,Sat14_Kob_0303_4,4,61,0.001,-6.907755278982138,0.9646216993948042,0.7130292147706669,-0.2515924846241373,3.519926384788157,1.5688653859480768,-1.95106099884008,10.198039027185569,-0.980081808253654,-0.21283977031717569,-0.7672420379364784,0
784,784,Sat14_Kob_0303_4,4,65,0.002139665652066469,-6.14710569950682,0.950537779950033,0.4624833571315681,-0.4880544228184649,3.5147216686498526,0.4858359107289521,-3.0288857579209005,4.47213595499958,-0.9862741962616584,0.9951395491889816,-1.98141374545064,1
785,785,Sat14_Kob_0303_4,4,53,0.0010653485078364609,-6.844453295946102,0.9967896800316212,0.9800355204110612,-0.016754159620560042,23.53619953239956,8.864419644019739,-14.67177988837982,7.810249675906653,0.3231678821805273,-0.9725953452069244,1.2957632273874515,0
786,786,Sat14_Kob_0303_4,4,39,0.06948718428611755,-2.6666129421758313,0.994762063247483,0.9951474251227042,0.0003853618752212018,27.45266587083539,20.17256374036894,-7.2801021304664495,5.0,-0.5203691121758023,0.4003782079435001,-0.9207473201193024,9
787,787,Yam07_cho_0301_1,4,27,0.013475880026817322,-4.306853856206955,0.9962163549442792,0.9970802177545708,0.0008638628102916046,50.075168046797884,39.560108689652274,-10.515059357145605,3.6055512754639887,0.8821962538123301,-0.2025618147726568,1.0847580685849871,1
788,788,Yam07_cho_0301_1,4,29,0.001,-6.907755278982138,0.9964191873034148,0.9969860497573224,0.0005668624539075795,51.58457668848571,39.68719800608893,-11.897378682396786,4.47213595499958,0.16655469664340766,0.10158950165803864,0.06496519498536897,8
789,789,Yam07_cho_0301_1,4,23,0.01273174677044153,-4.363656658980823,0.9964316066498148,0.9967704645878388,0.0003388579380239065,49.255584004502104,45.284943693823216,-3.970640310678896,4.242640687119285,-0.3520617159697411,0.9449365505136846,-1.296998266483426,6
790,790,Yam07_cho_0301_1,4,43,0.001,-6.907755278982138,0.9357075794726918,0.11663339993041955,-0.8190741795422722,5.5592006758053145,-3.4644059569286823,-9.023606632733998,1.0,0.9547092926966116,0.8373330945981908,0.1173761980984207,4
791,791,Yam07_cho_0301_1,4,53,0.0011093149660155175,-6.804012601905713,0.3836784111511734,0.07060079068693059,-0.3130776204642428,0.660582361550478,-4.5850069337513535,-5.245589295301832,8.06225774829855,0.027754587450620483,-0.3618314065629753,0.3895859940135958,0
792,792,Yam07_cho_0301_1,4,35,0.0006761300028301775,-7.2991251885319075,0.9943355095609274,0.9899309431133524,-0.00440456644757492,56.72593024199072,43.110914179138774,-13.615016062851948,2.8284271247461903,0.8733892334362237,0.8717993443414664,0.001589889094757213,6
793,793,Yam07_cho_0301_1,4,13,0.001,-6.907755278982138,0.9972678303543708,0.996717870181436,-0.0005499601729348491,54.655586207963545,47.0096257085553,-7.645960499408241,10.816653826391967,0.35640423497681795,0.2527877783621871,0.10361645661463093,3
794,794,Oon02_Kob_0329_2,2,17,0.026519684121012688,-3.6298680247077835,0.9851972652133534,0.9838243895394544,-0.0013728756738988768,15.766045232683126,15.674276086046731,-0.0917691466363948,0.0,-0.8864484505074888,-0.9172608552370652,0.030812404729576363,1
795,795,Oon02_Kob_0329_2,2,3,0.001,-6.907755278982138,0.9942810285548898,0.9933408937054952,-0.0009401348493944807,25.35919411415116,24.124257029298487,-1.2349370848526675,5.0,0.2718686554645842,0.15500782201579338,0.11686083344879085,5
796,796,Oon02_Kob_0329_2,2,29,0.001,-6.907755278982138,0.9751454740874472,0.8996661933353031,-0.07547928075214416,10.204760218531604,6.693836454840298,-3.5109237636913058,8.94427190999916,-0.7452237252066481,0.641155830788118,-1.3863795559947658,6
797,797,Oon02_Kob_0329_2,2,27,0.3436398804187775,-1.068161029196344,0.9637548257313804,0.922222567859702,-0.041532257871678135,8.922915720179155,9.940348381070391,1.0174326608912379,9.486832980505136,-0.6611090479857432,0.4950369350506134,-1.1561459830363567,6
798,798,Oon02_Kob_0329_2,2,13,0.2484935075044632,-1.3923385605293657,0.9901061360214898,0.9872589483780451,-0.0028471876434448267,20.010865625700816,16.303079030062722,-3.7077865956380975,3.6055512754639887,0.9329925891252872,0.16039448440668685,0.7725981047186005,1
799,799,Oon02_Kob_0329_2,2,7,0.19699904322624207,-1.6245564069755258,0.9934206711415452,0.993636617146906,0.00021594600536101183,25.17562480206534,23.306230153890372,-1.8693946481749717,2.23606797749979,0.278952985378373,0.0636903406594086,0.2152626447189644,9
800,800,Oon02_Kob_0329_2,2,25,0.010573129169642924,-4.549439480372398,0.9707275149915944,0.9374567561786509,-0.03327075881294328,9.284251405351274,8.942046749554533,-0.3422046557967402,9.0,-0.7909932581675524,0.29907762700254703,-1.090070885170099,5
801,801,Oon02_Kob_0329_2,2,65,0.001,-6.907755278982138,0.006094731041450418,0.00534085319558686,-0.0007538778458635598,-5.058112089823294,-5.28141386660867,-0.22330177678537574,0.0,-0.9716012729924496,0.9910794883236828,-1.9626807613161323,1
802,802,Oon10_cho_0329_10,2,33,0.0010729060741141438,-6.8373843549393865,0.9292571926938415,0.8228869445418547,-0.10637024815198692,12.207662552173698,8.686013142842897,-3.5216494093308004,8.54400374531753,0.8955112745233841,0.5242839257474022,0.37122734877598185,9
803,803,Oon10_cho_0329_10,2,9,0.001,-6.907755278982138,0.991953056178567,0.9903315171635249,-0.0016215390150422506,25.315883672954183,21.519378548415627,-3.7965051245385553,9.219544457292887,0.5637822311985353,-0.0251925924946648,0.5889748236932001,0
804,804,Oon10_cho_0329_10,2,75,0.0017152776708826425,-6.368180304249593,0.8343027300335273,0.5305953372223609,-0.30370739281116643,1.207633379312808,-0.5051128941462054,-1.712746273459013,1.4142135623730951,0.957503626566499,-0.9499239398895712,1.9074275664560705,1
