,handi,move,shaperate,shapelog,wrbefore,wrafter,wrdiff,trbefore,trafter,trdiff,dist1b,ownbefore,ownafter,owndiff,label
625,4,9,0.010381501,-4.567729791,0.997856605,0.997676848,-0.000179757,56.86855772,57.33047913,0.461921408,7.810249676,0.242525174,0.183125216,0.059399958,1
626,2,59,0.001701134,-6.376460314,0.997649504,0.997530686,-0.000118819,53.86547844,51.12152351,-2.743954923,0,0.186547286,0.995985556,-0.80943827,0
627,2,19,0.001317358,-6.632126891,0.994450565,0.992453282,-0.001997283,28.96836686,21.69343065,-7.274936217,5.099019514,0.238508422,0.35379033,-0.115281908,1
628,2,31,0.001,-6.907755279,0.94749663,0.923093158,-0.024403472,10.59415111,10.13881238,-0.455338732,8.062257748,-0.945917228,0.593196769,-1.539113997,0
629,2,27,0.010210561,-4.584332738,0.994862269,0.991100556,-0.003761713,20.291721,19.24702408,-1.044696922,6.08276253,-0.394720685,0.28559859,-0.680319275,0
630,3,19,0.000696858,-7.26892959,0.985560175,0.98132749,-0.004232685,23.1542725,19.75723625,-3.397036251,5,0.20874065,0.316618801,-0.107878151,1
631,2,51,0.004743838,-5.350908819,0.983805659,0.96675305,-0.017052609,14.10618484,9.202497606,-4.90368723,1.414213562,-0.854929671,-0.785241842,-0.06968783,1
632,2,37,0.014015582,-4.26758554,0.912182707,0.91201232,-0.000170388,10.04831271,10.03162599,-0.016686714,0,-0.147085607,-0.901500138,0.754414531,0
633,4,61,0.29190135,-1.231339376,0.303702435,0.017331651,-0.286370784,-1.582446737,-13.44123347,-11.85878673,9.055385138,-0.941704004,-0.314349212,-0.627354792,1
634,2,69,0.00133358,-6.619888483,0.002027926,0.002796346,0.00076842,-8.323516343,-9.138932671,-0.815416328,4.472135955,-0.956187034,-0.988371317,0.032184283,0
635,4,59,0.009928608,-4.61233496,0.988812607,0.929863713,-0.058948894,14.78331744,12.12512165,-2.658195791,5.099019514,-0.180711329,0.471694619,-0.652405948,1
636,2,43,0.001,-6.907755279,0.971491613,0.351313987,-0.620177626,6.831451007,-2.08569043,-8.917141437,8.062257748,-0.938619995,-0.88449255,-0.054127444,0
637,4,81,0.061445624,-2.789602664,0.000798254,0.001073364,0.000275111,-47.34472071,-49.87216664,-2.52744593,8.062257748,0.925071989,0.977615422,-0.052543433,0
638,2,57,0.001,-6.907755279,0.997133264,0.995281951,-0.001851314,17.05817431,12.22925078,-4.828923536,9.433981132,0.992140514,0.993183335,-0.001042821,1
639,2,57,0.000931842,-6.978346765,0.989959725,0.992378266,0.002418542,12.78909081,10.42051908,-2.368571728,2,-0.835951711,0.923389407,-1.759341119,0
640,4,113,0.117179833,-2.144045487,0.00106251,0.000937548,-0.000124962,-9.682816964,-9.926092274,-0.24327531,7.211102551,-0.033852072,0.934079766,-0.967931837,0
641,3,93,0.001373601,-6.590319838,0.003160442,0.002462504,-0.000697937,-11.79313176,-15.44810299,-3.654971233,1.414213562,0.832003149,-0.998445259,1.830448408,0
642,2,53,0.000831924,-7.091769922,0.345240219,0.33130671,-0.01393351,-3.877537547,-3.915843867,-0.038306319,0,-0.85244915,0.544696337,-1.397145487,0
643,2,57,0.002485823,-5.997151533,0.908638138,0.868441845,-0.040196292,13.14792141,9.487360637,-3.660560776,7.071067812,0.68715882,0.960271148,-0.273112329,1
644,2,33,0.002234442,-6.103763675,0.106790651,0.103092966,-0.003697685,-6.51230707,-6.469026521,0.043280548,0,-0.801118752,-0.830236214,0.029117462,0
645,4,27,0.012507476,-4.38142874,0.997451425,0.997680422,0.000228997,55.51395146,51.17516036,-4.338791092,1,0.145299507,0.898392159,-0.753092652,0
646,2,19,0.001327851,-6.624193542,0.995993731,0.995517824,-0.000475907,27.79617865,25.0210502,-2.775128447,2.828427125,0.382746834,0.390887955,-0.008141121,0
647,4,39,0.000973319,-6.934798265,0.98918859,0.990649633,0.001461043,21.32129664,19.61307429,-1.708222356,8.062257748,0.545917824,-0.459764484,1.005682308,1
648,2,35,0.000909015,-7.003149333,0.994204717,0.994177299,-2.74E-05,19.22170575,19.11967019,-0.102035565,0,0.408649317,-0.318727876,0.727377193,0
649,2,111,0.008111993,-4.814411713,0.998620528,0.998061853,-0.000558675,44.86344868,27.08369991,-17.77974877,4.123105626,-0.997587831,-0.99936517,0.001777339,0
650,2,25,0.474456877,-0.745584547,0.983503846,0.982598622,-0.000905224,22.81796607,19.27698792,-3.540978152,1,-0.232500507,-0.369192086,0.136691579,1
651,4,87,0.000649332,-7.339566399,0.010386965,0.006468639,-0.003918326,-5.276266288,-7.156350587,-1.880084299,5.099019514,0.99603566,-0.983523166,1.979558826,1
652,2,129,0.002880946,-5.849636716,0.001891313,0.000397284,-0.00149403,-3.748126844,-3.992535313,-0.244408469,4.123105626,0.140653117,-0.99972222,1.140375337,0
653,2,41,0.001,-6.907755279,0.987956673,0.966881033,-0.02107564,33.34218663,10.70570819,-22.63647844,9.486832981,0.96122025,0.981678854,-0.020458603,1
654,2,65,0.001,-6.907755279,0.006094731,0.005340853,-0.000753878,-5.05811209,-5.281413867,-0.223301777,0,-0.971601273,0.991079488,-1.962680761,1
655,4,1,0.312327385,-1.163703331,0.997290516,0.997410789,0.000120274,50.59640819,50.00647276,-0.589935426,0,0.433320123,0.204342331,0.228977792,0
656,2,109,0.000845367,-7.075739187,0.998354018,0.999008146,0.000654128,45.0324219,27.8401846,-17.1922373,3,-0.997880113,-0.956766438,-0.041113675,0
657,2,35,0.000991158,-6.916636177,0.968795889,0.926521524,-0.042274365,20.2093373,14.42420403,-5.785133276,2.236067977,0.927016244,0.921432588,0.005583656,0
658,2,37,0.043484762,-3.135344694,0.967905637,0.925921148,-0.041984489,18.35107063,13.56609622,-4.784974411,1.414213562,-0.63033851,-0.669031788,0.038693278,1
659,3,105,0.001472442,-6.520833306,0.992278288,0.994896791,0.002618503,1.366480966,1.033323218,-0.333157748,7.211102551,0.999783566,0.999925122,-0.000141556,0
660,3,91,0.001572259,-6.45524206,0.009415396,0.002103678,-0.007311719,-4.255936862,-9.905558352,-5.64962149,6.403124237,-0.9882792,-0.998655096,0.010375896,1
661,2,45,0.000943077,-6.966362408,0.990711118,0.984369756,-0.006341362,21.75530632,14.13450442,-7.620801898,5.385164807,-0.104555139,-0.494641832,0.390086693,0
662,2,71,0.000915619,-6.995910005,0.987023702,0.980842444,-0.006181257,5.624132092,4.348173689,-1.275958404,6,0.998342232,0.998695849,-0.000353618,0
663,4,67,0.00352831,-5.646936214,0.994248973,0.994638308,0.000389335,6.207870369,6.090159988,-0.117710382,0,0.999844235,-0.957838336,1.957682572,0
664,2,69,0.002215869,-6.112110721,0.991550775,0.990407891,-0.001142884,16.59964122,15.63607215,-0.963569072,0,0.561276302,-0.769028059,1.330304361,0
665,4,39,0.002452313,-6.010723821,0.996336507,0.996592102,0.000255595,30.89504833,29.15673724,-1.738311096,0,-0.889275544,-0.339851846,-0.549423698,1
666,4,3,0.581872642,-0.541503683,0.997606953,0.997633113,2.62E-05,51.7869935,51.4544429,-0.3325506,0,0.879977319,0.270334011,0.609643308,0
667,2,83,0.001,-6.907755279,0.99311214,0.992994317,-0.000117823,7.127845685,7.006940241,-0.120905445,0,0.832079537,-0.955211972,1.787291509,0
668,4,81,0.002048594,-6.190601601,0.995801018,0.994922674,-0.000878344,10.51712029,10.22756004,-0.28956025,0,0.9885925,0.988399624,0.000192876,0
669,4,7,0.001,-6.907755279,0.997451979,0.997023248,-0.000428732,50.91059252,45.82895781,-5.081634716,4.123105626,0.264273597,0.226537351,0.037736247,0
670,2,105,0.037674125,-3.278781752,0.99835149,0.998218513,-0.000132977,24.98353144,24.77210671,-0.211424731,0,0.995269326,0.992025873,0.003243453,0
671,3,99,0.021977434,-3.817739082,0.852784413,0.848188072,-0.004596341,0.740164869,0.658803993,-0.081360875,0,0.995063671,0.999365978,-0.004302307,0
672,2,1,0.005230627,-5.253224208,0.993920693,0.993241398,-0.000679295,26.67084341,24.50377799,-2.167065422,5.099019514,0.80146578,0.806155042,-0.004689262,1
673,2,17,0.010032712,-4.60190437,0.799413177,0.716065678,-0.083347499,5.634793536,4.650466698,-0.984326839,2,0.440958459,0.159324583,0.281633877,1
674,2,23,0.064759344,-2.737077282,0.993773741,0.993576905,-0.000196836,22.50538179,22.18902714,-0.31635465,0,0.003145542,-0.199112159,0.202257701,0
675,4,89,0.001621802,-6.424217194,0.000307113,0.000358183,5.11E-05,-35.91539393,-38.04228981,-2.126895885,11.70469991,-0.999147387,-0.985520005,-0.013627382,1
676,4,87,0.000878977,-7.036751818,0.010847175,0.006625797,-0.004221377,-5.344288786,-7.178881758,-1.834592971,5.099019514,0.99564749,-0.983615218,1.979262708,0
677,2,89,0.099947982,-2.303105413,0.996321618,0.996357692,3.61E-05,20.93429041,20.71083697,-0.223453437,0,0.986908462,0.973713716,0.013194746,0
678,2,9,0.18950437,-1.663343194,0.990921139,0.990781875,-0.000139264,22.08124698,21.50020896,-0.58103802,2.236067977,0.306752302,0.363873551,-0.057121249,0
679,2,29,0.003527581,-5.647142914,0.994333053,0.990352699,-0.003980354,20.48186755,19.39882552,-1.08304203,8,-0.017426771,-0.909233544,0.891806773,0
680,4,43,0.003662338,-5.609653534,0.990897616,0.991203198,0.000305581,19.75391564,19.37237041,-0.381545224,0,-0.532752815,0.924281415,-1.45703423,0
681,4,115,0.001,-6.907755279,0.000365313,0.000314239,-5.11E-05,-24.42356861,-26.53828231,-2.114713706,3,0.427422593,-0.981887506,1.409310099,0
682,4,53,0.000742933,-7.204905221,0.992687978,0.956473114,-0.036214864,26.2535665,12.51693993,-13.73662657,5,0.758196726,0.881625293,-0.123428567,1
683,2,101,0.001,-6.907755279,0.968798444,0.963394924,-0.00540352,2.31806002,2.512761423,0.194701403,0,0.999348865,0.592585756,0.406763109,0
684,4,27,0.003581302,-5.632028985,0.998095716,0.997758371,-0.000337345,70.64011724,68.87248587,-1.767631378,9,0.35134242,0.536701639,-0.185359219,0
685,4,51,0.001071685,-6.838523217,0.153082462,0.145437867,-0.007644595,-2.871915105,-2.87583546,-0.003920355,0,-0.892125656,-0.197859714,-0.694265941,0
686,2,17,0.007122968,-4.944430741,0.995687288,0.993431871,-0.002255417,26.22512719,22.71543305,-3.509694148,10,0.289451947,0.090902026,0.198549921,0
687,2,9,0.041465145,-3.182902094,0.993109742,0.993024645,-8.51E-05,24.70659279,24.5297758,-0.176816989,0,0.825121276,0.899380816,-0.074259541,0
688,2,45,0.013662209,-4.293121739,0.983329353,0.977113415,-0.006215938,18.97079919,14.45852057,-4.512278623,2.236067977,-0.186934915,-0.497721052,0.310786136,0
689,4,29,0.006808503,-4.989583066,0.996014953,0.996916634,0.000901681,38.950734,36.09514969,-2.855584307,5.099019514,0.741627605,-0.630328508,1.371956113,1
690,2,71,0.243733793,-1.41167866,0.993317161,0.979588193,-0.013728969,15.4719452,13.19501423,-2.27693097,9.219544457,-0.758549061,0.889638499,-1.64818756,0
691,4,31,0.001258748,-6.677637794,0.995166939,0.990396654,-0.004770285,32.08476487,27.47532493,-4.609439941,1.414213562,0.237029778,0.432201646,-0.195171868,1
692,3,53,0.001,-6.907755279,0.993888796,0.982282366,-0.01160643,24.63275933,16.17251564,-8.460243696,8.94427191,0.987411464,-0.723594017,1.711005481,1
693,4,121,0.001362521,-6.598418984,0.003884221,0.002422537,-0.001461683,-10.19942857,-10.85620944,-0.65678087,0,-0.998786612,0.999518214,-1.998304826,0
694,4,67,0.000861515,-7.056817956,0.002442637,0.002242218,-0.000200419,-41.65090523,-44.50183651,-2.850931284,5,-0.928048026,-0.995911039,0.067863013,0
695,4,29,0.000862395,-7.055796972,0.994667758,0.993780084,-0.000887674,33.93450438,30.41239789,-3.522106494,3,0.950991949,0.395025211,0.555966738,1
696,2,71,0.001,-6.907755279,0.809599806,0.805675247,-0.003924559,0.882058785,0.8635926,-0.018466185,0,-0.187773185,-0.965078489,0.777305303,0
697,2,67,0.004402164,-5.425659063,0.991958179,0.980222108,-0.011736071,9.249602612,5.590821527,-3.658781085,6.08276253,0.90914929,0.999178106,-0.090028816,1
698,3,3,0.002220044,-6.110228198,0.996885771,0.996880863,-4.91E-06,40.83772933,38.49499043,-2.342738898,3,0.405856553,0.652104481,-0.246247928,1
699,2,51,0.000817121,-7.109723078,0.994131042,0.980064209,-0.014066833,13.83935081,14.31686568,0.477514872,11.18033989,0.793337551,-0.975956189,1.76929374,0
700,3,53,0.000670963,-7.306797047,0.996805851,0.997135259,0.000329408,34.49863499,26.41260475,-8.086030236,6.08276253,-0.798826234,-0.891915787,0.093089553,1
701,2,49,0.001,-6.907755279,0.40763884,0.268756808,-0.138882032,-3.212054001,-6.791849448,-3.579795446,5.099019514,0.700673004,0.677906049,0.022766955,0
702,2,131,0.003108516,-5.773609879,0.000338822,0.000353443,1.46E-05,-3.736017097,-3.875748063,-0.139730966,3.605551275,0.218340475,-0.10909372,0.327434195,0
703,2,7,0.001,-6.907755279,0.991384624,0.990603033,-0.000781591,23.24194944,21.55565831,-1.686291135,7.071067812,-0.528460253,0.209817515,-0.738277768,1
704,2,99,0.854668677,-0.157041398,0.958152123,0.956218901,-0.001933222,6.045825225,5.570478969,-0.475346256,0,0.069459611,0.742872527,-0.673412916,0
705,2,75,0.204389006,-1.587730209,0.997054777,0.99155924,-0.005495537,7.307452227,6.290858434,-1.016593793,1,-0.998676675,-0.997478644,-0.001198031,1
706,2,33,0.008485266,-4.76942403,0.995766791,0.983281516,-0.012485275,24.50240241,17.52753849,-6.974863927,2,0.816356201,-0.704468664,1.520824865,0
707,4,11,0.00149225,-6.507470379,0.998008949,0.997724622,-0.000284328,53.87587783,44.57064397,-9.30523385,6,0.012072433,0.245570971,-0.233498538,1
708,2,87,0.007004081,-4.961262261,0.998406645,0.998036006,-0.000370639,19.89738117,17.91123787,-1.986143295,5.830951895,-0.997504101,-0.985090438,-0.012413663,0
709,2,33,0.002523127,-5.982256454,0.991807056,0.991772763,-3.43E-05,18.73398589,15.21894859,-3.515037296,13.45362405,0.475399957,0.350308159,0.125091798,0
710,2,53,0.001168427,-6.75209673,0.959513658,0.924174451,-0.035339208,9.00157893,7.272099304,-1.729479627,1.414213562,-0.757445942,0.311559391,-1.069005332,0
711,4,109,0.001501021,-6.501609519,0.002710257,0.002020193,-0.000690064,-16.19910517,-33.44348524,-17.24438007,9.486832981,0.99973308,0.640454361,0.359278719,0
712,2,21,0.00072033,-7.235800646,0.990680404,0.989729048,-0.000951356,20.55794365,19.96480775,-0.593135906,0,-0.4863112,-0.179782399,-0.306528801,1
713,4,3,0.001,-6.907755279,0.997520667,0.997408762,-0.000111905,55.91974742,55.25117522,-0.6685722,0,0.85361189,0.940503386,-0.086891496,0
714,2,77,0.005553817,-5.193269772,0.008483708,0.004517821,-0.003965887,-23.92505505,-34.97577921,-11.05072416,10,0.757618952,0.684310402,0.073308551,0
715,2,7,0.001717005,-6.367173829,0.994175408,0.993636601,-0.000538807,27.21704316,25.72084132,-1.49620184,5.656854249,-0.261730451,0.84567542,-1.107405871,0
716,2,85,0.003336696,-5.702774057,0.986541059,0.985654941,-0.000886118,5.215214757,4.802860816,-0.41235394,0,-0.999579534,-0.961229165,-0.038350368,0
717,4,65,0.000562589,-7.482960741,0.001839044,0.001351942,-0.000487102,-28.33585283,-33.70588826,-5.370035434,1,-0.922508084,0.543626385,-1.466134468,1
718,2,97,0.001113203,-6.80051362,0.001134075,0.00141265,0.000278575,-5.87361989,-5.935692722,-0.062072832,3.16227766,-0.999716797,0.085472696,-1.085189493,0
719,2,49,0.001,-6.907755279,0.432404996,0.427000894,-0.005404102,-2.225775582,-2.520460889,-0.294685308,0,-0.756266014,-0.975071285,0.218805271,0
720,2,9,0.082111232,-2.499680463,0.993868236,0.993935087,6.69E-05,25.37113259,24.15767104,-1.213461553,1,-0.617063925,-0.687587869,0.070523944,1
721,2,43,0.000922126,-6.98882894,0.996457909,0.996070521,-0.000387388,27.14478091,26.51429402,-0.630486893,0,-0.168247843,-0.041342681,-0.126905162,0
722,2,11,0.000708411,-7.252486478,0.991045448,0.98788952,-0.003155928,19.93105999,18.09581538,-1.835244608,6.403124237,0.190746656,0.83614408,-0.645397423,1
723,4,17,0.000840974,-7.080949628,0.996485406,0.996185227,-0.000300179,37.86256493,32.77300002,-5.089564902,4.242640687,0.62422208,0.227267816,0.396954263,1
724,4,37,0.001575587,-6.45312725,0.99508027,0.986085043,-0.008995227,22.29960806,13.28762298,-9.011985075,4.123105626,0.390357078,0.293113467,0.097243611,0
725,4,121,0.001194367,-6.730138688,0.000289796,0.000336537,4.67E-05,-29.67953896,-30.25761641,-0.578077452,0,0.99941163,-0.999369333,1.998780963,0
726,4,1,0.001,-6.907755279,0.997293417,0.997410462,0.000117045,50.60453643,50.00587261,-0.598663817,0,0.437239319,0.204394468,0.232844851,0
727,2,125,0.002420167,-6.023918552,0.000585061,0.000888087,0.000303026,-3.798193793,-5.28267812,-1.484484327,11.40175425,0.999878329,0.999756508,0.000121822,0
728,2,37,0.050493684,-2.985907026,0.317013684,0.293845664,-0.02316802,-2.736722386,-2.359949773,0.376772613,2,0.320973065,0.977174497,-0.656201432,0
729,2,57,0.004524904,-5.398158953,0.981041471,0.955235138,-0.025806332,10.66500991,8.682735525,-1.98227439,10.19803903,0.30382376,-0.392630531,0.696454291,0
730,4,33,0.000967568,-6.940725313,0.997127643,0.996390217,-0.000737426,51.00267659,43.82409321,-7.178583377,5,0.745716444,0.04104275,0.704673694,1
731,2,15,0.001,-6.907755279,0.993455583,0.991726688,-0.001728895,25.11451735,21.4997407,-3.614776647,7.071067812,0.12741858,0.206218343,-0.078799763,0
732,2,23,0.008382065,-4.781660948,0.979634177,0.949203988,-0.030430189,16.0979327,12.81409471,-3.283837986,8.544003745,-0.250715744,0.612881416,-0.863597161,0
733,4,55,0.000867962,-7.049362463,0.008188388,0.007117447,-0.001070941,-24.00457312,-24.59347808,-0.58890496,0,0.114039444,-0.337368368,0.451407812,0
734,2,57,0.001512261,-6.494149172,0.690643692,0.699913455,0.009269763,0.670107108,0.793259377,0.12315227,0,0.036034595,-0.916471793,0.952506388,0
735,2,25,0.013782445,-4.284359573,0.992804776,0.990295553,-0.002509223,22.61779646,22.31649254,-0.301303917,3.16227766,0.155573807,0.457762778,-0.302188971,0
736,2,79,0.074716806,-2.594050227,0.997191155,0.997152459,-3.87E-05,24.74797526,23.08345871,-1.664516549,0,-0.311178607,-0.183178662,-0.127999945,0
737,4,39,0.069487184,-2.666612942,0.994762063,0.995147425,0.000385362,27.45266587,20.17256374,-7.28010213,5,-0.520369112,0.400378208,-0.92074732,1
738,4,51,0.001853456,-6.290703325,0.227000644,0.133392047,-0.093608597,-3.587943479,-6.812340987,-3.224397508,5.830951895,-0.889462638,-0.949915754,0.060453116,0
739,2,27,0.34363988,-1.068161029,0.963754826,0.922222568,-0.041532258,8.92291572,9.940348381,1.017432661,9.486832981,-0.661109048,0.495036935,-1.156145983,1
740,3,79,0.000929007,-6.981394267,0.918062656,0.347554351,-0.570508305,9.537169917,-2.115784623,-11.65295454,3.605551275,0.894397256,0.532439401,0.361957856,0
741,2,123,0.61502403,-0.486093938,0.159377413,0.085255468,-0.074121945,-1.128562866,-1.340216772,-0.211653906,3.605551275,-0.991124861,-0.998081384,0.006956523,0
742,4,35,0.136220589,-1.993479727,0.997805792,0.997623189,-0.000182603,58.19725007,46.03541961,-12.16183046,5.385164807,0.904918821,-0.861412233,1.766331054,0
743,4,65,0.035910487,-3.326725904,0.0193528,0.014038398,-0.005314402,-2.141565123,-2.683557104,-0.541991981,7.071067812,0.829399923,0.987656308,-0.158256385,0
744,3,51,0.001119948,-6.794472926,0.9924281,0.992353595,-7.45E-05,13.75084584,13.00851348,-0.742332352,0,-0.858888071,-0.692455763,-0.166432308,0
745,3,25,0.019197853,-3.952956814,0.993394866,0.991154155,-0.002240711,36.17151767,33.63777595,-2.533741717,1,-0.016082134,0.018085615,-0.034167749,0
746,2,23,0.000900301,-7.012781885,0.971272172,0.951802265,-0.019469908,20.51022862,14.30992315,-6.200305475,6.708203932,0.034141444,0.149548768,-0.115407324,0
747,4,71,0.000640179,-7.35376214,0.007223993,0.00351367,-0.003710323,-15.73762689,-19.64691103,-3.909284144,9.433981132,-0.999314593,-0.990615133,-0.00869946,1
748,4,33,0.000730707,-7.221497894,0.997175333,0.996437989,-0.000737344,44.68305302,31.67851874,-13.00453428,11.04536102,-0.226043971,-0.735434793,0.509390822,1
749,2,81,0.012992417,-4.343389366,0.998094951,0.998089513,-5.44E-06,29.65253058,28.84025242,-0.812278165,0,0.897014508,-0.698209277,1.595223786,0
750,2,89,0.01711794,-4.067628249,0.966756436,0.070311156,-0.89644528,9.884876855,-13.16023462,-23.04511147,5.830951895,0.967174342,0.93736823,0.029806112,0
751,2,51,0.001145447,-6.771960306,0.878355076,0.666704905,-0.211650171,5.860458269,0.959190212,-4.901268057,3,0.077119516,0.979582283,-0.902462767,0
752,2,1,0.001,-6.907755279,0.993976474,0.993901488,-7.50E-05,26.73388573,25.30714805,-1.426737682,7.280109889,0.802374745,0.833509432,-0.031134687,0
753,2,43,0.001,-6.907755279,0.996545905,0.984246187,-0.012299717,29.28077432,13.32580553,-15.95496879,13.03840481,-0.061165071,-0.557378329,0.496213258,0
754,2,47,0.001701762,-6.376091386,0.987171701,0.987790259,0.000618558,19.3299736,14.33985066,-4.990122946,8.062257748,-0.139059622,-0.58457318,0.445513558,0
755,4,43,0.193165168,-1.644209662,0.993792991,0.993506439,-0.000286552,23.57118853,21.83730255,-1.733885978,0,0.3968462,-0.412465991,0.809312192,0
756,3,3,0.001,-6.907755279,0.996426567,0.996570115,0.000143548,38.00430392,36.77524661,-1.229057303,10.63014581,0.444559553,0.114493974,0.330065579,0
757,4,27,0.042409074,-3.160392941,0.996330043,0.995992452,-0.00033759,35.56540244,30.95967126,-4.605731181,2,0.130718238,0.509698855,-0.378980617,0
758,4,63,0.00418062,-5.477295728,0.071113223,0.025046434,-0.046066789,-26.86830321,-28.60434091,-1.736037703,10,-0.867553754,0.75942172,-1.626975474,1
759,2,49,0.001164356,-6.755587123,0.983954915,0.974294077,-0.009660838,19.25792882,16.41938957,-2.838539255,4.123105626,-0.620861156,-0.718333601,0.097472445,0
760,4,43,0.002640936,-5.936621945,0.534661834,0.350618604,-0.184043231,1.398841326,-2.24313257,-3.641973896,3.16227766,0.675132246,-0.549964659,1.225096905,0
761,3,7,0.007378269,-4.909216159,0.995153714,0.994466447,-0.000687266,32.80799384,29.40376885,-3.404224995,2.828427125,0.157740379,0.128268236,0.029472143,1
762,4,33,0.001,-6.907755279,0.990088224,0.103359217,-0.886729007,31.36696239,-12.37944079,-43.74640318,5.099019514,-0.02028283,-0.313620273,0.293337443,0
763,4,15,0.409310997,-0.893280029,0.997119443,0.997099153,-2.03E-05,42.53295536,42.30931866,-0.223636697,0,-0.254750036,-0.044477612,-0.210272424,0
764,2,59,0.968641162,-0.031861054,0.995559491,0.995559605,1.13E-07,30.80838986,30.61625197,-0.192137885,0,-0.68307785,0.971246474,-1.654324323,0
765,4,93,0.406146079,-0.901042383,0.001892992,0.002155554,0.000262562,-5.97216258,-6.112914323,-0.140751743,0,0.989512314,0.994907141,-0.005394827,0
766,4,29,0.003121943,-5.769299572,0.996986126,0.99653241,-0.000453716,35.68651223,28.05065106,-7.63586117,3.16227766,0.887610717,0.843750984,0.043859733,1
767,3,43,0.001,-6.907755279,0.992971743,0.992962818,-8.92E-06,17.6196834,17.54725901,-0.072424394,0,0.03143732,-0.094831475,0.126268795,0
768,4,17,0.002921503,-5.835656977,0.997606446,0.997666063,5.96E-05,59.00151109,55.39339954,-3.608111551,4.242640687,0.619262978,-0.194642847,0.813905825,1
769,2,87,0.025930611,-3.6523311,0.996669728,0.996878206,0.000208479,10.19361454,9.61914927,-0.574465272,0,-0.949595151,-0.932636016,-0.016959135,0
770,4,43,0.004976621,-5.303004059,0.991338261,0.972405717,-0.018932544,15.45634285,10.24465723,-5.211685616,4.472135955,-0.782967275,-0.782177701,-0.000789574,0
771,3,39,0.001313432,-6.635112072,0.996965329,0.996235483,-0.000729846,37.81288204,31.86511126,-5.94777078,3.16227766,0.588285044,0.589980181,-0.001695137,1
772,2,47,0.001,-6.907755279,0.986928531,0.987859483,0.000930952,19.07806611,14.34647159,-4.73159452,8.062257748,-0.123836072,-0.584427503,0.460591431,0
773,2,29,0.030583669,-3.487289122,0.98491525,0.972981479,-0.01193377,21.26460125,17.63172221,-3.632879041,2.236067977,-0.409508181,0.624367478,-1.03387566,1
774,4,53,0.001,-6.907755279,0.05713721,0.048137956,-0.008999253,-6.508613457,-6.788203613,-0.279590156,0,0.699760864,0.944613729,-0.244852864,0
775,2,77,0.010126035,-4.592645476,0.084037423,0.021347865,-0.062689557,-2.491876358,-5.190724536,-2.698848179,3.605551275,-0.994492678,-0.66298652,-0.331506158,0
776,2,13,0.001,-6.907755279,0.993085068,0.992465777,-0.000619291,26.93150976,23.00253452,-3.928975246,7.280109889,-0.713667943,-0.409640374,-0.304027569,0
777,2,13,0.001,-6.907755279,0.88427649,0.721456622,-0.162819869,8.543580772,4.657299986,-3.886280786,8.246211251,0.902431996,0.934421904,-0.031989908,1
778,4,53,0.001,-6.907755279,0.453171598,0.331421026,-0.121750572,-0.32481453,-3.388422918,-3.063608387,1.414213562,-0.715083562,-0.75082868,0.035745118,1
779,2,59,0.057009928,-2.864529852,0.118244591,0.069953579,-0.048291012,-12.23153463,-26.19730165,-13.96576702,3,-0.97889268,0.71921575,-1.69810843,0
780,2,3,0.008837872,-4.728709134,0.993263948,0.993302132,3.82E-05,24.67601736,24.12942934,-0.54658802,0,0.1126907,-0.039035678,0.151726377,0
781,2,29,0.000976651,-6.931381568,0.986590801,0.986527778,-6.30E-05,19.89767126,19.041762,-0.855909253,3.16227766,0.981505107,-0.581793149,1.563298256,0
782,3,37,0.000932498,-6.97764353,0.996356372,0.995964812,-0.00039156,47.37160709,43.64652007,-3.725087022,3.16227766,-0.334186143,0.682771989,-1.016958132,0
783,4,21,0.001,-6.907755279,0.996572898,0.99636969,-0.000203208,40.93112995,34.58558647,-6.345543472,1.414213562,0.282205891,-0.597429946,0.879635837,1
784,2,37,0.001319029,-6.630859669,0.979652308,0.957916621,-0.021735688,11.64785629,10.42448887,-1.223367424,7.071067812,-0.851894497,0.640654384,-1.492548882,0
785,2,23,0.002447193,-6.012813521,0.991549199,0.974877388,-0.016671811,21.2356043,13.10196699,-8.13363731,1,-0.081090481,-0.100492794,0.019402313,1
786,2,103,0.001752703,-6.346596053,0.789437273,0.115398437,-0.674038836,4.115097013,-5.482329341,-9.597426354,2.236067977,-0.717291059,0.932141844,-1.649432903,0
787,4,41,0.000682044,-7.290416275,0.97179519,0.872433394,-0.099361796,16.41633085,6.855280388,-9.561050465,9.899494937,-0.780625598,-0.861087066,0.080461469,1
788,4,37,0.001,-6.907755279,0.996703133,0.998184025,0.001480892,62.74254364,55.94029334,-6.802250297,10.29563014,0.741225046,0.752403312,-0.011178266,0
789,4,97,0.001609975,-6.431536552,0.000997049,0.000880411,-0.000116638,-8.435322954,-9.287946415,-0.852623462,8.602325267,-0.991067233,-0.995516911,0.004449678,0
790,3,21,0.0015129,-6.493726713,0.996531849,0.996325907,-0.000205942,40.87036764,39.04386824,-1.826499399,5.830951895,0.371394532,-0.505902709,0.877297241,1
791,4,3,0.116579048,-2.14918571,0.996825214,0.996763643,-6.16E-05,43.14176658,42.38441059,-0.757355987,0,0.294662316,0.321650004,-0.026987688,0
792,2,43,0.005522354,-5.198951137,0.991357239,0.988120816,-0.003236423,19.47170047,17.6792585,-1.792441969,2.236067977,0.753730769,-0.896075268,1.649806038,0
