,Unnamed: 0,name,handi,move,shaperate,shapelog,wrbefore,wrafter,wrdiff,trbefore,trafter,trdiff,dist1b,ownbefore,ownafter,owndiff,trstbefore,trstafter,trstdiff,dist01,dist02,dist21,dist0b,dist2b,bdec30,wdec30,label
43,43,Yam05_Kob_0229_2,2,61,0.0005877884686924517,-7.439143421911847,0.0011014183393249775,0.001270490034856242,0.00016907169553126433,-19.251585832663054,-21.66425497320629,-2.412669140543233,2.23606797749979,-0.9705054986579577,-0.9822689477832518,0.011763449125294256,4.232043222455872,4.518965027320895,0.28692180486502306,2.8284271247461903,2.23606797749979,1.0,2.23606797749979,3.1622776601683795,0,0,2
44,44,Yam05_Kob_0229_2,2,41,0.0007402612827718258,-7.208507349259047,0.008931305368610087,0.004791465132490624,-0.004139840236119463,-9.814393014727893,-15.083026302219414,-5.268633287491522,5.385164807134505,-0.9665812223691476,-0.9515680776030796,-0.015013144766068074,7.563686946055478,7.950700988003527,0.3870140419480483,3.1622776601683795,3.6055512754639887,1.0,5.385164807134505,5.0990195135927845,0,1,2
45,45,Yam05_Kob_0229_2,2,15,0.001,-6.907755278982138,0.9099734134818228,0.7647442094354646,-0.1452292040463583,9.163740658332411,5.005595893042238,-4.1581447652901735,2.0,0.7201343632423636,0.935811221560172,-0.21567685831780847,14.255488094816206,13.68067113621299,-0.5748169586032148,5.0,5.0990195135927845,1.0,2.0,1.0,2,1,0
46,46,Yam05_Kob_0229_2,2,67,0.0005924199358560145,-7.4312948234427205,0.0005659860160646124,0.0006811129206861777,0.00011512690462156529,-19.91736680746907,-20.227025623364824,-0.3096588158957587,13.892443989449804,0.974582647279063,0.9531404086721496,0.0214422386069133,3.671106485505093,4.133734258597102,0.4626277730920108,2.23606797749979,2.0,1.0,13.892443989449804,14.422205101855955,0,1,2
47,47,Yam05_Kob_0229_2,2,23,0.006657950580120087,-5.011943562488259,0.6723961324811085,0.2834525494224107,-0.3889435830586978,3.6059953382600294,-3.6687580191142017,-7.274753357374233,3.0,0.9497446279570548,0.10044393552050096,0.8493006924365538,14.94738344490844,15.207906420930055,0.2605229760216137,3.1622776601683795,2.8284271247461903,1.4142135623730951,3.0,2.23606797749979,1,1,6
48,48,Yam05_Kob_0229_2,2,19,0.001,-6.907755278982138,0.8115813948313256,0.5976797591656433,-0.21390163566568232,5.982047672863983,2.2928542613631584,-3.6891934115008254,2.23606797749979,0.6099143460123401,0.7690652290967546,-0.1591508830844145,13.829185461927645,15.211067912834661,1.3818824509070158,2.0,2.8284271247461903,2.0,2.23606797749979,2.23606797749979,6,1,4
49,49,Yam05_Kob_0229_2,2,17,0.010032711550593376,-4.601904369517398,0.7994131771215052,0.7160656783545134,-0.08334749876699178,5.634793536440718,4.650466697658711,-0.9843268387820068,2.0,0.440958459333307,0.1593245827951592,0.2816338765381478,13.676133055273905,15.144577550714354,1.4684444954404476,1.0,1.4142135623730951,1.0,2.0,2.23606797749979,0,4,4
50,50,Yam05_Kob_0229_2,2,43,0.0010645525762811305,-6.845200684262223,0.009644511436785241,0.006500037955298299,-0.0031444734814869424,-10.389237655515476,-13.987144687185427,-3.5979070316699517,4.123105625617661,-0.962874780607344,-0.9555253165123656,-0.007349464094978386,6.7475134350693,7.9449244623086335,1.197411027239334,1.0,1.4142135623730951,1.0,4.123105625617661,4.47213595499958,0,0,2
51,51,Oon12_Sue_0329_12,2,31,0.007889702916145325,-4.842196798046776,0.9696281287655936,0.9016606922511676,-0.06796743651442616,11.512868429921634,9.95729712230599,-1.5555713076156437,9.486832980505136,0.7847302464830337,0.611769776134626,0.17296047034840767,13.318005381130376,15.164670899726946,1.8466655185965701,3.1622776601683795,5.0990195135927845,2.0,9.486832980505136,9.055385138137416,0,1,8
52,52,Oon12_Sue_0329_12,2,27,0.004080858547240496,-5.501447884457765,0.9732958985967652,0.954461650233255,-0.01883424836351011,13.179411460742084,11.22723995074456,-1.9521715099975232,7.6157731058639095,0.8603463576884193,0.12573946521297458,0.7346068924754448,14.28311018556216,14.044148994181235,-0.2389611913809251,4.0,3.0,1.0,7.6157731058639095,6.708203932499369,0,0,2
53,53,Oon12_Sue_0329_12,2,91,0.000785775831900537,-7.148839007357004,0.9943946713880534,0.9864744500197836,-0.007920221368269864,15.472122699723489,7.448071476564477,-8.02405122315901,1.0,-0.9402011626870193,-0.9190539523163274,-0.02114721037069189,7.490117525144306,7.325750659141164,-0.16436686600314232,5.830951894845301,6.708203932499369,1.0,1.0,0.0,0,0,7
