name,move,wrbefore,wrafter,wrdiff,trbefore,trafter,trdiff,label
Sat01_cho_0229_1,83,0.000820421,0.000607218,-0.000213203,-40.62904939,-42.14415041,-1.515101013,1
Sat07_cho_0302_1,51,0.012790295,0.006633041,-0.006157254,-18.46307608,-18.55253824,-0.08946216,1
Yas15_Sue_0328_15,11,0.996802022,0.994998225,-0.001803796,20.77791006,16.49314394,-4.284766118,1
Sat04_cho_0301_2,47,0.666329707,0.27491741,-0.391412298,1.225988723,-0.927004829,-2.152993551,1
Tak19_Sue_0330_1,85,0.994118563,0.994816909,0.000698346,4.953029492,5.011020434,0.057990942,1
Sat01_cho_0229_1,87,0.000572886,0.000553547,-1.93E-05,-37.48969557,-41.16602881,-3.676333234,1
Oon15_Sue_0329_15,105,0.430802235,0.434655889,0.003853654,-1.36967118,-1.201617736,0.168053445,1
Oon02_Kob_0329_2,91,0.002233363,0.002046474,-0.000186889,-4.597364534,-4.774104519,-0.176739985,1
Sat01_cho_0229_1,63,0.001898792,0.000896738,-0.001002054,-39.41469931,-47.61481337,-8.200114057,1
Yam04_Kob_0229_1,27,0.999810747,0.999836024,2.53E-05,62.62991391,64.58941953,1.95950562,1
Tak04_Sue_0328_4,7,0.996874004,0.996677457,-0.000196547,20.90469913,20.44797144,-0.456727688,1
Yas04_Kob_0328_4,31,0.994292411,0.993632809,-0.000659602,16.84267943,15.29553821,-1.547141212,1
Kat03_Sue_0326_3,17,0.999616185,0.999484261,-0.000131924,40.14104588,37.88058387,-2.260462004,1
Mas09_Sue_0328_3,13,0.999729635,0.999676504,-5.31E-05,43.27763634,40.53907276,-2.738563584,1
Sat14_Kob_0303_4,21,0.998823394,0.998760024,-6.34E-05,30.81333,28.78237253,-2.030957472,1
Oon01_cho_0329_1,43,0.997448165,0.997441446,-6.72E-06,43.40403172,41.18519785,-2.218833865,1
Tak06_Sue_0328_6,13,0.997362846,0.996617138,-0.000745708,19.70984918,18.65922802,-1.050621162,1
Mas02_Kob_0325_1,37,0.999618744,0.999604017,-1.47E-05,43.8050653,42.14440871,-1.660656584,1
Tak08_Kob_0329_1,23,0.997451489,0.998721898,0.001270409,23.12010222,30.45854182,7.338439592,1
Koi04_Sue_0328_4,23,0.996985696,0.996334018,-0.000651678,27.34588742,24.47474517,-2.871142249,1
Sat14_Kob_0303_4,97,0.047897859,0.023308534,-0.024589325,-0.588289201,-0.632625798,-0.044336597,1
Kat03_Sue_0326_3,33,0.999279132,0.99864515,-0.000633982,36.33761534,30.20493355,-6.132681793,1
Yas15_Sue_0328_15,49,0.765170616,0.751896218,-0.013274398,1.906050314,1.838817656,-0.067232658,1
Tak13_cho_0329_6,23,0.995277025,0.990393105,-0.00488392,21.15388551,15.84180472,-5.312080791,1
Sat01_Ike_0229_1,17,0.999383916,0.999328802,-5.51E-05,40.48121508,36.93247465,-3.54874043,1
Sat02_Ike_0229_2,19,0.999201852,0.999210756,8.90E-06,33.51296203,31.33687132,-2.176090706,1
Tak14_Kob_0329_7,3,0.999843699,0.99985205,8.35E-06,46.14493297,47.46887402,1.323941052,1
Yam04_cho_0229_1,19,0.999849454,0.999871465,2.20E-05,59.07447665,66.16249125,7.088014599,1
Tak19_Sue_0330_1,57,0.996580778,0.996791226,0.000210448,13.01620667,16.73472073,3.718514059,1
Tak14_Kob_0329_7,29,0.998179474,0.998420384,0.000240909,34.59686113,35.20043941,0.603578279,1
Sat09_Sue_0302_3,19,0.998923907,0.998383549,-0.000540358,28.88404846,20.98577052,-7.898277939,1
Tak07_cho_0328_7,93,0.999893444,0.999915599,2.22E-05,101.6670267,105.723059,4.056032295,1
Oon09_Sue_0329_9,31,0.943084645,0.870825922,-0.072258723,10.87242701,7.550764196,-3.321662818,1
Yam08_Kob_0301_2,19,0.999335145,0.999017143,-0.000318002,36.79381891,32.0954212,-4.698397707,1
Mas05_cho_0327_3,19,0.999796898,0.999708129,-8.88E-05,49.76377545,47.93115791,-1.832617536,1
Oon11_Kob_0329_11,77,0.918860185,0.919985488,0.001125302,7.338302717,7.281376309,-0.056926408,1
Oon10_cho_0329_10,69,0.853266916,0.848539087,-0.004727829,0.889024052,0.839691592,-0.04933246,1
Yam03_Sue_0223_3,77,0.999415045,0.999567558,0.000152513,22.16320854,31.91769072,9.754482176,1
Yas12_Sue_0328_12,9,0.996345374,0.996192037,-0.000153337,18.80910051,18.52029971,-0.2888008,1
Yas14_Kob_0328_14,59,0.998133556,0.998187368,5.38E-05,28.21550832,27.38023177,-0.835276547,1
Tak16_cho_0329_9,75,0.995658561,0.989392514,-0.006266047,18.37389608,11.96578344,-6.408112641,1
Sat01_cho_0229_1,85,0.000536818,0.000523953,-1.29E-05,-38.4261269,-40.74491778,-2.318790879,1
Oon09_Sue_0329_9,59,0.006207408,0.00192034,-0.004287068,-17.97593927,-17.5928224,0.383116863,1
Yas08_Kob_0328_8,119,0.9687453,0.968067351,-0.000677949,6.272875504,5.734775547,-0.538099957,1
Tak14_Kob_0329_7,37,0.858115944,0.970752292,0.112636348,5.680788499,10.54227376,4.86148526,1
Oon15_Sue_0329_15,111,0.917399609,0.056384313,-0.861015296,1.179751381,-1.933287931,-3.113039312,1
Sat11_Kob_0303_1,101,0.000377163,0.000377929,7.66E-07,-37.20084036,-38.17141258,-0.970572217,1
Oon10_cho_0329_10,91,0.273672031,0.271053468,-0.002618563,-0.857453401,-0.870036737,-0.012583336,1
Oon02_Kob_0329_2,57,0.011516652,0.010692345,-0.000824306,-5.355528283,-7.98919975,-2.633671467,1
Sat14_Kob_0303_4,15,0.998683406,0.998659651,-2.38E-05,30.1676013,29.84738931,-0.320211989,1
Yas04_Kob_0328_4,21,0.995750119,0.994890497,-0.000859622,20.02049227,18.49331963,-1.527172639,1
Sat04_cho_0301_2,3,0.999668177,0.999640245,-2.79E-05,40.99756304,40.26543771,-0.732125325,1
Tak18_Kob_0329_11,25,0.998639927,0.998510829,-0.000129098,31.47906644,28.62113643,-2.857930011,1
Yas04_cho_0328_4,91,0.032126573,0.021163714,-0.010962859,-3.76666075,-7.822763529,-4.056102779,1
Yam15_Sue_0316_4,39,0.93697472,0.806376784,-0.130597936,11.36454545,4.100731027,-7.263814418,1
Yas04_cho_0328_4,25,0.995542776,0.995345017,-0.00019776,19.5646253,18.93942128,-0.625204014,1
Sat02_Ike_0229_2,13,0.999463737,0.999499415,3.57E-05,36.67788948,35.47609063,-1.201798853,1
Sat07_cho_0302_1,65,0.007016153,0.005305152,-0.001711001,-8.486791507,-9.008653732,-0.521862225,1
Yas15_Sue_0328_15,21,0.994270847,0.992721562,-0.001549285,17.01570981,15.58769996,-1.42800985,1
Tak16_cho_0329_9,107,0.817260872,0.820474583,0.003213711,0.515470016,0.462287451,-0.053182565,1
Koi02_Kob_0328_2,23,0.997895955,0.997765139,-0.000130816,23.03564873,22.25141016,-0.784238576,1
Oon02_Kob_0329_2,101,0.000261644,0.000569232,0.000307588,-3.802665979,-3.894052084,-0.091386105,1
Sat15_Sue_0304_1,49,0.381541677,0.37383428,-0.007707397,-0.815064101,-0.887694849,-0.072630748,1
Oon05_Kob_0329_5,5,0.997091908,0.996899155,-0.000192753,20.74286348,20.15931036,-0.583553117,1
Oon09_Sue_0329_9,9,0.997452913,0.99667562,-0.000777293,21.80884659,20.48610928,-1.322737313,1
Tak04_Sue_0328_4,77,0.997415962,0.997595761,0.000179799,29.26631554,27.09877202,-2.167543518,1
Mas08_Sue_0328_2,27,0.999311568,0.99913031,-0.000181258,40.28954848,36.85107073,-3.43847775,1
Yas08_Kob_0328_8,3,0.997020513,0.99676004,-0.000260474,19.69335144,18.89259985,-0.80075159,1
Tak04_cho_0328_4,79,0.997578928,0.99764452,6.56E-05,27.05131337,24.47203441,-2.57927896,1
Tak16_cho_0329_9,41,0.896264401,0.896409137,0.000144736,4.235930319,4.202096048,-0.033834271,1
Yas04_Kob_0328_4,63,0.897837281,0.50683473,-0.391002551,5.598914782,-0.3942154,-5.993130182,1
Yam12_Sue_0316_1,103,0.001279575,0.001067279,-0.000212296,-7.637166643,-7.68459471,-0.047428067,1
Yas04_Sue_0328_4,27,0.99691465,0.995561587,-0.001353063,21.47627997,19.64915397,-1.827125998,1
Tak13_cho_0329_6,61,0.009766842,0.003775096,-0.005991746,-12.83556754,-14.42893371,-1.593366164,1
Sat11_Kob_0303_1,49,0.003120454,0.002828207,-0.000292247,-12.23738799,-15.39437429,-3.1569863,1
Sat01_Ike_0229_1,131,0.00051646,0.000547536,3.11E-05,-20.64162562,-21.78821871,-1.146593086,1
Sat04_Sue_0301_2,5,0.999727956,0.99970718,-2.08E-05,42.3618046,41.75298468,-0.608819919,1
Oon10_cho_0329_10,103,0.984587727,0.95536492,-0.029222807,1.458981698,0.521690072,-0.937291626,1
Sat08_Kob_0302_2,15,0.999598562,0.999593901,-4.66E-06,40.79676225,39.7893992,-1.007363048,1
Kat01_cho_0323_1,9,0.999750661,0.999755851,5.19E-06,45.32280527,42.51029146,-2.812513819,1
Yas04_cho_0328_4,93,0.043324776,0.005899447,-0.037425329,-10.41073736,-5.957457809,4.453279549,1
Tak14_Kob_0329_7,41,0.471064114,0.983034341,0.511970227,-0.478470733,11.15095694,11.62942768,1
Tak17_cho_0329_10,41,0.997020059,0.999228458,0.0022084,18.94820316,32.05044966,13.10224649,1
Koi03_Sue_0328_3,9,0.997512475,0.996499964,-0.001012511,22.11204463,19.61659884,-2.495445789,1
Yas14_Kob_0328_14,33,0.998129011,0.998733695,0.000604684,30.36217714,28.64109261,-1.72108453,1
Yas04_Sue_0328_4,35,0.994443478,0.994367367,-7.61E-05,15.9850818,14.99774981,-0.987331992,1
Oon11_Kob_0329_11,23,0.998622412,0.998199893,-0.00042252,24.49411479,22.56661065,-1.927504142,1
Sat17_cho_0304_3,63,0.005929042,0.005079536,-0.000849506,-5.233689668,-5.65543252,-0.421742852,1
Yas16_cho_0328_16,95,0.00838795,0.006876929,-0.001511021,-3.37923987,-4.180844788,-0.801604918,1
Sat15_Sue_0304_1,77,0.015675882,0.014393771,-0.001282111,-20.74041859,-20.57506447,0.165354128,1
Oon14_Kob_0329_14,35,0.997466316,0.997270351,-0.000195965,23.67481021,23.0384615,-0.636348709,1
Sat11_Kob_0303_1,61,0.001488446,0.001441294,-4.72E-05,-17.95973656,-21.27440769,-3.314671131,1
Sat02_Kob_0229_2,61,0.436958573,0.438110068,0.001151495,-0.367439673,-0.357186428,0.010253245,1
Tak20_Kob_0330_2,79,0.020241026,0.006760932,-0.013480095,-5.002185138,-6.608344235,-1.606159097,1
Tak01_cho_0328_1,17,0.999816738,0.999816834,9.57E-08,59.10326141,57.86106446,-1.24219695,1
Sat02_Kob_0229_2,43,0.989582628,0.959583242,-0.029999386,14.91398951,8.189337723,-6.724651786,1
Oon11_Kob_0329_11,99,0.947432043,0.941961188,-0.005470856,1.516085818,1.879798814,0.363712996,1
Sat14_Kob_0303_4,57,0.990375088,0.941726263,-0.048648825,5.723373491,2.735767859,-2.987605632,1
Sat14_Kob_0303_4,69,0.101514313,0.028868846,-0.072645467,-2.087108986,-3.449341614,-1.362232628,1
Tak19_Sue_0330_1,73,0.996851742,0.996407195,-0.000444548,10.41996539,46.75334077,36.33337537,1
Sat11_Kob_0303_1,103,0.000370238,0.000342867,-2.74E-05,-35.21090411,-52.98561208,-17.77470797,1
Oon09_Sue_0329_9,27,0.921080173,0.925223779,0.004143606,8.529101353,10.00923583,1.480134476,1
Mas01_cho_0322_1,41,0.993076982,0.977519195,-0.015557788,23.24746459,15.50566043,-7.741804156,1
Tak13_cho_0329_6,43,0.254314046,0.260886108,0.006572061,-2.449752333,-2.388886326,0.060866007,1
Oon04_Sue_0329_4,111,0.996483241,0.996196937,-0.000286305,15.88668913,14.21621919,-1.670469944,1
Sat16_cho_0304_2,95,0.001901002,0.003201815,0.001300813,-9.41272775,-11.40554801,-1.992820263,1
Yam04_Sue_0229_1,25,0.999822204,0.999838607,1.64E-05,57.90505775,63.94398772,6.038929969,1
Tak12_Sue_0329_5,7,0.999839541,0.999874774,3.52E-05,49.53223185,51.87823951,2.34600766,1
Yas04_Sue_0328_4,127,0.000382511,0.000486504,0.000103992,-4.00818662,-4.324023867,-0.315837247,1
Tak15_Sue_0329_8,73,0.9979253,0.997267062,-0.000658238,24.0954855,20.13543455,-3.960050958,1
Tak10_cho_0329_3,65,0.993339787,0.987920659,-0.005419128,8.638692531,5.752998362,-2.885694169,1
Tak20_Kob_0330_2,83,0.008840702,0.003601764,-0.005238938,-6.327151395,-8.120760597,-1.793609203,1
Sat02_Kob_0229_2,45,0.996639042,0.956144283,-0.040494759,11.0174009,6.68424543,-4.333155471,1
Oon05_Kob_0329_5,65,0.992588661,0.96983317,-0.022755491,14.97071111,12.00079251,-2.969918594,1
Mas05_cho_0327_3,1,0.999867919,0.999856857,-1.11E-05,50.78507321,48.52764161,-2.257431601,1
Yas15_Sue_0328_15,89,0.027179441,0.020590281,-0.00658916,-2.918233976,-3.174895157,-0.256661181,1
Tak04_Sue_0328_4,63,0.994295199,0.995018162,0.000722963,18.51206331,16.98001736,-1.532045947,1
Tak19_Sue_0330_1,41,0.951576092,0.947334873,-0.004241219,9.644246734,8.995385646,-0.648861088,1
Tak13_cho_0329_6,83,0.008220896,0.005879743,-0.002341152,-12.90747223,-23.82793761,-10.92046539,1
Tak17_cho_0329_10,55,0.998349652,0.999270584,0.000920932,21.28893861,39.01567691,17.7267383,1
Tak15_Sue_0329_8,23,0.996756648,0.996836387,7.97E-05,20.95563764,21.10692537,0.151287727,1
Sat04_Sue_0301_2,59,0.038521386,0.034263043,-0.004258343,-3.339276251,-3.366460613,-0.027184362,1
Yam15_Sue_0316_4,9,0.999629725,0.999565092,-6.46E-05,40.99828381,39.42693152,-1.571352293,1
Oon05_Kob_0329_5,85,0.995812105,0.133091541,-0.862720564,11.63462423,-12.1381603,-23.77278453,1
Yam12_Sue_0316_1,87,0.002061247,0.00187866,-0.000182587,-6.647305055,-8.096828458,-1.449523403,1
Kat03_Sue_0326_3,53,0.122227615,0.085359863,-0.036867751,-7.225689858,-8.353138574,-1.127448715,1
Tak10_cho_0329_3,17,0.998034628,0.996552905,-0.001481723,22.42539344,17.70802213,-4.717371305,1
Tak09_Sue_0329_2,73,0.998707863,0.99838488,-0.000322983,42.40011713,38.40141068,-3.99870645,1
Tak04_Sue_0328_4,23,0.996288514,0.996167092,-0.000121421,20.30993784,19.21742739,-1.092510454,1
Sat01_cho_0229_1,109,0.000598882,0.000567801,-3.11E-05,-24.81868966,-25.15854497,-0.339855306,1
Yas02_Kob_0328_2,9,0.996975997,0.996873371,-0.000102626,20.54170667,20.02369438,-0.518012295,1
Sat14_Kob_0303_4,47,0.996144482,0.995453695,-0.000690787,19.81316117,18.94226493,-0.870896239,1
Yam03_Sue_0223_3,65,0.999454914,0.999515965,6.11E-05,31.28483647,31.81203362,0.527197159,1
Sat07_cho_0302_1,25,0.995188566,0.989692145,-0.005496421,22.49753058,17.18596197,-5.311568609,1
Sat07_cho_0302_1,83,0.001028069,0.001060882,3.28E-05,-6.769157669,-6.927008239,-0.15785057,1
Tak16_cho_0329_9,37,0.931642339,0.893505041,-0.038137299,5.34210025,4.064958994,-1.277141255,1
Sat02_Ike_0229_2,99,0.00051353,0.000565958,5.24E-05,-32.41745254,-33.92617293,-1.508720391,1
Sat05_Kob_0301_3,51,0.993493697,0.965649767,-0.02784393,42.07004324,11.89406557,-30.17597768,1
Koi03_Sue_0328_3,29,0.995968759,0.995582155,-0.000386604,18.50869517,17.96185734,-0.546837836,1
Yam10_cho_0301_4,51,0.996812955,0.996508688,-0.000304266,19.22865651,13.72457616,-5.504080355,1
Tak15_Sue_0329_8,83,0.997972191,0.997709329,-0.000262862,19.73184174,18.45778387,-1.274057867,1
Yas07_cho_0328_7,59,0.997329496,0.997232516,-9.70E-05,22.59182449,21.88817813,-0.703646353,1
Yam12_Sue_0316_1,15,0.999083768,0.998894193,-0.000189575,33.03543135,29.13367598,-3.901755368,1
Sat01_cho_0229_1,125,0.000567123,0.000498192,-6.89E-05,-22.24107102,-22.61976066,-0.378689638,1
Oon10_cho_0329_10,71,0.849840897,0.839704261,-0.010136636,0.852134645,0.728875224,-0.123259421,1
Sat14_Kob_0303_4,87,0.020329985,0.0165803,-0.003749686,-1.621747884,-1.691015147,-0.069267263,1
Tak15_Sue_0329_8,87,0.998302558,0.996247608,-0.00205495,19.4263227,16.55840668,-2.867916014,1
Sat08_Kob_0302_2,9,0.99957299,0.999563267,-9.72E-06,40.66750431,37.74172292,-2.925781386,1
Tak07_cho_0328_7,41,0.999590966,0.999718311,0.000127345,72.94213244,85.64993196,12.70779952,1
Yas07_cho_0328_7,69,0.998316078,0.998792136,0.000476058,48.58255491,32.83299234,-15.74956258,1
Oon04_Sue_0329_4,91,0.813816849,0.796399041,-0.017417808,3.930340754,3.863208438,-0.067132316,1
Sat07_cho_0302_1,41,0.50936498,0.132870347,-0.376494632,0.182045566,-8.13247875,-8.314524316,1
Tak07_cho_0328_7,3,0.99970055,0.999882097,0.000181547,41.46327515,53.26023494,11.79695979,1
Tak11_Kob_0329_4,61,0.998056862,0.998578303,0.00052144,63.81762122,71.68384307,7.866221843,1
Tak15_Sue_0329_8,65,0.996391369,0.996663176,0.000271807,20.35056012,19.75023889,-0.600321233,1
Kat01_cho_0323_1,17,0.999636621,0.99962297,-1.37E-05,42.66999625,41.91576556,-0.754230681,1
Tak10_cho_0329_3,3,0.996975111,0.996724932,-0.000250179,19.41381737,18.91829813,-0.495519238,1
Mas04_Sue_0327_2,9,0.999889506,0.999830712,-5.88E-05,54.11682836,52.96952882,-1.147299532,1
Tak08_Kob_0329_1,11,0.998698431,0.999268474,0.000570042,26.90778262,33.70734598,6.799563355,1
Mas09_Sue_0328_3,35,0.998604621,0.997895328,-0.000709293,47.44396961,45.76019645,-1.68377316,1
Yam06_Sue_0229_3,57,0.002418611,0.001258711,-0.0011599,-16.91111137,-18.36422188,-1.453110511,1
Yam04_Kob_0229_1,25,0.999809219,0.999839156,2.99E-05,58.09834915,63.93902822,5.84067907,1
Oon15_Sue_0329_15,17,0.997543499,0.997132015,-0.000411484,21.77181203,20.54668672,-1.225125314,1
Sat15_Sue_0304_1,55,0.655086596,0.650808679,-0.004277917,2.349653382,2.3596869,0.010033517,1
Mas01_cho_0322_1,1,0.999852268,0.999821066,-3.12E-05,47.3299247,45.27792361,-2.052001092,1
Oon02_Kob_0329_2,31,0.870377221,0.744964231,-0.12541299,3.455290279,1.449768927,-2.005521352,1
Kat03_Sue_0326_3,39,0.996898491,0.99869642,0.001797929,25.45658491,21.61366514,-3.84291977,1
Tak08_Kob_0329_1,121,0.999418035,0.999576482,0.000158447,43.53108202,94.71861835,51.18753633,1
Tak13_cho_0329_6,7,0.997814087,0.997182259,-0.000631827,22.11357239,20.24793099,-1.865641401,1
Tak12_Sue_0329_5,55,0.998088713,0.999772662,0.001683948,73.1662093,86.99950467,13.83329537,1
Yas06_Sue_0328_6,13,0.997200141,0.996828752,-0.000371389,20.11929168,19.22558752,-0.893704157,1
Oon10_cho_0329_10,109,0.994970632,0.993657469,-0.001313163,1.494070152,1.460633107,-0.033437045,1
Yam04_Kob_0229_1,73,0.999632661,0.999590133,-4.25E-05,59.72851284,86.60533985,26.87682701,1
Tak04_cho_0328_4,69,0.995488933,0.996071107,0.000582174,17.41185877,15.71593473,-1.695924041,1
Sat15_Sue_0304_1,63,0.248186009,0.216792507,-0.031393502,-1.183389644,-1.415867431,-0.232477787,1
Yam09_Sue_0301_3,9,0.99969579,0.999675548,-2.02E-05,43.7888161,40.94638498,-2.842431123,1
Oon04_cho_0329_4,49,0.553990784,0.513240475,-0.040750309,1.207490498,0.137037971,-1.070452527,1
Tak16_cho_0329_9,15,0.991164322,0.981927406,-0.009236916,11.8117439,9.369469094,-2.44227481,1
Sat01_Ike_0229_1,81,0.000559578,0.000495784,-6.38E-05,-44.16008464,-44.11291491,0.047169724,1
Oon04_Kob_0329_4,99,0.95701294,0.954013435,-0.002999505,6.221852386,5.519953269,-0.701899116,1
Oon05_Kob_0329_5,53,0.99260563,0.992342849,-0.000262781,15.30195249,14.49924871,-0.802703775,1
Sat01_cho_0229_1,103,0.000573313,0.000524074,-4.92E-05,-26.91495231,-29.76646961,-2.851517301,1
Sat02_Kob_0229_2,67,0.025434766,0.007103498,-0.018331269,-16.8513829,-13.7797477,3.071635196,1
Koi02_Kob_0328_2,31,0.996442321,0.994982985,-0.001459336,19.73235825,18.83349833,-0.898859923,1
Mas08_Sue_0328_2,21,0.999477793,0.999530335,5.25E-05,43.68269082,41.84453764,-1.838153184,1
Tak04_Sue_0328_4,57,0.989166373,0.990504414,0.001338041,17.19517203,16.97636714,-0.218804897,1
Tak09_Sue_0329_2,69,0.998559291,0.998559438,1.47E-07,40.92683666,39.96932616,-0.957510505,1
Yam08_Kob_0301_2,113,0.001490294,0.000721892,-0.000768402,-11.19001039,-11.47251757,-0.282507186,1
Mas04_cho_0327_2,21,0.999770201,0.999719453,-5.07E-05,54.63784866,49.95776842,-4.680080243,1
Sat17_cho_0304_3,67,0.009551508,0.00425128,-0.005300228,-3.605429877,-4.533677453,-0.928247575,1
Sat01_cho_0229_1,67,0.001197029,0.001000928,-0.000196101,-42.29072968,-49.20325585,-6.912526164,1
Tak04_cho_0328_4,33,0.995116577,0.996120004,0.001003427,18.34393113,14.41490411,-3.929027019,1
Tak20_Kob_0330_2,71,0.037094459,0.026657227,-0.010437232,-4.7445541,-5.312259074,-0.567704974,1
Tak15_Sue_0329_8,91,0.998361996,0.996332298,-0.002029698,20.43319449,19.0983586,-1.334835881,1
Sat09_Sue_0302_3,45,0.99132307,0.984906937,-0.006416133,10.97115993,8.095845417,-2.875314514,1
Sat15_Sue_0304_1,87,0.004478594,0.001937125,-0.002541469,-54.30168578,-59.48123184,-5.179546057,1
Yas07_cho_0328_7,33,0.997242893,0.995980173,-0.00126272,24.06250777,20.05528861,-4.007219154,1
Sat04_cho_0301_2,81,0.002798778,0.002844189,4.54E-05,-5.930016418,-7.384799309,-1.454782891,1
Yas07_cho_0328_7,29,0.997363553,0.996863354,-0.000500199,23.32868453,21.25757467,-2.071109863,1
Yam04_Sue_0229_1,33,0.999862207,0.999837251,-2.50E-05,61.98163504,65.56742704,3.585792004,1
Oon16_cho_0329_16,119,0.645625929,0.445440436,-0.200185492,0.050911376,-0.707534114,-0.75844549,1
Yas20_Sue_0328_20,29,0.983171365,0.948352346,-0.034819019,12.44002902,7.93204369,-4.507985335,1
Tak19_Sue_0330_1,79,0.996328876,0.996616486,0.000287611,8.915085382,18.76338974,9.848304357,1
Sat08_Kob_0302_2,115,0.001169447,0.001020307,-0.000149141,-6.193663187,-29.13237229,-22.9387091,1
Yas04_Sue_0328_4,117,0.000686186,0.002605307,0.001919121,-4.526659803,-4.993131401,-0.466471598,1
Tak17_cho_0329_10,3,0.999516077,0.999643221,0.000127144,35.52468281,39.05356503,3.528882221,1
Sat09_Sue_0302_3,65,0.994252695,0.992834051,-0.001418644,6.767732943,6.356065088,-0.411667856,1
Oon02_Kob_0329_2,21,0.985944712,0.981044761,-0.004899951,11.09321797,8.056821974,-3.036395999,1
Yas08_Kob_0328_8,125,0.996608603,0.995116011,-0.001492591,11.82359839,9.103422631,-2.720175764,1
Sat10_cho_0302_4,93,0.000631806,0.000497554,-0.000134252,-48.72905161,-52.61667867,-3.887627061,1
Yas16_cho_0328_16,83,0.007299736,0.005078228,-0.002221508,-4.766539319,-5.049171277,-0.282631958,1
Tak08_Kob_0329_1,81,0.998953999,0.999146162,0.000192163,32.82437105,32.64439887,-0.179972185,1
Koi04_Sue_0328_4,5,0.996765732,0.995853523,-0.000912209,19.12049418,18.59540083,-0.525093354,1
Sat10_cho_0302_4,121,6.11E-05,6.08E-05,-2.94E-07,-100.7114596,-100.7293339,-0.01787435,1
Sat04_cho_0301_2,95,0.002035658,0.002997667,0.000962009,-7.959873419,-17.18820744,-9.22833402,1
Sat07_cho_0302_1,19,0.99843732,0.998092836,-0.000344484,29.30039659,29.03669919,-0.263697401,1
Sat13_cho_0303_3,29,0.990613813,0.990729597,0.000115784,25.83282026,25.7567146,-0.076105657,1
Yas04_Kob_0328_4,123,0.000270058,0.000949364,0.000679306,-4.382724576,-4.557785727,-0.175061152,1
Tak12_Sue_0329_5,45,0.999777344,0.999734319,-4.30E-05,77.5902588,82.38050114,4.790242338,1
Yas06_Sue_0328_6,65,0.702316814,0.69567066,-0.006646154,3.05501466,2.859852164,-0.195162497,1
Yas04_Kob_0328_4,45,0.992969241,0.975240191,-0.01772905,20.34925706,10.64566955,-9.703587511,1
Sat13_cho_0303_3,37,0.020157636,0.006051081,-0.014106555,-19.70029412,-21.55792824,-1.857634125,1
Sat13_cho_0303_3,7,0.999718453,0.999586831,-0.000131622,43.58441928,38.82589987,-4.758519409,1
Tak04_Kob_0328_4,33,0.995093225,0.996148807,0.001055582,18.36646922,14.43680697,-3.929662244,1
Tak17_cho_0329_10,49,0.996303854,0.998634577,0.002330723,18.9575398,29.6342749,10.6767351,1
Tak16_cho_0329_9,103,0.989170929,0.733765738,-0.255405192,3.264734396,0.176551237,-3.088183159,1
Mas02_Kob_0325_1,23,0.999695552,0.999730656,3.51E-05,49.4088827,46.55797053,-2.850912166,1
Oon15_Sue_0329_15,73,0.939622657,0.933500962,-0.006121695,3.021540434,2.867927851,-0.153612583,1
Oon07_cho_0329_7,53,0.981200996,0.980023111,-0.001177885,10.46112291,10.22267745,-0.238445463,1
Tak04_Sue_0328_4,15,0.995822636,0.996283102,0.000460466,23.00317706,17.9514257,-5.051751362,1
Koi04_Sue_0328_4,47,0.629715671,0.166110416,-0.463605255,0.968848271,-4.420421722,-5.389269993,1
Sat15_Sue_0304_1,3,0.999602823,0.999582801,-2.00E-05,41.34949688,40.78738962,-0.562107263,1
Sat04_Sue_0301_2,75,0.026544819,0.009362018,-0.017182802,-3.002219319,-3.861256381,-0.859037062,1
Yam12_Sue_0316_1,63,0.147122926,0.01320988,-0.133913046,-2.120289395,-4.441979908,-2.321690513,1
Tak10_cho_0329_3,43,0.992915394,0.989417389,-0.003498005,9.063169299,8.274245401,-0.788923897,1
Sat05_Kob_0301_3,81,0.016164059,0.006201308,-0.009962751,-7.772682741,-8.52367504,-0.750992299,1
Oon03_Sue_0329_3,27,0.991424743,0.989985034,-0.001439708,13.48343967,13.00662788,-0.476811788,1
Sat08_Kob_0302_2,7,0.999636592,0.999631153,-5.44E-06,39.76688102,39.08201066,-0.68487036,1
Sat13_cho_0303_3,103,0.000736486,0.000664535,-7.20E-05,-31.86452451,-32.52828569,-0.66376118,1
Tak07_cho_0328_7,63,0.999766485,0.999774733,8.25E-06,107.3391699,108.5970475,1.257877532,1
Sat08_Kob_0302_2,31,0.998946566,0.998987352,4.08E-05,41.89067153,40.23297735,-1.657694182,1
Sat10_cho_0302_4,103,0.000723217,0.000521016,-0.000202201,-49.15570313,-51.9502172,-2.794514076,1
Yas12_Sue_0328_12,61,0.996738924,0.997554959,0.000816035,14.21438909,11.12363817,-3.09075092,1
Oon11_Kob_0329_11,59,0.842319216,0.740377342,-0.101941874,6.019332944,3.42552911,-2.593803833,1
Sat12_Sue_0303_2,71,0.001864465,0.00334948,0.001485015,-26.5352588,-41.43644692,-14.90118812,1
Yam01_cho_0223_1,3,0.991438288,0.979038459,-0.012399828,14.00132444,10.52968951,-3.471634929,1
Tak19_Sue_0330_1,61,0.9979374,0.997706233,-0.000231167,14.5308032,16.87607894,2.345275734,1
Koi02_Kob_0328_2,29,0.996687587,0.995194611,-0.001492976,20.00453458,18.20998561,-1.794548965,1
Yam10_cho_0301_4,37,0.999074416,0.999171141,9.67E-05,23.78868324,23.08797132,-0.70071192,1
