,name,move,wr,tr
94,Mas04_cho_0327_2,10,0.9998267517123531,52.89379732912673
95,Mas04_cho_0327_2,18,0.9997810660488284,51.886753296060775
96,Mas04_cho_0327_2,7,0.9999055018094953,55.81141616726293
97,Mas04_cho_0327_2,9,0.9998837786427628,54.12810007076354
98,Yas02_Kob_0328_2,41,0.9901081314398403,17.009833660280908
99,Yas02_Kob_0328_2,87,0.9957514267562912,40.466188571004366
100,Yas02_Kob_0328_2,18,0.9903838450562892,14.775258958729067
101,Yas02_Kob_0328_2,8,0.9966417022215284,19.72211861611904
102,Yas02_Kob_0328_2,88,0.9938410165601843,32.35036628420355
103,Yas02_Kob_0328_2,59,0.9856851313864483,25.038876071069293
104,Yas02_Kob_0328_2,5,0.9975011986298099,21.431233097521964
105,Yas02_Kob_0328_2,60,0.9743995548280833,18.3134509365881
106,Yas02_Kob_0328_2,7,0.9975793729771911,22.106552234153767
107,Yas02_Kob_0328_2,42,0.9903550397201825,16.10407738142524
108,Yas02_Kob_0328_2,17,0.9973094484242722,21.67350440262103
109,Yas02_Kob_0328_2,6,0.9972671539222577,20.454806192168952
110,Oon14_Kob_0329_14,29,0.998421786368952,25.56233928818361
111,Oon14_Kob_0329_14,30,0.9969911765674342,22.152307058413538
112,Oon14_Kob_0329_14,54,0.9897503300651763,21.39689803810551
113,Oon14_Kob_0329_14,58,0.9964656965276475,22.575235705247316
114,Oon14_Kob_0329_14,62,0.9778186212573634,18.528406955268512
115,Oon14_Kob_0329_14,61,0.9965064854901797,22.699559846699554
116,Oon14_Kob_0329_14,53,0.9984090369069278,27.549960625803944
117,Oon14_Kob_0329_14,57,0.997600683164832,25.818506872801198
118,Oon14_Kob_0329_14,31,0.9980131156315635,24.347120662040762
119,Oon14_Kob_0329_14,32,0.9971581526328319,23.298901995557713
120,Yam10_cho_0301_4,30,0.9984309422866231,25.17020243589801
121,Yam10_cho_0301_4,2,0.9996970277301747,42.717453179913555
122,Yam10_cho_0301_4,24,0.9988722396086755,28.99705801735811
123,Yam10_cho_0301_4,5,0.9997552237787992,46.65500637025055
124,Yam10_cho_0301_4,21,0.9992198345713541,33.653589931524216
125,Yam10_cho_0301_4,29,0.9991594628962062,39.03603650255528
126,Yam10_cho_0301_4,41,0.9992974925473674,28.79188974345574
127,Yam10_cho_0301_4,57,0.9983615270981376,19.75390110438693
128,Yam10_cho_0301_4,44,0.9983845124478741,20.11228872078168
129,Yam10_cho_0301_4,58,0.9985241223697835,16.47865088831428
130,Yam10_cho_0301_4,42,0.9985127452873531,19.6772977390393
131,Yam10_cho_0301_4,6,0.9996190389098089,40.01860555578179
132,Yam10_cho_0301_4,23,0.9992798246208002,34.447776366968185
133,Yam10_cho_0301_4,43,0.9991302226054348,28.0553946920616
134,Yam10_cho_0301_4,22,0.9989358888957269,28.602385898272264
135,Yam10_cho_0301_4,1,0.9997843302935987,45.39700808251214
136,Sat05_Kob_0301_3,3,0.9997817795533197,44.676415427306445
137,Sat05_Kob_0301_3,8,0.9995090488996172,37.3472394660076
138,Sat05_Kob_0301_3,74,0.01335327080396631,-7.286203760094296
139,Sat05_Kob_0301_3,7,0.9996593679004153,41.58612782161654
140,Sat05_Kob_0301_3,34,0.9976769840358326,25.51094761071207
141,Sat05_Kob_0301_3,4,0.9996873696090707,41.74947306857012
142,Sat05_Kob_0301_3,44,0.9882616785250027,15.85494425416544
143,Sat05_Kob_0301_3,49,0.9949398866579345,40.79541882596209
144,Sat05_Kob_0301_3,22,0.9992621164003033,33.95167563866619
145,Sat05_Kob_0301_3,21,0.9996304681253536,42.45141163082025
146,Sat05_Kob_0301_3,11,0.9994947727403044,38.89376429408993
147,Sat05_Kob_0301_3,33,0.9979588772533062,25.663899483287217
148,Sat05_Kob_0301_3,48,0.9941520215639233,16.11777438256576
149,Sat05_Kob_0301_3,43,0.9929489923293501,22.317589983370315
150,Sat05_Kob_0301_3,60,0.9349100299887542,9.009046276759618
151,Sat05_Kob_0301_3,47,0.9924910780498336,19.49609208682229
152,Sat05_Kob_0301_3,73,0.9747484148101162,23.257098813584708
153,Sat05_Kob_0301_3,26,0.9985308133654842,27.20765217963108
154,Sat05_Kob_0301_3,42,0.9911581539546739,19.003424182271473
155,Sat05_Kob_0301_3,50,0.9874994261494472,13.589248093749157
156,Sat05_Kob_0301_3,25,0.9989340159018986,30.613226711164856
157,Sat05_Kob_0301_3,41,0.997529153800059,34.007822712406586
158,Sat05_Kob_0301_3,62,0.8460132579849087,6.876060883937229
159,Sat05_Kob_0301_3,12,0.9994879360135707,35.46729125829259
160,Sat05_Kob_0301_3,61,0.986750550292356,36.2105420871186
161,Sat05_Kob_0301_3,59,0.987723066872576,38.48924331491789
162,Yas13_cho_0328_13,15,0.9949887810775728,18.034291758321046
163,Yas13_cho_0328_13,79,0.002655342568628649,-37.88676662508114
164,Yas13_cho_0328_13,16,0.9895480159828998,15.189349107925718
165,Yas13_cho_0328_13,27,0.9199604417610452,7.420829835550393
166,Yas13_cho_0328_13,58,0.09326850379075435,-7.079681065615382
167,Yas13_cho_0328_13,62,0.03629353983442041,-9.083405236064314
168,Yas13_cho_0328_13,57,0.7081336090856749,3.223025962729657
169,Yas13_cho_0328_13,80,0.0021779064391731495,-40.926416277453576
170,Yas13_cho_0328_13,61,0.5809051133307578,0.9094942945315618
171,Yas13_cho_0328_13,28,0.8917976143972063,7.253318781782335
172,Yam04_Kob_0229_1,8,0.9998529022150291,53.59813544378812
173,Yam04_Kob_0229_1,18,0.9998845966407565,64.50835201003748
174,Yam04_Kob_0229_1,32,0.9998901328694091,69.66627456236394
175,Yam04_Kob_0229_1,19,0.9998292908704662,59.25456954568037
176,Yam04_Kob_0229_1,36,0.9997607561543282,54.48297023852206
177,Yam04_Kob_0229_1,7,0.9996142463879876,41.07982196611861
178,Yam04_Kob_0229_1,46,0.9997239075676484,75.9517525825665
179,Yam04_Kob_0229_1,20,0.9998719251671584,66.3360635931238
180,Yam04_Kob_0229_1,17,0.9998321507296115,56.4615443365716
181,Yam04_Kob_0229_1,35,0.999536729116625,53.61941907322824
182,Yam04_Kob_0229_1,31,0.9995360338970447,57.89467148894248
183,Yam04_Kob_0229_1,45,0.9995835286078314,54.745877250260335
184,Yam04_Kob_0229_1,37,0.9995769104748116,54.063889444642136
185,Yam04_Kob_0229_1,48,0.9996899999035483,79.07653316534365
186,Yam04_Kob_0229_1,47,0.9993170884208546,63.726834483174784
187,Yam04_Kob_0229_1,38,0.9997423995796411,58.533613828290044
188,Kat02_Kob_0326_2,30,0.9969133418217735,21.795849468968193
189,Kat02_Kob_0326_2,34,0.9887286474351951,10.70502062381358
190,Kat02_Kob_0326_2,21,0.9992131743894228,36.177053772514135
191,Kat02_Kob_0326_2,38,0.9720260472713467,7.3256036807805085
192,Kat02_Kob_0326_2,3,0.9998612998956546,50.181413452075404
193,Kat02_Kob_0326_2,7,0.9998559635508508,54.19570556305308
194,Kat02_Kob_0326_2,29,0.9988371906877289,32.349969203925355
195,Kat02_Kob_0326_2,47,0.8723133204452351,2.122434117591247
196,Kat02_Kob_0326_2,10,0.9996579713802687,42.36175527207947
197,Kat02_Kob_0326_2,13,0.9995993998285836,42.43412442986708
198,Kat02_Kob_0326_2,35,0.992815441514333,11.463820606192408
199,Kat02_Kob_0326_2,36,0.9735018814753723,8.394399558201044
200,Kat02_Kob_0326_2,19,0.9993070851968567,37.62812173896535
201,Kat02_Kob_0326_2,48,0.7055437050020463,3.978087766683272
202,Kat02_Kob_0326_2,11,0.9996956077859365,43.71169177639988
203,Kat02_Kob_0326_2,22,0.9989666086712171,30.32676629159678
204,Kat02_Kob_0326_2,20,0.9993672065181038,33.4663032408029
205,Kat02_Kob_0326_2,33,0.9943768790314369,16.51393991933755
206,Kat02_Kob_0326_2,9,0.9997966497664788,50.19989109924935
207,Kat02_Kob_0326_2,14,0.9995527145983225,38.178144687682554
208,Kat02_Kob_0326_2,12,0.999555001640398,39.32313976264564
209,Kat02_Kob_0326_2,8,0.9998033386075207,49.23415238866786
210,Kat02_Kob_0326_2,37,0.9860577690749741,12.31125105804234
211,Kat02_Kob_0326_2,4,0.9998256694070388,46.38685611933455
212,Yam07_cho_0301_1,29,0.9991352117866921,49.00040910554241
213,Yam07_cho_0301_1,30,0.9991141272053752,38.964753493884636
214,Yam07_cho_0301_1,28,0.9991725461598863,39.36920793934943
215,Yam07_cho_0301_1,54,0.09393412859247463,-4.339304040577007
216,Yam07_cho_0301_1,44,0.12865503353760066,-2.942392581625516
217,Yam07_cho_0301_1,36,0.9969453006648488,39.06464450920773
218,Yam07_cho_0301_1,35,0.9984465452323955,53.30004319789652
219,Yam07_cho_0301_1,24,0.9991246207048924,41.93109568508184
220,Yam07_cho_0301_1,53,0.3841001647261104,-0.06118207813793122
221,Yam07_cho_0301_1,23,0.999189832264506,45.332811090984336
222,Yam07_cho_0301_1,27,0.9990636776961769,46.1804029742805
223,Yam07_cho_0301_1,43,0.9270578520649521,4.544230989946956
224,Yam07_cho_0301_1,13,0.9996202567713472,46.1063969636497
225,Yam07_cho_0301_1,14,0.9994189964226072,40.46430255319243
226,Tak03_Sue_0328_3,6,0.9965992865840787,19.690959934915803
227,Tak03_Sue_0328_3,31,0.9855959882437133,11.23490476417074
228,Tak03_Sue_0328_3,17,0.9948627820833865,17.885034567092102
229,Tak03_Sue_0328_3,24,0.984540968663026,11.5220198140646
230,Tak03_Sue_0328_3,10,0.9949538689840332,17.23414397414361
231,Tak03_Sue_0328_3,9,0.9962873341382783,19.488742754203972
232,Tak03_Sue_0328_3,23,0.9945697668701932,18.254409147270284
233,Tak03_Sue_0328_3,18,0.9932865370637274,16.860279115729696
234,Tak03_Sue_0328_3,5,0.9974886872133788,21.262943716058206
235,Tak03_Sue_0328_3,32,0.8956730713932415,6.343010220341611
236,Oon16_cho_0329_16,25,0.9957136007936197,17.65730766180422
237,Oon16_cho_0329_16,49,0.994091256331179,15.32102540964572
238,Oon16_cho_0329_16,19,0.9956789922051748,19.451746540995142
239,Oon16_cho_0329_16,28,0.993630672154687,13.681958772001149
240,Oon16_cho_0329_16,26,0.9942625523369426,14.210290719503524
241,Oon16_cho_0329_16,51,0.9962753303766809,13.875287650844264
242,Oon16_cho_0329_16,20,0.9941720174636971,15.716998192460704
243,Oon16_cho_0329_16,52,0.9937149522790041,11.064043515330914
244,Oon16_cho_0329_16,58,0.994689487861588,7.856726928476197
245,Oon16_cho_0329_16,27,0.9955311709703094,15.077918140363588
246,Oon16_cho_0329_16,50,0.9963016217654059,12.430067846099897
247,Oon16_cho_0329_16,57,0.9964476134345998,9.12724458235398
248,Oon16_cho_0329_16,78,0.9424610114358424,1.21926882620222
249,Oon16_cho_0329_16,77,0.9895418647251986,3.5248826418058194
250,Yam13_cho_0316_2,39,0.9974399802191876,28.508377507289488
251,Yam13_cho_0316_2,26,0.9985012766278382,33.16846208655223
252,Yam13_cho_0316_2,20,0.9991880370750456,36.479149310323265
253,Yam13_cho_0316_2,25,0.9988662403668791,41.27959496407988
254,Yam13_cho_0316_2,42,0.06724834624704923,-4.619775306797249
255,Yam13_cho_0316_2,66,0.0018314990057543001,-14.784277372033012
256,Yam13_cho_0316_2,40,0.9976731204734562,27.647557851911284
257,Yam13_cho_0316_2,57,0.013000446916477615,-6.393388755733802
258,Yam13_cho_0316_2,30,0.9981139669975044,26.301734475960473
259,Yam13_cho_0316_2,41,0.9976128938885778,29.63914105175949
260,Yam13_cho_0316_2,4,0.9996592500234585,40.94110905017728
261,Yam13_cho_0316_2,48,0.014842136388553917,-7.965492379874317
262,Yam13_cho_0316_2,19,0.9993465200210226,40.471251649033874
263,Yam13_cho_0316_2,3,0.9997341446027654,43.93825011502113
264,Yam13_cho_0316_2,47,0.05275363372320363,-3.8003140895885497
265,Yam13_cho_0316_2,58,0.003033086234547233,-9.424544227737831
266,Yam13_cho_0316_2,29,0.9976054082218957,30.05571209465498
267,Yam13_cho_0316_2,65,0.00185118493449965,-12.306832953586383
268,Yas10_cho_0328_10,66,0.9915410877402584,42.22672395113959
269,Yas10_cho_0328_10,49,0.9974215866049748,37.36255282858461
270,Yas10_cho_0328_10,65,0.996137831314546,53.37207097207072
271,Yas10_cho_0328_10,59,0.9959189699831303,45.01635521800287
272,Yas10_cho_0328_10,63,0.9966841431294711,52.241621789064446
273,Yas10_cho_0328_10,39,0.9984936471568371,39.37962378800845
274,Yas10_cho_0328_10,47,0.9983519418916937,43.87402312574605
275,Yas10_cho_0328_10,68,0.993623076209682,44.5344429132585
276,Yas10_cho_0328_10,48,0.9972291973535864,36.53491227996947
277,Yas10_cho_0328_10,67,0.9953988428305486,46.38945428545887
278,Yas10_cho_0328_10,60,0.9941798410891727,43.533027149547436
279,Yas10_cho_0328_10,64,0.995640596911065,47.533443548313244
280,Yas10_cho_0328_10,40,0.9985161939512279,34.65062809580597
281,Yas10_cho_0328_10,50,0.9963983932928675,23.5439458069941
282,Tak10_cho_0329_3,35,0.9816555683796402,8.981423505386129
283,Tak10_cho_0329_3,94,0.9403631629744235,3.698425833723355
284,Tak10_cho_0329_3,57,0.9910421514085437,7.654112311888945
285,Tak10_cho_0329_3,36,0.976967816095198,6.54783309285203
286,Tak10_cho_0329_3,27,0.9955337793428449,17.118158633110642
287,Tak10_cho_0329_3,83,0.9935539937651265,14.082233922962125
288,Tak10_cho_0329_3,84,0.9519118171357384,1.5201746905534945
289,Tak10_cho_0329_3,92,0.947448232513252,7.022397543094445
290,Tak10_cho_0329_3,58,0.989750616795664,7.390233282690253
291,Tak10_cho_0329_3,28,0.9918408238310736,12.379324649110695
292,Tak10_cho_0329_3,91,0.9820122507673589,10.311228474272827
293,Tak10_cho_0329_3,93,0.9485859484135242,7.029172264058225
294,Sat01_Ike_0229_1,29,0.9984729552389585,34.00398479364686
295,Sat01_Ike_0229_1,28,0.9980787400362042,33.26508582370756
296,Sat01_Ike_0229_1,40,0.9265936862979094,10.089694395010305
297,Sat01_Ike_0229_1,30,0.9947641727542957,25.983914791324338
298,Sat01_Ike_0229_1,6,0.9994216220820134,37.37148812590292
299,Sat01_Ike_0229_1,5,0.9997293017565831,45.59582530930541
300,Sat01_Ike_0229_1,37,0.9960374975340743,28.507856853542037
301,Sat01_Ike_0229_1,52,0.007852063776320639,-22.047293472595143
302,Sat01_Ike_0229_1,42,0.48916022410159243,-0.17401680400118924
303,Sat01_Ike_0229_1,27,0.9991348241427858,41.80670226382898
304,Sat01_Ike_0229_1,57,0.016834221479829936,-16.830971961942062
305,Sat01_Ike_0229_1,58,0.0045927665398256545,-33.43927107156877
306,Sat01_Ike_0229_1,41,0.9291936597789969,10.239643263537838
307,Sat01_Ike_0229_1,51,0.06822699746029048,-12.23228764120076
308,Sat01_Ike_0229_1,39,0.9743289124682953,15.533150448185337
309,Sat01_Ike_0229_1,38,0.9710938362027535,15.175214696478676
310,Yam04_cho_0229_1,39,0.9997233590591335,55.28774178307996
311,Yam04_cho_0229_1,46,0.9997258199038843,76.01592638880412
312,Yam04_cho_0229_1,40,0.9997202541339147,56.129193865210226
313,Yam04_cho_0229_1,9,0.9998172647292304,47.4087133389934
314,Yam04_cho_0229_1,31,0.9998211879743961,57.69704459512627
315,Yam04_cho_0229_1,45,0.9995792695386911,54.7575758364313
316,Yam04_cho_0229_1,10,0.999843934855415,52.92475643386886
317,Yam04_cho_0229_1,17,0.9998321127793994,56.42311037441821
318,Yam04_cho_0229_1,23,0.9998764926633612,66.51317780089224
319,Yam04_cho_0229_1,54,0.9994767778820932,74.89868388684802
320,Yam04_cho_0229_1,24,0.9998850813942569,71.4649565217103
321,Yam04_cho_0229_1,18,0.9998857871488503,64.4281117569201
322,Yam04_cho_0229_1,32,0.9998904947437678,69.7053906186982
323,Yam04_cho_0229_1,53,0.9994148825573397,70.72350745926386
324,Oon12_Sue_0329_12,32,0.9167738344797925,10.516837970390872
325,Oon12_Sue_0329_12,92,0.9885936352247748,9.242725110578622
326,Oon12_Sue_0329_12,28,0.9623875264899204,8.979835255506542
327,Oon12_Sue_0329_12,13,0.9862460444098834,13.704183038221208
328,Oon12_Sue_0329_12,27,0.9777736641931402,10.273311409347162
329,Oon12_Sue_0329_12,31,0.973374678429664,9.632563338995165
330,Oon12_Sue_0329_12,91,0.9940794421554604,15.872598025798872
331,Oon12_Sue_0329_12,14,0.9761532005236108,12.88406897450555
332,Tak18_Kob_0329_11,60,0.9969266382659091,35.1556076434099
333,Tak18_Kob_0329_11,33,0.9982679359051028,28.92855701070368
334,Tak18_Kob_0329_11,8,0.9951188291276098,16.9725319117061
335,Tak18_Kob_0329_11,34,0.9976821297182208,25.53022546688695
336,Tak18_Kob_0329_11,61,0.9985418923352004,50.02520415681669
337,Tak18_Kob_0329_11,62,0.9950494721865886,28.237326500990367
338,Tak18_Kob_0329_11,71,0.7961383520603206,3.9966473515275958
339,Tak18_Kob_0329_11,59,0.9971783262939371,38.46187168259839
340,Tak18_Kob_0329_11,72,0.5522683630876197,-0.08913451258825533
341,Tak18_Kob_0329_11,20,0.9986452993112795,30.525797426032796
342,Tak18_Kob_0329_11,19,0.9986602627393432,31.285547429532787
343,Tak18_Kob_0329_11,7,0.9953033890376367,17.49089807919755
344,Sat07_cho_0302_1,34,0.81166232372955,4.788816902258139
345,Sat07_cho_0302_1,50,0.0063461592535839495,-18.830355273624175
346,Sat07_cho_0302_1,8,0.9994838236354036,37.04105876709819
347,Sat07_cho_0302_1,18,0.9981154728480021,27.459437072609862
348,Sat07_cho_0302_1,63,0.0032660425690616,-6.674267577146104
349,Sat07_cho_0302_1,33,0.9889711040867513,17.782582615569712
350,Sat07_cho_0302_1,48,0.027271289881777294,-10.796093579281136
351,Sat07_cho_0302_1,6,0.9995843001286773,38.54096338454304
352,Sat07_cho_0302_1,88,0.0009188130545746409,-7.011976123584374
353,Sat07_cho_0302_1,16,0.9987723791227626,31.5626483444708
354,Sat07_cho_0302_1,47,0.32138466737282667,-1.5344017229257916
355,Sat07_cho_0302_1,17,0.9988045678171557,32.3485899667733
356,Sat07_cho_0302_1,64,0.005057228472419406,-10.22030425302121
357,Sat07_cho_0302_1,49,0.027909242167276527,-8.168884737509424
358,Sat07_cho_0302_1,82,0.0011633801912859232,-7.148013190083755
359,Sat07_cho_0302_1,15,0.9993613085680144,36.989566786633546
360,Sat07_cho_0302_1,7,0.9996219299617823,40.614734776445474
361,Sat07_cho_0302_1,5,0.9996225867862824,40.29576231307748
362,Sat07_cho_0302_1,81,0.0017960126101511653,-5.49626790350176
363,Sat07_cho_0302_1,87,0.0014415432883138068,-5.019901454097133
364,Mas02_Kob_0325_1,32,0.9995880135302053,43.27339783340341
365,Mas02_Kob_0325_1,29,0.9995675526381267,50.96379212010281
366,Mas02_Kob_0325_1,31,0.9994279667303175,55.17245411241468
367,Mas02_Kob_0325_1,20,0.9996977740587034,48.272068275558055
368,Mas02_Kob_0325_1,30,0.9996060371809037,45.47215970661773
369,Mas02_Kob_0325_1,19,0.9997910980371332,57.89281058379683
370,Sat02_Ike_0229_2,35,0.9986629166350008,25.575222469392553
371,Sat02_Ike_0229_2,65,0.18555963193888025,-2.6854059194107194
372,Sat02_Ike_0229_2,45,0.9956680723994215,11.085988260625488
373,Sat02_Ike_0229_2,54,0.5411044305760944,0.5002626044123207
374,Sat02_Ike_0229_2,50,0.5283660120687552,0.7214242797715216
375,Sat02_Ike_0229_2,74,0.003038911400127242,-47.368318777132295
376,Sat02_Ike_0229_2,46,0.96043347431384,6.971709721904002
377,Sat02_Ike_0229_2,66,0.017821200042485885,-13.852207832867819
378,Sat02_Ike_0229_2,49,0.9498729659997533,7.3980341406246755
379,Sat02_Ike_0229_2,39,0.9946666535016141,16.130359722476896
380,Sat02_Ike_0229_2,55,0.5460126257058343,0.5367485375298865
381,Sat02_Ike_0229_2,56,0.4748015826348053,0.39571689531580634
382,Sat02_Ike_0229_2,42,0.9780927482156262,11.366861074283008
383,Sat02_Ike_0229_2,53,0.7515031489232311,2.7017127107970755
384,Sat02_Ike_0229_2,47,0.985114844793721,9.570714386220603
385,Sat02_Ike_0229_2,41,0.9945274461530456,13.826860572253514
386,Sat02_Ike_0229_2,48,0.9324068167738009,6.454945023259058
387,Sat02_Ike_0229_2,36,0.9958706551098011,16.738700130558826
388,Sat02_Ike_0229_2,73,0.017196880801495174,-10.806347440772365
389,Sat02_Ike_0229_2,40,0.993523223845483,13.475010885534578
390,Yam04_Sue_0229_1,13,0.9998274136676772,48.351637917320346
391,Yam04_Sue_0229_1,59,0.9995586482259766,77.69049662274003
392,Yam04_Sue_0229_1,7,0.9996129896632051,41.116581903609735
393,Yam04_Sue_0229_1,46,0.9997199619804007,76.00270044891994
394,Yam04_Sue_0229_1,58,0.9995877747667135,80.04680229704313
395,Yam04_Sue_0229_1,32,0.9998908733600869,69.75654110934947
396,Yam04_Sue_0229_1,62,0.9995734101751563,91.85896556362654
397,Yam04_Sue_0229_1,18,0.9998861110073234,64.49002214063313
398,Yam04_Sue_0229_1,45,0.9995796267017544,54.511860832828866
399,Yam04_Sue_0229_1,60,0.9995993154524495,91.16311516254838
400,Yam04_Sue_0229_1,61,0.9994684893263839,79.3977490593455
401,Yam04_Sue_0229_1,57,0.9995345541062375,70.59887107709686
