,name,handi,move,shaperate,shapelog,wrbefore,wrafter,wrdiff,trbefore,trafter,trdiff,dist1b,ownbefore,ownafter,owndiff,trstbefore,trstafter,trstdiff,dist01,dist02,dist21,dist0b,dist2b,bdec30,wdec30,own2before,own2after,own2diff,bdecav,wdecav
1354,Koi02_Kob_0328_2,2,45,0.018512118607759476,-3.9893297014770397,0.9610231509077396,0.9169380363945436,-0.044085114513195967,10.45987053952107,7.383108436822728,-3.076762102698342,11.180339887498949,-0.8051232449590411,-0.8342344052979942,0.029111160338953113,13.840187266047382,13.224975243891905,-0.6152120221554771,1.0,1.0,0.0,11.180339887498949,11.180339887498949,1,0,-0.8217471872872412,-0.8371796924235105,-0.012487218010753032,-0.01700995550882055,-0.011963040729919536
1355,Koi02_Kob_0328_2,2,11,0.008226863108575344,-4.800350490222056,0.9916967941694026,0.9906462666208083,-0.001050527548594249,23.088936236348463,20.66117564039985,-2.4277605959486124,1.4142135623730951,-0.056415023573858955,-0.14991463719759385,0.09349961362373489,17.733153490210604,17.151081003896085,-0.5820724863145195,2.0,2.0,0.0,1.4142135623730951,1.4142135623730951,0,0,-0.03742405098602003,-0.0004517302706791339,-0.11249058621157382,0.02445760309281849,-0.06639151046006023
1356,Koi02_Kob_0328_2,2,61,0.007881397381424904,-4.843250058165793,0.6386304436664726,0.3415717438597996,-0.297058699806673,6.446300491802305,-2.8393177974995534,-9.285618289301858,7.810249675906654,0.1799553343195235,0.07144674195828514,0.10850859236123837,20.95026190978698,17.83340975282094,-3.11685215696604,1.4142135623730951,1.4142135623730951,0.0,7.810249675906654,7.810249675906654,0,1,0.2855130850352935,0.2628082744210194,-0.21406634307700834,0.11855996488345653,0.11321128148181593
1357,Koi02_Kob_0328_2,2,63,0.001185867004096508,-6.737281122893121,0.7359041472160692,0.39089913632354367,-0.34500501089252555,10.21265514164804,-0.594063263567877,-10.806718405215918,8.06225774829855,0.7448144278163732,0.9742721236576912,-0.22945769584131803,21.345728680468582,11.943915521716187,-9.401813158752395,1.4142135623730951,1.4142135623730951,0.0,8.06225774829855,8.06225774829855,7,14,0.18200606523799456,0.007957443879321902,0.7922660584196967,-0.07905882416302536,0.0070828774991740645
1358,Koi02_Kob_0328_2,2,15,0.0010615633800625801,-6.848012570584029,0.991517693548523,0.9914737425418456,-4.395100667742291e-05,21.94187767885322,21.337259160333296,-0.6046185185199242,0.0,-0.5053276982667432,-0.5094130329888163,0.004085334722073175,17.56011982407225,17.085050794261402,-0.47506902981084664,2.23606797749979,2.23606797749979,0.0,0.0,0.0,0,0,-0.5138942017688851,-0.5030384885228241,0.004481168780068767,-0.10066382952925475,0.05818217258562297
1359,Koi02_Kob_0328_2,2,31,0.0011457890504971147,-6.771661752243247,0.9910234849373346,0.9881794724837132,-0.002844012453621425,24.437125107539085,21.775294462058206,-2.6618306454808796,8.06225774829855,0.1848913948175348,0.2791779107625184,-0.0942865159449836,20.581978539020657,18.538002314879925,-2.0439762241407315,6.708203932499369,6.708203932499369,0.0,8.06225774829855,8.06225774829855,0,0,-0.22291678489547784,-0.27400917686443876,0.5020946956579962,-0.009495973015801323,0.009260588046831164
1360,Koi02_Kob_0328_2,2,35,0.001,-6.907755278982137,0.9911277401908399,0.9700675079976564,-0.021060232193183537,27.682558060047057,16.375417076118733,-11.307140983928324,2.23606797749979,0.15913280319907283,0.9066321532367619,-0.7474993500376891,19.905858292547844,17.12613442386904,-2.779723868678804,1.4142135623730951,1.4142135623730951,0.0,2.23606797749979,2.23606797749979,4,1,-0.34738639898553303,-0.41907597514343586,1.2540185522222949,0.0025275778283639916,0.006632825856872249
1361,Tak04_cho_0328_4,2,75,0.9824390411376953,-0.01771698180713638,0.9969967265613666,0.997016660241699,1.9933680332373527e-05,24.01886551776421,23.724409305064338,-0.29445621269987043,0.0,-0.24660020106507835,-0.2821454968522638,0.03554529578718546,12.875484616191727,12.802368963863831,-0.07311565232789619,1.0,1.0,0.0,0.0,0.0,0,0,0.505592615860431,0.493516463287243,-0.7877381127126948,0.023515316093452837,0.005535844980360867
1362,Tak04_cho_0328_4,2,43,0.0008329914999194443,-7.0904871200278325,0.9965457961408546,0.9840283845568547,-0.012517411583999882,29.27730830483699,13.323424522661883,-15.953883782175106,13.038404810405298,-0.027783675134669686,0.009236381132120264,-0.03702005626678995,15.418174124953017,12.38111083167705,-3.037063293275967,6.082762530298219,6.082762530298219,0.0,13.038404810405298,13.038404810405298,2,1,0.7774766140701269,0.8262268712032577,-0.7682402329380067,0.023791133991008184,-0.08161272618167555
1363,Tak04_cho_0328_4,2,79,0.07471680641174316,-2.594050226717157,0.9971911550268013,0.99715245867278,-3.869635402131699e-05,24.74797525779194,23.083458709173176,-1.6645165486187636,0.0,0.9915665517036442,0.9914586204658107,0.00010793123783348069,12.602459350141952,11.875578455551143,-0.7268808945908098,1.0,1.0,0.0,0.0,0.0,0,0,0.9978626920218348,0.997784023964542,-0.006404071556024071,0.02085268469370627,0.04717015100761124
1364,Tak04_cho_0328_4,2,73,0.05137793719768524,-2.96854643606888,0.9968737643999643,0.9969131009181057,3.9336518141364074e-05,25.188663264241782,23.308695055294628,-1.8799682089471546,0.0,0.46810906624293147,0.47376014008490297,-0.005651073841971499,13.419003440733084,12.769033953003667,-0.6499694877294164,11.661903789690601,11.661903789690601,0.0,0.0,0.0,0,0,0.49261639353451364,0.5100639354565571,-0.01885625344961067,-0.0028926222503437016,0.02709568169566784
1365,Tak04_cho_0328_4,2,33,0.0010668329196050763,-6.843060907860046,0.9918060561980845,0.9917715593797507,-3.4496818333784596e-05,18.73747993756628,15.21463946172573,-3.5228404758405514,13.45362404707371,0.5962974885280427,0.8066671727282348,-0.2103696842001922,13.964401642084425,11.909038238399761,-2.055363403684664,2.0,2.0,0.0,13.45362404707371,13.45362404707371,2,0,0.2567793367135546,0.4433849402044714,0.5498878360146803,-0.000852688554938974,0.006718637860161997
