,Unnamed: 0,name,handi,move,shaperate,shapelog,wrbefore,wrafter,wrdiff,trbefore,trafter,trdiff,dist1b,ownbefore,ownafter,owndiff,trstbefore,trstafter,trstdiff,dist01,dist02,dist21,dist0b,dist2b,bdec30,wdec30,own2before,own2after,own2diff,bdecav,wdecav,label
475,475,Tak09_Sue_0329_2,2,59,0.0009931379463523626,-6.914640984783572,0.5112667656502152,0.015192766660436454,-0.4960739989897788,-4.956427154190194,-20.535736200508435,-15.579309046318242,8.06225774829855,0.3328248695455913,0.7809043938806605,-0.4480795243350692,22.83876373376319,12.75874091531942,-10.08002281844377,11.401754250991381,11.401754250991381,0.0,8.06225774829855,8.06225774829855,2,2,0.0009781126977078296,0.2267637580734404,0.7799262811829526,0.006771291979731947,0.007691880113212077,3
476,476,Tak15_Sue_0329_8,2,31,0.10564493387937546,-2.247671487992419,0.9953583436918436,0.994434621095646,-0.0009237225961974405,25.533139144560167,22.623201942786068,-2.909937201774092,10.63014581273465,0.2643105711086743,0.013190280871298778,0.25112029023737553,17.010599510391796,14.85853671946525,-2.152062790926548,8.246211251235321,8.246211251235321,0.0,10.63014581273465,10.63014581273465,0,0,0.8331584271703093,0.8345865205150783,-0.8199681462990105,0.012913995330544216,0.010180199138343782,1
477,477,Sat03_Sue_0301_1,4,81,0.0011007519206032157,-6.811761768516655,0.9974519963325248,0.9969707424742243,-0.00048125385830033446,4.2423206940686695,3.1444236855197945,-1.097897008548876,7.0,-0.9547629466289108,-0.9753386327432841,0.02057568611437333,3.4523443541578813,3.048727314226213,-0.4036170399316688,1.4142135623730951,1.4142135623730951,0.0,7.0,7.0,0,0,-0.3185906811430002,-0.3285083314807597,-0.6567479516002839,0.011705155615400406,-0.0015883339135869473,2
478,478,Sat03_Sue_0301_1,4,33,0.00096756755374372,-6.940725312506924,0.9971796857983272,0.9964505933699568,-0.0007290924283703816,51.106392917587684,43.855237251590346,-7.251155665997331,5.0,-0.3664488612951306,-0.3593539841880984,-0.007094877107032216,23.65160325934623,22.75350405911537,-0.8980992002308561,6.0827625302982185,6.0827625302982185,0.0,5.0,5.0,0,0,-0.5512647428110095,-0.7523848824873435,0.19191075862291107,0.07042585402861401,0.11263577360050465,3
479,479,Sat03_Sue_0301_1,4,75,0.0014015079941600561,-6.5702064833728056,0.9982788394017016,0.9912762443936652,-0.007002595008036572,7.884427078507353,3.7495895533616297,-4.1348375251457234,9.219544457292887,-0.6917565374509544,0.9995929256346988,-1.6913494630856534,3.9552258058585537,3.79161417510705,-0.16361163075150387,1.4142135623730951,1.4142135623730951,0.0,9.219544457292887,9.219544457292887,2,1,-0.14969862553605182,-0.05542189779366561,1.1492915511707509,0.0005910481046546845,-0.005039257222372237,2
480,480,Sat03_Sue_0301_1,4,35,0.0016659559914842248,-6.397356151262121,0.996766970771232,0.9961818840556086,-0.0005850867156235173,49.392146678781174,41.05176073963352,-8.340385939147659,13.45362404707371,-0.5449513183159519,-0.1623009289551562,-0.3826503893607957,19.621610422043734,21.7583089540834,2.136698532039663,1.0,1.0,0.0,13.45362404707371,13.45362404707371,0,5,-0.7132227226916074,-0.6497727104549671,0.5509217937364512,0.059234348663119,0.07217549441824468,3
481,481,Sat03_Sue_0301_1,4,69,0.001,-6.907755278982138,0.9973226628053724,0.9898557753051096,-0.007466887500262588,20.89050122744398,8.599354387538028,-12.291146839905954,5.385164807134505,0.2474092565511388,0.22288682442932392,0.024522432121814847,7.44238391838504,8.115936042871859,0.6735521244868155,5.830951894845301,5.830951894845301,0.0,5.385164807134505,5.385164807134505,2,3,0.09690085898851908,-0.12933589444281993,0.12598596544080484,-0.027791265578475388,-0.06258877772160466,7
482,482,Sat03_Sue_0301_1,4,89,0.008381335996091366,-4.781747950454025,0.9983820784558076,0.9980036261985666,-0.0003784522572410909,4.848907329225236,3.6638481959381815,-1.1850591332870546,3.0,0.9961398764060044,0.996585436662686,-0.0004455602566817429,3.7355650458259344,3.2661128779129918,-0.4694521679129431,8.06225774829855,8.06225774829855,0.0,3.0,3.0,0,0,0.9957989022452304,0.996317968389785,0.0007865344174555755,0.0046939826099990645,-0.0009980777444904623,2
483,483,Sat03_Sue_0301_1,4,37,0.0011429412988945842,-6.774150252535889,0.9964188038845868,0.9959503511844774,-0.000468452700109534,46.689878080108286,35.927889215418205,-10.761988864690082,10.295630140987,-0.020759440920359418,-0.3480175188645457,0.3272580779441863,20.28566842766109,19.604422634631558,-0.6812457930295288,1.4142135623730951,1.4142135623730951,0.0,10.295630140987,10.295630140987,1,5,-0.25298448642613397,-0.3954226609814683,-0.09503303243841166,0.061566352286405834,-0.08698315618875313,3
484,484,Oon11_Kob_0329_11,2,35,0.006168069317936897,-5.088369404467642,0.9958451830087433,0.9952415665189134,-0.0006036164898297612,24.635344191658906,18.391385592081424,-6.243958599577483,4.0,0.07733988495708582,0.15954415956386364,-0.08220427460677783,13.629248631442778,11.73043964693938,-1.8988089845034004,4.123105625617661,4.123105625617661,0.0,4.0,4.0,0,4,0.3226026939670186,-0.28857882472116564,-0.16305853440315493,-0.0033456035922278357,-0.002750153047997084,3
